feature,value,F,P,T
attn_0_0_outputs,(,0.56476647,-0.7253187,-0.27623695
attn_0_0_outputs,),0.07084868,-0.56657535,0.54886717
attn_0_0_outputs,<pad>,-0.0064927405,-0.41055074,-0.30368388
attn_0_0_outputs,<s>,-1.4009789,0.93893814,0.8527208
attn_0_0_outputs,_,0.28180975,-0.28807524,-0.96080565
attn_0_0_outputs,_,0.58131355,0.09395045,-0.91991997
attn_0_0_outputs,_,0.66479325,-0.7458669,-0.19661666
attn_0_0_outputs,_,0.66909903,0.0016624396,-1.329731
attn_0_0_outputs,_,0.17521663,0.36418697,0.20693207
attn_0_0_outputs,_,-0.9203191,0.23923655,1.2801709
attn_0_0_outputs,_,-0.42755157,0.2257681,0.4031346
attn_0_0_outputs,_,-0.03594161,0.080812275,0.16485253
attn_0_0_outputs,_,0.5608979,-0.07223654,0.6431173
attn_0_0_outputs,_,-0.52550316,1.0386649,0.21574135
attn_0_0_outputs,_,-0.06705822,-0.22520235,0.27322254
attn_0_0_outputs,_,0.50754887,0.5116642,0.57355356
attn_0_0_outputs,_,-0.25256202,0.16618545,-0.4803386
attn_0_0_outputs,_,-0.8977402,-0.00655555,0.24916111
attn_0_0_outputs,{,0.3901497,-0.41173047,0.006987363
attn_0_0_outputs,},0.95872617,0.14381142,0.15621778
attn_0_1_outputs,(,-0.82647973,1.0446429,-1.4174033
attn_0_1_outputs,),2.2295458,-1.8162578,0.21235146
attn_0_1_outputs,<pad>,0.021674592,-0.094965115,0.32677832
attn_0_1_outputs,<s>,-0.7078759,0.17302266,-0.7398652
attn_0_1_outputs,_,0.21364295,-0.67191625,-1.3277975
attn_0_1_outputs,_,-0.16434361,0.30069962,-0.94337225
attn_0_1_outputs,_,0.48712742,0.394513,-0.9137722
attn_0_1_outputs,_,0.31009564,0.026988238,-0.3759525
attn_0_1_outputs,_,0.81256294,-0.039701566,1.0514665
attn_0_1_outputs,_,-0.08328159,0.22626999,0.9774912
attn_0_1_outputs,_,-1.7000916,0.24258049,-0.21769072
attn_0_1_outputs,_,0.0077268933,0.9600997,-0.29371655
attn_0_1_outputs,_,-0.3876582,0.3141214,0.48121026
attn_0_1_outputs,_,-0.42144397,0.3611436,0.16338886
attn_0_1_outputs,_,0.15943295,0.40968296,-0.7060494
attn_0_1_outputs,_,0.00604344,0.24706535,0.9376117
attn_0_1_outputs,_,-0.21979232,0.55570734,-0.86853784
attn_0_1_outputs,_,-0.7743168,0.028065616,0.5089128
attn_0_1_outputs,{,-1.0877668,1.0172908,-0.9417008
attn_0_1_outputs,},1.5740151,-1.7870071,0.4420966
attn_0_2_outputs,(,-0.9161416,1.4822924,0.13365905
attn_0_2_outputs,),1.7620481,-1.802972,0.42848977
attn_0_2_outputs,<pad>,-0.41837,0.067908175,0.19321857
attn_0_2_outputs,<s>,-0.46058738,0.52103335,-0.5134529
