feature,value,F,P,T
attn_0_0_outputs,(,1.0790025,-0.76769125,-1.2712352
attn_0_0_outputs,),0.04298981,0.11318415,-1.3119956
attn_0_0_outputs,<pad>,0.13299845,0.1658763,0.5459988
attn_0_0_outputs,<s>,-3.3862007,0.44789657,3.5719695
attn_0_0_outputs,_,0.271975,-1.0057515,0.9219399
attn_0_0_outputs,_,1.1002611,-0.20763925,-1.202845
attn_0_0_outputs,_,0.62813723,-0.95583624,-1.0124719
attn_0_0_outputs,_,0.822656,0.42320636,-0.75063765
attn_0_0_outputs,_,0.3573361,-0.39167163,-0.68162185
attn_0_0_outputs,_,-0.68312484,0.029916067,0.22427316
attn_0_0_outputs,_,-0.74624044,0.16918947,-0.2779815
attn_0_0_outputs,_,0.9017146,1.2826517,0.41169226
attn_0_0_outputs,_,0.35478497,0.42797282,0.00047409054
attn_0_0_outputs,_,0.12554969,-0.7549241,-0.2232514
attn_0_0_outputs,_,0.8378038,-0.19479057,-0.28762454
attn_0_0_outputs,_,-0.26664114,1.029082,0.16820033
attn_0_0_outputs,_,0.027771028,-0.16707338,-0.828385
attn_0_0_outputs,_,0.5118441,0.36006987,-0.53280836
attn_0_0_outputs,{,0.640018,0.16539226,-0.8266923
attn_0_0_outputs,},0.04444663,0.44520205,0.056961693
attn_0_1_outputs,(,-0.15235533,0.21219347,-1.2013125
attn_0_1_outputs,),0.29449832,0.33706936,1.2506685
attn_0_1_outputs,<pad>,-0.14332104,0.41956785,-0.7685326
attn_0_1_outputs,<s>,-0.098645285,0.7521449,-1.885688
attn_0_1_outputs,_,-0.8724854,0.5983368,-1.0794878
attn_0_1_outputs,_,-0.2004256,0.2294825,-1.0872321
attn_0_1_outputs,_,-0.32694882,1.1020744,-0.09416103
attn_0_1_outputs,_,0.7950148,0.65121335,-0.5402877
attn_0_1_outputs,_,0.06510292,-0.389505,-0.5638726
attn_0_1_outputs,_,0.3017919,-0.98814404,-0.609156
attn_0_1_outputs,_,0.5979232,0.16906351,-0.4586297
attn_0_1_outputs,_,1.165255,0.1463504,0.6466705
attn_0_1_outputs,_,-0.046767928,-0.3799877,0.034595873
attn_0_1_outputs,_,0.12454396,0.5458249,-0.40309802
attn_0_1_outputs,_,0.27080807,0.20775294,-0.14616877
attn_0_1_outputs,_,0.31413335,-0.27309904,0.16771093
attn_0_1_outputs,_,-0.14145824,-0.98630905,-0.05868356
attn_0_1_outputs,_,-0.3073158,-0.9063646,0.57519037
attn_0_1_outputs,{,0.19672708,0.14582455,1.3999817
attn_0_1_outputs,},-0.21021399,-0.5685113,-0.13805094
attn_0_2_outputs,(,-0.12740004,0.78052765,0.26119804
attn_0_2_outputs,),-0.39490384,-0.03809988,0.21676774
attn_0_2_outputs,<pad>,-0.14911312,0.77943856,-0.11234006
attn_0_2_outputs,<s>,-0.70966285,-0.26101986,0.2033645
attn_0_2_outputs,_,-0.20318025,0.49448812,0.57920235
attn_0_2_outputs,_,0.018255655,0.38472039,-1.1536893
attn_0_2_outputs,_,-0.0120329065,0.4294167,-0.478078
attn_0_2_outputs,_,-0.13687119,0.6455635,-0.3880465
attn_0_2_outputs,_,-0.41071078,1.124409,-0.7644331
attn_0_2_outputs,_,0.2449683,1.160147,-0.22913893
attn_0_2_outputs,_,0.85745955,-0.034151185,0.2736657
attn_0_2_outputs,_,-0.53662086,0.22541514,0.17930502
attn_0_2_outputs,_,0.8119314,0.26721188,-0.5278018
attn_0_2_outputs,_,0.3228028,-0.77992755,-0.3671874
attn_0_2_outputs,_,0.1332767,0.7350433,0.3744214
attn_0_2_outputs,_,0.036292464,0.32819012,0.91310453
attn_0_2_outputs,_,-0.6389971,0.22830686,-0.27827266
attn_0_2_outputs,_,0.059047304,-0.43676353,-1.124041
attn_0_2_outputs,{,-0.810608,0.13905254,0.20871906
attn_0_2_outputs,},0.035117745,-0.2536657,-0.3689876
attn_0_3_outputs,(,-0.60718614,0.9257317,-0.9707826
attn_0_3_outputs,),0.8383815,-2.091683,0.46776134
attn_0_3_outputs,<pad>,0.5271634,0.28162628,-0.20600674
attn_0_3_outputs,<s>,0.23378105,-1.0405354,1.5904015
attn_0_3_outputs,_,0.26213035,-0.42881435,-0.28581825
attn_0_3_outputs,_,-0.23606358,0.856287,-1.1982303
attn_0_3_outputs,_,0.45656246,1.3596965,-0.951553
attn_0_3_outputs,_,0.8633717,0.41145974,-0.9132117
attn_0_3_outputs,_,-0.4312699,-0.08638801,0.22195841
attn_0_3_outputs,_,0.114996865,0.24565989,-0.36557847
attn_0_3_outputs,_,-0.17657122,0.5106939,-0.14236389
attn_0_3_outputs,_,2.1343074,0.87027526,-0.27913114
attn_0_3_outputs,_,0.17507124,-0.44369084,-0.60921377
attn_0_3_outputs,_,0.27553695,0.60628057,-0.8460522
attn_0_3_outputs,_,0.55312365,0.34445107,-0.11640229
attn_0_3_outputs,_,0.19429348,-0.33095124,-1.286969
attn_0_3_outputs,_,0.38198462,-1.3823831,-0.21446832
attn_0_3_outputs,_,0.045909394,-0.0260206,-0.3899132
attn_0_3_outputs,{,-0.56117177,0.6297592,-0.117127985
attn_0_3_outputs,},0.33783466,-1.0434282,-0.43488503
attn_1_0_outputs,0,-0.07280887,-0.63946986,0.21174686
attn_1_0_outputs,1,0.23463565,0.07057476,-0.21471383
attn_1_0_outputs,10,-0.14555806,0.20092548,1.3898494
attn_1_0_outputs,11,0.6297046,-0.46258342,1.2814518
attn_1_0_outputs,12,0.36292633,-0.5064248,1.4982743
attn_1_0_outputs,13,-0.35868898,0.50473636,-1.3692416
attn_1_0_outputs,14,-1.0088899,-0.5040896,-0.65460855
attn_1_0_outputs,15,1.5017692,-1.4878752,0.2090376
attn_1_0_outputs,16,2.6496618,-2.8804526,-2.198354
attn_1_0_outputs,17,-0.48037,-0.7976493,-0.051047973
attn_1_0_outputs,18,-0.3823816,-1.1957039,1.7124317
attn_1_0_outputs,19,-0.023725482,-0.28366363,0.9974195
attn_1_0_outputs,2,0.61165917,0.33123067,0.06009741
attn_1_0_outputs,3,-0.54348063,0.45866123,-0.07015713
attn_1_0_outputs,4,-0.8090168,0.9741631,0.29282045
attn_1_0_outputs,5,0.3327487,0.0068612145,-0.06348167
attn_1_0_outputs,6,-0.18923958,-1.4860802,-0.4016318
attn_1_0_outputs,7,1.4737426,-1.3112462,-1.1727256
attn_1_0_outputs,8,2.7229688,-3.4663455,0.36893785
attn_1_0_outputs,9,0.42214352,-0.28981075,0.28844923
attn_1_1_outputs,(,-0.06847915,1.6330707,1.0478796
attn_1_1_outputs,),-0.82446283,-1.4940728,0.730538
attn_1_1_outputs,<pad>,0.28881556,-0.40012696,-0.41182762
attn_1_1_outputs,<s>,2.2281628,-2.1395664,-0.5835796
attn_1_1_outputs,_,-0.058268677,0.26630488,-0.21724996
attn_1_1_outputs,_,0.26031825,1.1997186,-0.7165829
attn_1_1_outputs,_,-0.7655545,-0.8083184,0.017231243
attn_1_1_outputs,_,0.08572338,0.50878274,-0.48118928
attn_1_1_outputs,_,0.85876536,-0.3583215,0.59035164
