feature,value,1,2,3,4,5,6
attn_0_0_outputs,0,0.13326326,0.24827904,-0.11768647,-0.8915488,-2.0614643,-9.517686
attn_0_0_outputs,1,0.019876974,0.1911507,0.093797855,-0.051092815,0.6108423,-0.957593
attn_0_0_outputs,10,-0.29751867,0.029988859,-0.2767592,-0.46662796,-0.27948567,-0.12360734
attn_0_0_outputs,11,-0.03459242,0.14113119,-0.0135400975,-0.38366073,-0.06923968,1.0481086
attn_0_0_outputs,12,-0.15012042,-0.01743288,-0.24016234,-0.38749465,-0.37151587,1.756945
attn_0_0_outputs,13,0.3347251,0.54515326,0.27075866,-0.0012915295,-0.25670654,-10.005652
attn_0_0_outputs,14,-0.36474824,-0.22464812,-0.3540373,-0.5505352,-0.4518423,-7.1818876
attn_0_0_outputs,15,0.2854902,0.42878526,0.28691316,-0.11457084,0.13517217,-6.971975
attn_0_0_outputs,16,0.17241079,0.35236642,0.24473889,-0.12155902,-0.22026123,-5.389093
attn_0_0_outputs,17,-0.2415341,0.050171755,-0.15796728,-0.4569895,-0.2924675,-5.205928
attn_0_0_outputs,18,0.36381772,0.55654275,0.36559448,0.12689425,-0.0066375914,-4.868046
attn_0_0_outputs,19,0.13217327,0.2854728,0.26689482,-0.22007746,0.3467364,-4.23749
attn_0_0_outputs,2,0.02636982,0.13443682,0.11602704,-0.0088914195,0.6462696,1.120551
attn_0_0_outputs,20,0.23070902,0.49679464,0.36968192,0.1012455,0.5654235,-3.5907094
attn_0_0_outputs,21,-0.32136816,-0.14546151,-0.043599032,-0.5678751,-0.3215846,-5.5107627
attn_0_0_outputs,22,-0.20977251,0.058164965,-0.0038775029,-0.20346513,0.42033145,-3.495861
attn_0_0_outputs,23,-0.20184475,-0.02672329,-0.13058056,-0.574646,0.49398908,-2.881859
attn_0_0_outputs,24,0.026945982,0.2474105,0.18653622,0.025261424,0.5072923,-1.6606662
attn_0_0_outputs,25,0.19438648,0.41956675,0.32527083,0.039122336,0.4888965,-1.3427433
attn_0_0_outputs,26,0.030089686,0.23647547,0.22227862,-0.13187012,0.11314503,-2.7017193
attn_0_0_outputs,27,0.08601438,0.28176257,0.08155211,0.1727028,0.33561558,-1.7514261
attn_0_0_outputs,28,-0.24070844,-0.05712364,-0.09735722,-0.30964643,0.24829854,-1.4599367
attn_0_0_outputs,29,-0.21339369,0.1990918,-0.117043816,-0.13308531,0.59381497,-1.8890324
attn_0_0_outputs,3,0.064264484,0.13515086,0.03161871,0.2724109,0.5458126,0.74059564
attn_0_0_outputs,30,-0.15789853,0.115624875,0.027820783,-0.016887484,0.9631434,-1.5066328
attn_0_0_outputs,31,0.44400612,0.647537,0.5595112,0.09112378,1.0338775,-2.0680447
attn_0_0_outputs,32,-0.18586469,0.021956824,0.20119768,-0.27574962,-0.3822619,-1.8306888
