feature,value,0,1,2,3,4
attn_0_0_outputs,0,4.6259003,-2.898417,-4.813883,-0.6708543,-1.0327042
attn_0_0_outputs,1,-0.80201495,3.9939117,-1.815644,-0.37205225,-0.8431715
attn_0_0_outputs,2,1.6268471,-2.0716593,3.907751,-1.8894236,-1.0811437
attn_0_0_outputs,3,-1.0084362,0.8814337,-1.0026126,2.8245935,-2.285412
attn_0_0_outputs,4,-1.0831627,0.4708832,-1.8238146,-0.38636172,4.022946
attn_0_0_outputs,</s>,-2.1655056,-0.77857095,1.9807085,0.661649,-0.4825558
attn_0_0_outputs,<pad>,-0.50049394,0.73431396,-0.35959777,0.066616096,0.14151675
attn_0_0_outputs,<s>,0.07285918,-0.21218832,-0.18752964,-0.17723775,-0.115006216
attn_0_0_outputs,_,-0.5471989,0.40780595,0.05849487,-0.4045799,-0.020800022
attn_0_0_outputs,_,-0.2992496,-0.19246069,-0.86519307,-0.06639255,-0.62071943
attn_0_0_outputs,_,0.26887745,-0.5122661,-0.90564984,-0.44623566,0.54314417
attn_0_0_outputs,_,-0.32328868,-0.064501114,1.0391409,0.051645376,-0.1846265
attn_0_0_outputs,_,-0.8982427,0.6870379,-0.31931636,0.35564253,0.21623765
attn_0_0_outputs,_,-0.1888933,-0.036012094,0.27195373,-0.17307103,-0.14500056
attn_0_0_outputs,_,-0.035628475,0.55787224,0.11588124,0.23873648,-0.26468357
attn_0_0_outputs,_,-0.95637923,0.23153463,-0.22179922,-0.21922974,0.79128814
attn_0_0_outputs,_,0.37709343,-0.3461865,-0.9459073,-0.35543007,0.2428209
attn_0_0_outputs,_,-0.29620087,-0.21389982,0.03989308,-0.5345691,1.3065323
attn_0_0_outputs,_,-0.31525764,-0.69130975,0.32214525,0.37587413,0.9639721
attn_0_0_outputs,_,-0.004993501,-0.084319964,0.19469938,0.12791651,0.26445854
attn_0_1_outputs,0,-2.2126098,2.3888085,2.9410675,0.13497241,-1.4480084
attn_0_1_outputs,1,-1.4591237,3.7073476,0.7365687,-1.8825191,-2.7408223
attn_0_1_outputs,2,-1.8625294,5.300552,0.8565534,-0.4708392,-2.4642246
attn_0_1_outputs,3,-0.8450868,-1.4471672,1.5610921,2.8529298,-1.9685795
attn_0_1_outputs,4,-1.0594318,-1.6135621,0.31867787,-1.1411431,2.7579474
attn_0_1_outputs,</s>,2.7272348,-5.619838,-3.4161446,2.3041468,3.4846158
attn_0_1_outputs,<pad>,0.22889012,0.15875888,0.12190384,0.8067518,0.04285802
attn_0_1_outputs,<s>,1.6682656,-0.12392363,1.4276413,-1.673511,-0.5406965
attn_0_1_outputs,_,0.2466064,0.11795429,0.13206685,-0.05104776,0.28684083
attn_0_1_outputs,_,-0.59567696,-0.11302217,0.79901326,-0.37309045,-0.32627156
attn_0_1_outputs,_,-0.5765027,-0.31811652,0.45751697,0.84122336,0.28333926
attn_0_1_outputs,_,-0.10569519,0.3151032,0.9412744,-0.52925146,0.1692503
attn_0_1_outputs,_,0.67615396,0.037144743,-0.8417612,0.13240586,0.06046734
attn_0_1_outputs,_,-0.14605089,-0.034182094,1.1525177,-0.12014327,0.6907619
attn_0_1_outputs,_,-0.1533557,-0.587882,-0.20692815,0.34986922,0.31467974
attn_0_1_outputs,_,-0.29022983,0.2490984,0.07424905,0.46880445,0.14000946
attn_0_1_outputs,_,0.57995856,0.67145425,-0.3869158,0.29397428,-0.62110645
attn_0_1_outputs,_,-0.61589587,0.922524,-0.27783316,0.28682762,0.37988642
attn_0_1_outputs,_,0.45267913,-0.33893046,0.20103,0.18186882,0.69579583
attn_0_1_outputs,_,0.04408706,0.11923497,-0.2797194,0.08139012,0.36583415
attn_0_2_outputs,0,2.3636801,-1.8001735,-0.906202,-1.0161783,-1.0193166
attn_0_2_outputs,1,-2.6379666,5.006613,-0.9796624,-1.2849904,-1.1738814
attn_0_2_outputs,2,-0.67228866,0.689736,-0.17283005,-0.10761402,0.55553627
attn_0_2_outputs,3,-0.4745494,-1.0835956,1.1589478,1.1192187,0.124984525
attn_0_2_outputs,4,-1.0884559,-0.78804433,0.14714637,0.33311757,2.0635266
attn_0_2_outputs,</s>,-1.8630707,-0.44875875,-0.41650423,1.6963245,-0.88085806
attn_0_2_outputs,<pad>,-0.6554913,0.24222475,0.10573916,-0.017766753,0.13484006
attn_0_2_outputs,<s>,-1.0412033,-0.591516,0.7844297,0.7047226,0.46442765
attn_0_2_outputs,_,-0.094275326,0.27486315,0.13265511,-0.52637196,-0.37517315
