feature,value,F,P,T
attn_0_0_outputs,(,-0.22749549,-0.23696668,-0.3464611
attn_0_0_outputs,),-0.1819413,-0.44230333,-0.055304572
attn_0_0_outputs,<pad>,-0.94095117,0.7426218,-1.6456771
attn_0_0_outputs,<s>,-0.01875607,-0.42609,-0.36729974
attn_0_0_outputs,_,-2.127831,1.8407631,0.31342277
attn_0_0_outputs,_,-1.9220291,1.9714414,0.8170802
attn_0_0_outputs,_,-1.9240959,1.3395257,0.3916404
attn_0_0_outputs,_,-1.7589337,0.9258964,-0.34609115
attn_0_0_outputs,_,-1.5637984,1.7973139,-2.1908813
attn_0_0_outputs,_,-2.2138233,2.6509101,-2.2157354
attn_0_0_outputs,_,-1.2575738,1.8299936,0.482245
attn_0_0_outputs,_,-1.8373867,1.058891,1.2222512
attn_0_0_outputs,_,-2.1818082,1.7288725,-1.0745289
attn_0_0_outputs,_,-2.561909,2.546149,0.97892433
attn_0_0_outputs,_,-1.7923355,3.2909875,2.1722057
attn_0_0_outputs,_,-1.3628454,1.7749845,1.145722
attn_0_0_outputs,_,-1.6328027,2.2462578,-1.060861
attn_0_0_outputs,_,-2.1052215,2.5896225,-0.37090826
attn_0_0_outputs,_,-1.819237,1.8261724,-2.07589
attn_0_0_outputs,_,-1.7278928,1.57115,-2.1161733
attn_0_0_outputs,_,-2.016562,1.3145709,-1.2034669
attn_0_0_outputs,_,-1.4507056,2.300842,-1.0768558
attn_0_0_outputs,_,-1.5125041,1.6159825,-0.015446556
attn_0_0_outputs,_,-1.6963091,2.0818422,-1.0123168
attn_0_0_outputs,_,-2.0444891,2.7290971,-1.3464649
attn_0_0_outputs,_,0.68955946,2.182031,-0.050123114
attn_0_0_outputs,_,-2.4201477,2.2682092,0.45409003
attn_0_0_outputs,_,-1.6544122,1.0134931,-0.43292463
attn_0_0_outputs,_,0.16410384,-0.49637428,0.28798974
attn_0_0_outputs,_,0.060028963,-0.28404796,0.9595368
attn_0_0_outputs,_,-0.071990445,-0.24294971,0.019921333
attn_0_0_outputs,_,0.59704,0.85182184,-0.28060487
attn_0_0_outputs,_,-0.24953751,-0.27528456,0.3143636
attn_0_0_outputs,_,0.05607738,0.2819717,0.64803666
attn_0_0_outputs,_,-0.13889837,-0.25741655,0.08046985
attn_0_0_outputs,_,0.1762166,-0.59933037,-0.578143
attn_0_0_outputs,_,-0.3296977,-0.061901912,0.6183764
attn_0_0_outputs,_,0.5516892,0.31854856,0.32444245
attn_0_0_outputs,_,0.8267395,0.33602536,0.50851464
attn_0_0_outputs,_,-0.051442254,0.9746674,0.8729287
attn_0_0_outputs,_,0.7480023,-0.72536945,0.70381707
attn_0_0_outputs,_,0.053460713,-0.3682142,-0.8364933
attn_0_0_outputs,_,-0.015306417,0.78342754,-0.40143853
attn_0_0_outputs,_,-0.21011887,0.033208847,0.6866217
attn_0_0_outputs,_,0.14424959,-0.091828346,-0.348931
attn_0_0_outputs,_,-0.08855574,-0.6231825,1.1253519
attn_0_0_outputs,_,-0.632529,-0.01810115,0.5190581
attn_0_0_outputs,_,-0.8319154,-0.054624837,-0.13215637
attn_0_0_outputs,_,0.059590805,0.36398464,-0.44453
attn_0_0_outputs,_,0.40051454,-0.18092068,0.060165763
attn_0_0_outputs,_,0.16563995,0.031178173,0.42590255
attn_0_0_outputs,_,0.4323782,-0.26969486,0.60390055
attn_0_0_outputs,_,0.24898373,-0.36857423,-0.37532017
attn_0_0_outputs,_,0.31158507,-0.37201357,-0.17545791
attn_0_0_outputs,_,-0.4221344,-0.64991564,0.16436319
attn_0_0_outputs,_,0.83375096,0.066847794,0.3607791
attn_0_0_outputs,_,0.031051926,0.14772807,0.34170252
attn_0_0_outputs,_,1.1507096,0.19472036,-0.81536084
attn_0_0_outputs,{,-0.117758565,-0.061772138,-0.19787215
attn_0_0_outputs,},0.98614293,0.37954676,0.756329
attn_0_1_outputs,(,-1.8714186,-0.0826215,0.24960196
attn_0_1_outputs,),0.96733207,-0.3088109,0.08036113
attn_0_1_outputs,<pad>,-0.028638843,0.35008183,-0.012908175
attn_0_1_outputs,<s>,0.991253,0.13260001,-3.3446991
attn_0_1_outputs,_,0.67766124,-0.63581103,0.024176622
attn_0_1_outputs,_,1.1017747,0.21480343,0.5267854
attn_0_1_outputs,_,1.2791526,-0.24675916,-0.37722185
attn_0_1_outputs,_,0.64122504,0.20230913,1.0011672
attn_0_1_outputs,_,0.22924863,-0.17957292,0.10933942
attn_0_1_outputs,_,0.5520066,0.07759909,1.0221505
attn_0_1_outputs,_,0.15110482,-0.8124464,-0.07707908
attn_0_1_outputs,_,0.40545723,-0.044698406,0.54375464
attn_0_1_outputs,_,-0.1354642,-0.43066612,1.2600944
attn_0_1_outputs,_,0.12920253,-0.06920438,1.0737294
attn_0_1_outputs,_,0.32279688,0.39286372,1.3341943
attn_0_1_outputs,_,-0.22676617,0.040624436,0.33720645
attn_0_1_outputs,_,-0.48602435,0.3874007,1.2934077
attn_0_1_outputs,_,-0.8037912,-0.22717093,0.6560427
attn_0_1_outputs,_,-0.134862,0.55973476,1.8211458
attn_0_1_outputs,_,0.286628,-0.5843835,1.7179859
attn_0_1_outputs,_,-0.6836271,-0.037245937,1.2114596
attn_0_1_outputs,_,-0.5565616,0.3935933,0.7558087
attn_0_1_outputs,_,-0.75245076,-0.16054004,1.6586589
attn_0_1_outputs,_,0.10573247,-0.50053424,1.6380625
attn_0_1_outputs,_,-1.0107284,0.25525627,2.2461874
attn_0_1_outputs,_,-1.196768,-0.4375608,3.396967
attn_0_1_outputs,_,-0.6972382,0.44565266,2.714496
attn_0_1_outputs,_,-0.5798841,1.3752552,-1.1751635
attn_0_1_outputs,_,-0.46171883,0.35065284,0.039362337
attn_0_1_outputs,_,1.0117666,-0.2671209,0.4513505
attn_0_1_outputs,_,-0.8977745,0.34925583,-0.3206905
attn_0_1_outputs,_,0.23262677,0.6566689,-1.1950382
attn_0_1_outputs,_,-0.5088117,-0.14725468,-0.19334063
attn_0_1_outputs,_,-0.047407493,-0.6797895,0.8087544
attn_0_1_outputs,_,0.1677634,-0.33299682,-0.39660078
attn_0_1_outputs,_,0.56094366,0.63034016,-0.5600784
attn_0_1_outputs,_,-0.20838857,-0.6990893,-0.07363146
attn_0_1_outputs,_,-0.30272427,0.84073204,0.020819016
attn_0_1_outputs,_,-0.6733901,-0.3569686,-0.3889183
attn_0_1_outputs,_,-0.26223585,0.039916813,-0.34183416
attn_0_1_outputs,_,0.11966862,-0.23486231,0.39684907
attn_0_1_outputs,_,0.038233973,0.301382,0.9490328
attn_0_1_outputs,_,-0.94680136,-0.2716573,-0.80668
attn_0_1_outputs,_,0.17709078,-0.66614854,0.24821115
attn_0_1_outputs,_,-0.15070382,-0.6059889,1.2989559
attn_0_1_outputs,_,0.39467737,-0.7202173,-0.98974943
attn_0_1_outputs,_,-0.93639386,-0.2446048,0.6738131
attn_0_1_outputs,_,0.06480415,0.08839667,-0.5701236
attn_0_1_outputs,_,0.021941857,-0.2767171,-0.33106333
attn_0_1_outputs,_,-0.44791943,0.26579258,-0.9070151
attn_0_1_outputs,_,0.29551113,-0.07171339,-0.29587567
attn_0_1_outputs,_,-0.558477,-0.1730144,0.26346767
attn_0_1_outputs,_,0.36299172,1.174574,0.3160294
attn_0_1_outputs,_,0.22367339,-0.19774085,-0.81942064
attn_0_1_outputs,_,-0.5473721,-0.6450893,-0.6380147
attn_0_1_outputs,_,-0.4722913,-0.47438917,0.8202163
attn_0_1_outputs,_,-0.4479743,-0.11876439,0.5071193
attn_0_1_outputs,_,-0.6395637,0.14162189,-0.8126435
attn_0_1_outputs,{,-1.0016042,-0.88360876,-0.70917416
attn_0_1_outputs,},0.16641574,-0.31808218,0.23786724
attn_0_2_outputs,(,-0.6713152,0.2701515,-0.5228863
attn_0_2_outputs,),-0.11156302,-0.6145775,0.23539078
attn_0_2_outputs,<pad>,0.17969112,0.045618366,0.41423154
attn_0_2_outputs,<s>,0.030084994,0.78732365,0.14743006
attn_0_2_outputs,_,0.068849094,1.0256352,-0.9806717
attn_0_2_outputs,_,0.32826796,0.7292877,-0.8418967
attn_0_2_outputs,_,0.27651352,0.52111083,-0.5980808
attn_0_2_outputs,_,-0.20843565,-0.23205984,-0.081306405
attn_0_2_outputs,_,-0.7011573,0.37688562,0.1465555
attn_0_2_outputs,_,-0.34070262,0.7031254,-0.91313237
attn_0_2_outputs,_,-0.4478011,0.6919677,-0.5784527
attn_0_2_outputs,_,-0.40274927,-0.1039469,-0.27134013
attn_0_2_outputs,_,-0.79738575,1.0634346,-0.15210393
attn_0_2_outputs,_,-0.5521234,0.10284426,0.069529116
attn_0_2_outputs,_,-0.7355058,0.2992978,-0.16546302
attn_0_2_outputs,_,-0.017393334,0.17917342,-0.50934005
attn_0_2_outputs,_,-1.0872822,0.44007206,0.30285442
attn_0_2_outputs,_,-1.5447521,0.85343605,-0.20163688
attn_0_2_outputs,_,-0.239616,0.6608551,-0.22843938
attn_0_2_outputs,_,-0.91086346,0.44233173,0.67669183
attn_0_2_outputs,_,-0.48294887,0.07627903,-0.363393
attn_0_2_outputs,_,-0.016106008,0.7992745,0.48733816
attn_0_2_outputs,_,-0.78826237,0.7497334,0.68360627
attn_0_2_outputs,_,-1.5268363,-0.1578128,0.5597045
attn_0_2_outputs,_,-0.5038402,0.87733185,1.4777033
attn_0_2_outputs,_,-0.41232494,0.37798953,1.3737117
attn_0_2_outputs,_,-0.037346445,1.0251868,0.9885338
attn_0_2_outputs,_,-0.53216475,0.7821963,-1.1154277
attn_0_2_outputs,_,0.7709307,-0.84020674,0.15897767
attn_0_2_outputs,_,0.35352328,0.11571715,-0.2891381
attn_0_2_outputs,_,-0.19740984,-0.40661225,-0.62338984
attn_0_2_outputs,_,-0.41574502,-0.30359244,-0.16550201
attn_0_2_outputs,_,0.35284227,0.6406386,-0.25194547
attn_0_2_outputs,_,-0.35373485,0.8696842,-0.17387272
attn_0_2_outputs,_,-0.013633347,-0.24497207,-1.2629728
attn_0_2_outputs,_,0.6486244,-0.52716476,-0.42374858
attn_0_2_outputs,_,-0.25938013,-0.4482397,0.8000763
attn_0_2_outputs,_,-0.5693203,-0.78897274,-0.11050812
attn_0_2_outputs,_,-0.4412445,0.18483987,0.38158643
attn_0_2_outputs,_,-1.0179192,0.32775575,0.19070545
attn_0_2_outputs,_,-0.27028513,-0.11980811,0.40920633
attn_0_2_outputs,_,0.34340304,-0.0679749,-0.47684675
attn_0_2_outputs,_,-0.31881678,0.48477632,-0.07408975
attn_0_2_outputs,_,0.21868017,-0.22371988,1.5079485
attn_0_2_outputs,_,-0.14361896,0.122860454,0.94151866
attn_0_2_outputs,_,-0.28342682,-0.40123987,0.32151988
attn_0_2_outputs,_,0.37196627,0.6564626,-0.2867169
attn_0_2_outputs,_,0.44444272,0.12903418,0.03541917
attn_0_2_outputs,_,-0.40132886,0.00048234855,-0.031044433
attn_0_2_outputs,_,0.9228084,0.5384375,-0.30688047
attn_0_2_outputs,_,0.01820186,0.14381582,-1.2377671
attn_0_2_outputs,_,-1.0489486,0.36647364,-0.6310639
attn_0_2_outputs,_,-0.25258732,0.24996385,-0.12869695
attn_0_2_outputs,_,0.260508,-0.6120407,0.13545622
attn_0_2_outputs,_,0.09000125,-0.51285416,-1.1516312
attn_0_2_outputs,_,0.29353642,0.08806463,0.54740965
attn_0_2_outputs,_,0.17145167,0.69297194,-0.11022902
attn_0_2_outputs,_,-0.4243523,0.59861666,-0.08835019
attn_0_2_outputs,{,-1.1066818,-0.09205662,-0.7064506
attn_0_2_outputs,},1.0183831,0.6280153,1.4682368
attn_0_3_outputs,(,0.96004176,-0.5387978,-0.1748706
attn_0_3_outputs,),0.9593023,-0.43071392,-0.060178675
attn_0_3_outputs,<pad>,0.6855307,0.30621892,-1.4621389
attn_0_3_outputs,<s>,0.24119963,-0.64422816,0.4672458
attn_0_3_outputs,_,-0.03754003,-0.24141784,0.3802531
attn_0_3_outputs,_,-1.0198797,0.26232523,-1.3293648
attn_0_3_outputs,_,-0.43771142,-0.16832311,-1.4868772
attn_0_3_outputs,_,0.34596595,-0.06795393,-0.9126147
attn_0_3_outputs,_,0.21669137,-0.34944817,-2.0647364
attn_0_3_outputs,_,0.51005036,0.193989,-0.85109186
attn_0_3_outputs,_,-0.03287722,-0.442635,-1.184924
attn_0_3_outputs,_,-0.22692683,0.32760692,-0.7646158
attn_0_3_outputs,_,-0.54008216,0.39279032,-1.2732729
attn_0_3_outputs,_,0.12112379,-0.3871372,-1.2405534
attn_0_3_outputs,_,0.16792919,0.42569834,-0.3765989
attn_0_3_outputs,_,-0.76186574,0.49551028,-0.661068
attn_0_3_outputs,_,0.0080588,0.49676633,-0.45514676
attn_0_3_outputs,_,-0.63131183,-0.33238548,-0.7589715
attn_0_3_outputs,_,0.22894858,0.7932424,-1.4330653
attn_0_3_outputs,_,0.95980847,0.67360896,0.44043478
attn_0_3_outputs,_,-0.23153315,-0.62091637,0.053737536
attn_0_3_outputs,_,-0.31031042,0.23020999,-0.37796447
attn_0_3_outputs,_,-0.2510392,0.4596461,0.084612615
attn_0_3_outputs,_,0.042029113,0.3637774,0.27415058
attn_0_3_outputs,_,-0.5536017,0.43290088,0.0071227597
attn_0_3_outputs,_,-0.6719766,1.3383411,0.8109539
attn_0_3_outputs,_,0.35701135,0.112462655,0.9103435
attn_0_3_outputs,_,-0.4195395,1.7188861,0.06747106
attn_0_3_outputs,_,0.0368582,-0.016730467,-0.050125774
attn_0_3_outputs,_,0.09558433,0.41085172,1.2756425
attn_0_3_outputs,_,-1.16416,0.7855639,0.0179326
attn_0_3_outputs,_,-0.87075275,-0.29417667,-0.71046
attn_0_3_outputs,_,0.7020253,-0.3506859,0.84010756
attn_0_3_outputs,_,-0.71209544,-0.7277577,0.15859449
attn_0_3_outputs,_,0.34249377,0.12234884,0.10483647
attn_0_3_outputs,_,0.9118464,-0.17454056,-0.01257478
attn_0_3_outputs,_,0.07648092,1.6784902,0.64488345
attn_0_3_outputs,_,0.06995697,-0.30780524,0.31408596
attn_0_3_outputs,_,-0.24023716,-0.13977222,0.13419616
attn_0_3_outputs,_,-0.033181816,0.3544857,-0.24723634
attn_0_3_outputs,_,0.59062994,0.3387707,-0.6467421
attn_0_3_outputs,_,-0.2528761,0.18918717,0.37924638
attn_0_3_outputs,_,0.5908375,-0.008425492,-0.67080265
attn_0_3_outputs,_,0.08268226,-0.11110539,-0.372309
attn_0_3_outputs,_,0.5195764,0.56202805,0.046386898
attn_0_3_outputs,_,-0.46094483,-0.52211016,-0.45173433
attn_0_3_outputs,_,-0.66580355,-0.008416669,-0.6176973
attn_0_3_outputs,_,-0.17135206,-0.48727718,-0.4536813
attn_0_3_outputs,_,-0.19378024,0.5221128,-0.61571485
attn_0_3_outputs,_,1.0653824,-0.032165226,-0.57351166
attn_0_3_outputs,_,0.7154634,-0.20961979,-0.77049965
attn_0_3_outputs,_,-0.9665044,-0.6565084,0.07959061
attn_0_3_outputs,_,-0.002157258,-0.21311359,-0.30376056
attn_0_3_outputs,_,0.57876414,0.2598237,0.17239621
attn_0_3_outputs,_,-0.08697486,0.67113316,-0.32684886
attn_0_3_outputs,_,-1.3122542,0.12004548,-0.30946892
attn_0_3_outputs,_,-0.13737701,-0.3202341,-0.4051398
attn_0_3_outputs,_,-0.3290505,-0.16780728,-0.008232578
attn_0_3_outputs,{,0.74047065,-0.273774,-0.187284
