feature,value,0,1,2,3,4
attn_0_0_outputs,0,0.754339,0.46515366,0.18070865,0.22629032,0.17516062
attn_0_0_outputs,1,0.049399864,0.6521187,-0.14450783,-0.2889036,-0.25586575
attn_0_0_outputs,2,0.039830826,0.09337208,0.10650282,-0.09322221,-0.15036356
attn_0_0_outputs,3,0.13626936,0.17444481,-0.009685056,0.2634356,-0.058592957
attn_0_0_outputs,4,0.040919174,0.090855286,-0.15906279,-0.084210396,0.11318484
attn_0_0_outputs,</s>,0.017530596,-0.0053320625,-0.16641667,0.07698811,-0.11171366
attn_0_0_outputs,<pad>,0.03259412,-0.6762021,0.94757056,0.81088746,-0.47301456
attn_0_0_outputs,<s>,0.21639663,0.25207064,-0.0344378,0.0056750244,0.024298426
attn_0_0_outputs,_,-0.73732096,-0.40451145,0.19600949,0.2241407,-0.74371564
attn_0_0_outputs,_,0.9833206,-1.8070987,-1.5687854,0.81269145,-1.3540312
attn_0_0_outputs,_,0.041408796,1.4366534,1.8140827,1.5689926,0.92145485
attn_0_0_outputs,_,0.2547294,-0.44188955,0.4205825,-0.74931973,-0.8622476
attn_0_0_outputs,_,1.4066607,0.10292085,1.3355845,0.094052285,0.94808495
attn_0_0_outputs,_,0.87874585,-0.2650749,1.0347426,-0.7800598,-0.62275875
attn_0_0_outputs,_,1.659653,-0.31176057,1.1964486,-0.69102365,0.98747927
attn_0_0_outputs,_,0.38263372,0.34369636,-1.0137563,0.48968792,-0.25234285
attn_0_0_outputs,_,-1.3007964,0.87560517,-1.611313,-1.2541983,0.7625823
attn_0_0_outputs,_,-0.30149326,0.7170386,0.5712836,-1.0611342,0.2938389
attn_0_0_outputs,_,-0.6039993,-0.4050153,0.6133504,-0.20032795,0.24400537
attn_0_0_outputs,_,-0.08189325,-0.44437286,1.1469682,0.34122217,-1.032281
attn_0_0_outputs,_,-0.52284735,0.4308917,0.13487464,0.40485558,0.53246915
attn_0_0_outputs,_,0.26972702,-0.9715103,-0.41099337,0.46999812,0.22553568
attn_0_0_outputs,_,0.21377367,0.190636,0.043859128,-0.0008776841,0.8649908
attn_0_0_outputs,_,-0.456967,-1.1504271,0.977356,-0.40975183,0.97646284
attn_0_0_outputs,_,0.59204674,0.349639,-0.5036452,0.61404854,1.1847574
attn_0_0_outputs,_,-0.5778558,0.38655537,-0.68748796,-0.7371224,0.6083375
attn_0_0_outputs,_,-0.7714624,0.078643024,0.5850446,0.03330383,-1.0549356
attn_0_0_outputs,_,-0.034038607,2.2046604,-0.9098366,0.550343,1.4332072
attn_0_0_outputs,_,1.0201627,1.8742418,1.5182769,0.5113118,1.6737597
attn_0_0_outputs,_,0.51846784,-0.3850312,0.5142879,0.11820214,-0.32423657
attn_0_0_outputs,_,-0.16286223,0.95038384,-1.4458152,0.42394537,1.1823388
attn_0_0_outputs,_,0.6866818,0.20967516,-0.61559373,0.7146382,-1.1884348
attn_0_0_outputs,_,1.0407326,-0.51013803,-0.88327014,0.7632828,-0.39982358
attn_0_0_outputs,_,1.45635,1.5970817,-0.37137946,-0.14649597,0.017435074
attn_0_0_outputs,_,-1.1132553,0.5986312,-1.2182366,0.34167778,0.8845237
attn_0_0_outputs,_,1.079328,-1.4508972,1.0164793,-0.6585341,-0.990168
attn_0_0_outputs,_,-0.85850155,0.77530104,0.34678662,0.992523,0.0071543115
attn_0_0_outputs,_,-0.6735511,0.6245221,1.3926299,-1.1859379,1.2187785
attn_0_0_outputs,_,1.4774581,1.9082093,-1.0758333,-1.4612914,0.52760416
attn_0_0_outputs,_,0.6461216,1.2954134,-0.7447034,-0.08782558,-0.5307145
attn_0_0_outputs,_,0.31842765,0.17930906,-1.0390319,0.3609588,0.09325938
attn_0_0_outputs,_,-0.31979686,0.3890697,0.8961493,0.4136466,-0.1527668
attn_0_0_outputs,_,-0.5401216,0.4249864,0.31542796,-1.074773,0.32518458
attn_0_0_outputs,_,-0.27126878,-0.74919385,-0.40741283,-0.17125171,0.16632615
attn_0_0_outputs,_,0.3171666,0.13507324,0.5095423,0.35792795,-0.602517
attn_0_0_outputs,_,0.23317838,0.4806236,0.4892917,0.2970112,-0.52863115
attn_0_0_outputs,_,-0.4849183,-0.4122842,0.9932297,-0.79948074,0.70763093
attn_0_0_outputs,_,-0.11090887,-0.30927053,-0.2761991,0.53349,0.3311297
attn_0_0_outputs,_,0.05685363,-0.62342817,-0.600898,0.30009428,0.5245897
attn_0_0_outputs,_,-0.5520272,-0.35820916,0.7747827,-0.21523969,0.28823948
attn_0_1_outputs,0,0.15738176,-0.3505294,0.0011683955,-0.060504105,-0.049372345
attn_0_1_outputs,1,-0.06298563,1.0172174,-0.11861963,-0.0923417,-0.032909583
attn_0_1_outputs,2,0.017113658,-0.099336155,0.5125586,0.05022263,0.028981773
attn_0_1_outputs,3,0.12860556,-0.020652937,0.37163404,0.4556294,0.1321371
attn_0_1_outputs,4,0.29200065,0.24520995,0.10399945,0.41170102,0.7138695
attn_0_1_outputs,</s>,0.35509136,0.1951489,-0.076279156,0.3070871,0.42242074
attn_0_1_outputs,<pad>,-0.6725836,-0.6583121,0.18628904,0.06834633,-0.011851492
attn_0_1_outputs,<s>,0.39754397,0.29026005,0.5273345,0.40649474,0.44726595
attn_0_1_outputs,_,-0.2934086,-0.31128243,0.2428364,-0.13647513,-0.065526046
attn_0_1_outputs,_,-0.54729754,-0.754465,-0.19487351,0.17613189,-0.056044992
attn_0_1_outputs,_,0.039429963,0.22660975,0.3214932,0.5931831,0.32935125
attn_0_1_outputs,_,0.07114473,-0.40839198,0.41198346,0.17102672,0.4381077
attn_0_1_outputs,_,0.08512178,-0.012366419,0.32131612,0.28199768,0.36476788
attn_0_1_outputs,_,-0.69924736,-0.3140495,0.1513622,-0.11852582,0.16654408
attn_0_1_outputs,_,-0.12314247,-0.21889727,0.13683441,0.21650182,-0.3366841
attn_0_1_outputs,_,-0.4286937,-0.51590234,0.03243466,0.5007007,-0.04176279
attn_0_1_outputs,_,0.068501614,-0.49454582,-0.15939204,0.3242658,0.21459858
attn_0_1_outputs,_,-0.30015528,-0.074479006,-0.20301792,-0.4998278,-0.69657606
attn_0_1_outputs,_,-0.43395588,-0.390981,0.5798907,0.063417524,-0.11717169
attn_0_1_outputs,_,-0.60963655,-0.59235984,0.47172648,0.21065985,-0.17658563
attn_0_1_outputs,_,-0.08100199,-0.18634793,0.32464698,0.46683463,0.9228207
attn_0_1_outputs,_,-0.056664255,-0.11508981,0.27472964,0.53010315,-0.20405173
attn_0_1_outputs,_,-0.08101215,-0.15704988,0.35945207,-0.07424369,-0.22787102
attn_0_1_outputs,_,-0.3377697,-0.41021335,0.30822966,0.3438124,0.06598938
attn_0_1_outputs,_,0.082163654,-0.045242216,0.042478357,-0.14606783,-0.26063377
attn_0_1_outputs,_,-0.1515584,-0.0913951,-0.7575318,0.3300716,-0.42576241
attn_0_1_outputs,_,-0.0675533,-0.16545884,0.63508606,0.05748034,0.23394169
attn_0_1_outputs,_,-0.115052894,-0.6477052,0.42735088,0.057241805,0.1552912
attn_0_1_outputs,_,0.64580595,0.17138049,-0.2632342,0.041341417,0.14915627
attn_0_1_outputs,_,-0.008722208,0.056928117,0.022942953,0.254339,0.3933008
