feature,value,F,P,T
attn_0_0_outputs,(,0.0153359715,0.4561376,-0.52629405
attn_0_0_outputs,),0.79164004,-1.0612416,-0.40786293
attn_0_0_outputs,<pad>,0.60392207,0.21266922,0.2125057
attn_0_0_outputs,<s>,0.5592971,0.68195504,0.46748668
attn_0_0_outputs,_,0.036419846,-0.45024803,-1.1831571
attn_0_0_outputs,_,0.4095971,-0.3779661,0.18987384
attn_0_0_outputs,_,0.15485187,-0.012131668,-0.5583167
attn_0_0_outputs,_,0.86485916,0.6760533,-0.06413107
attn_0_0_outputs,_,0.085112244,-0.42958984,-0.84245664
attn_0_0_outputs,_,0.57060885,-0.8985514,-0.7167586
attn_0_0_outputs,_,-0.031087287,0.032024596,-1.0897288
attn_0_0_outputs,_,0.77340823,-0.8224008,-0.84517425
attn_0_0_outputs,_,0.13982621,0.16292955,-0.23675705
attn_0_0_outputs,_,-0.047635645,0.17803916,0.05704282
attn_0_0_outputs,_,-0.7529486,0.97931767,0.5660074
attn_0_0_outputs,_,0.20117581,-0.22845453,-0.86322606
attn_0_0_outputs,_,0.31342515,0.48452577,-0.321672
attn_0_0_outputs,_,-0.41663733,-0.9180298,0.33625972
attn_0_0_outputs,_,0.38748005,-0.8501593,-0.2526633
attn_0_0_outputs,_,0.8439426,0.6435359,-0.21971385
attn_0_1_outputs,(,0.258121,0.2724669,-0.20092635
attn_0_1_outputs,),0.5221765,-1.6126842,-0.43496192
attn_0_1_outputs,<pad>,0.8312309,0.07265423,0.301508
attn_0_1_outputs,<s>,0.09235667,-0.5686769,-0.30688122
attn_0_1_outputs,_,0.117997654,-0.7050299,0.1787533
attn_0_1_outputs,_,0.19789802,0.66157866,-0.17658967
attn_0_1_outputs,_,-0.24093743,-0.5038768,0.4083589
attn_0_1_outputs,_,0.16301501,-0.9992048,-1.2253463
attn_0_1_outputs,_,1.0195841,-0.039563008,-0.2668219
attn_0_1_outputs,_,0.8603082,-0.103432626,-0.3091838
attn_0_1_outputs,_,-0.9318069,0.6354236,-0.3798819
attn_0_1_outputs,_,-0.81296337,-0.038432915,0.022829028
