feature,value,1,2,3,4,5,6
attn_0_0_outputs,0,-0.72032475,-0.60972875,0.21486932,0.7774191,2.5757177,3.2137063
attn_0_0_outputs,1,-0.1592303,-0.09223897,0.14946064,0.08048646,-0.18201594,-0.160609
attn_0_0_outputs,10,0.20093122,0.2512412,0.12193165,-0.37010315,-0.6186525,-0.9778265
attn_0_0_outputs,11,0.16155973,0.4386066,0.22242583,0.22907442,-0.40691224,-2.1009738
attn_0_0_outputs,12,-0.23759675,0.14667383,-0.16845061,-0.659084,-1.5673684,-1.214972
attn_0_0_outputs,13,-0.028883899,0.33950302,0.3189197,-0.3671663,-0.90495783,-2.7685745
attn_0_0_outputs,14,-0.003763309,0.12503201,-0.033686075,-0.58572245,-0.18374716,-2.890993
attn_0_0_outputs,15,0.27963385,0.40005308,0.44455934,0.14968036,-0.679035,-1.9975884
attn_0_0_outputs,16,-0.13394125,-0.100517124,-0.039007153,-0.6486727,-1.4243764,-3.0700107
attn_0_0_outputs,17,0.55405444,0.5633506,0.67946887,-0.00888766,-0.6410356,-1.1022669
attn_0_0_outputs,18,0.5562746,0.6794968,0.49742633,0.41587692,-0.403224,-0.33975342
attn_0_0_outputs,19,-0.26930004,0.07641341,0.06148933,-0.6474185,-0.9115066,-6.513971
attn_0_0_outputs,2,0.019586299,0.29938242,0.32821476,0.34925967,-0.030370599,-0.0790531
attn_0_0_outputs,20,-0.078685746,0.19555834,-0.17426178,-0.36238343,-1.4280171,-6.012481
attn_0_0_outputs,21,-0.17372964,-0.079885334,0.3373836,-0.23980312,-1.6207336,-4.6092973
attn_0_0_outputs,22,0.5978371,0.50376916,0.72601604,0.20513254,-0.46714798,-3.3595598
attn_0_0_outputs,23,0.49376562,0.6438419,0.2903243,0.06020726,-0.22431214,-2.6613584
attn_0_0_outputs,24,0.124992654,0.2445208,0.27327293,-0.36331585,-1.2470073,-3.1668644
