feature,value,1,2,3,4,5,6
attn_0_0_outputs,0,0.4967807,0.24404152,-0.01769859,0.64130944,-0.874554,-3.3345568
attn_0_0_outputs,1,-0.16066493,-0.13559839,-0.075324796,0.10063006,-0.2758064,0.20025137
attn_0_0_outputs,10,0.0616914,-0.0061102267,-0.39804593,0.2118224,-1.0986911,-2.0314088
attn_0_0_outputs,11,-0.017232178,-0.167312,0.15149957,-0.007852935,0.37245727,-0.98077965
attn_0_0_outputs,12,0.4230412,0.45662683,0.04707361,0.5867079,-0.8551259,2.1706727
attn_0_0_outputs,13,-0.065714955,-0.2321366,-0.007480035,-0.024446694,-0.119907744,-8.735994
attn_0_0_outputs,14,0.2550708,0.3384708,0.20087759,0.8520776,0.11479451,-4.1404943
attn_0_0_outputs,15,0.064313896,0.3406495,-0.06949808,0.41816399,-0.12732865,-2.5700707
attn_0_0_outputs,16,0.3488943,0.501746,0.6548051,0.5984891,-0.44457492,-2.335835
attn_0_0_outputs,17,-0.13194828,-0.2317964,-0.3487702,0.20724602,-2.027052,-3.5013795
attn_0_0_outputs,18,0.54306984,-0.015443229,0.13503417,0.24287575,-0.6790523,-1.3297944
attn_0_0_outputs,19,0.19311215,-0.17513487,0.1280686,0.36810875,-0.21291533,-0.6462913
attn_0_0_outputs,2,0.36280286,0.29357752,0.45906374,0.4592928,0.566517,0.76843816
attn_0_0_outputs,20,0.11540104,-0.14947195,0.3382992,-0.84069085,0.22283664,0.12077537
attn_0_0_outputs,21,0.3792076,-0.030559303,-0.17011328,0.120207146,-0.5951531,-0.55060565
attn_0_0_outputs,22,-0.019801484,0.022584317,-0.84213173,0.0048246263,0.21262263,-0.21702386
attn_0_0_outputs,23,0.17521858,0.20472482,0.34820494,-0.45897865,-0.2708814,-0.31252667
attn_0_0_outputs,24,0.69351035,-0.18999015,-0.013183262,-0.15279219,0.41854465,0.083840095
attn_0_0_outputs,25,0.20954989,-0.00016092083,0.070736416,-0.57705,0.020532425,-0.18623434
attn_0_0_outputs,26,0.25731573,0.5527964,-0.3921343,0.47839415,-0.72262603,-0.38266066
attn_0_0_outputs,27,0.6855885,-0.50456023,0.7582444,0.19863622,-0.15468758,-0.8031235
attn_0_0_outputs,28,0.608068,-0.14450622,-1.0019776,-0.8146987,-0.18750839,-0.014481524
attn_0_0_outputs,29,-0.31094038,0.8172647,-0.19642445,0.37457788,-0.3877564,-0.38324893
attn_0_0_outputs,3,0.09401202,0.025932647,-0.09702131,0.05554322,0.46756342,-0.16605769
attn_0_0_outputs,4,0.063556336,0.005326466,0.1632121,0.29858828,0.4143449,0.9521903
attn_0_0_outputs,5,-0.22393906,-0.2820962,0.29676536,-0.049814206,0.6660821,-0.19095096
attn_0_0_outputs,6,0.16536279,0.039956708,0.2123094,0.38521266,0.28115475,0.8186156
attn_0_0_outputs,7,-0.18654567,-0.2637562,-0.3854654,-0.079393625,-0.45458087,-0.026078535
attn_0_0_outputs,8,0.1816143,0.14627157,0.21964185,0.33824405,0.14338242,1.1019274
attn_0_0_outputs,9,0.0145473275,-0.25045693,0.23045747,0.28934762,-0.14046702,-1.6438042
attn_0_1_outputs,0,0.51956093,0.5334174,0.24757083,-0.18816175,-2.2871768,-11.908451
attn_0_1_outputs,1,0.264299,0.2230914,0.28335452,0.540958,0.78100836,0.5654483
attn_0_1_outputs,10,0.13342844,0.19947448,0.27401027,0.5676269,0.56399304,-0.48157823
attn_0_1_outputs,11,0.18163165,0.25893903,0.32549855,0.40434033,0.6175144,0.9120473
attn_0_1_outputs,12,-0.28410617,-0.15792821,-0.11595431,0.15999626,-0.0033726133,0.8133789
attn_0_1_outputs,13,0.121598914,0.2644837,0.32204637,0.49371037,0.69969404,-10.140848
attn_0_1_outputs,14,-0.0966676,-0.008126538,0.04485791,0.44994634,-0.06835283,-7.985431
attn_0_1_outputs,15,-0.12243269,-0.08266764,0.0016718945,0.08596302,0.13310859,-6.7879057
attn_0_1_outputs,16,0.28531674,0.15907025,0.3501717,0.53998846,0.63772345,-4.231368
attn_0_1_outputs,17,-0.32042944,-0.35123435,-0.11052306,0.01743606,-0.253504,-5.172833
attn_0_1_outputs,18,0.011315977,0.025943592,0.21172336,0.86356986,0.3277001,-2.4168139
attn_0_1_outputs,19,-0.07886532,0.16219132,0.15305936,0.19563106,0.7659006,-1.4814839
attn_0_1_outputs,2,0.22005169,0.24680349,0.28040326,0.43503076,0.6023939,0.45631832
attn_0_1_outputs,20,-0.42891517,0.70104235,-0.37268552,0.39810762,0.3136238,-0.19286206
attn_0_1_outputs,21,-0.1042921,-0.5145975,0.075137645,0.051269226,0.15460491,-0.007549982
attn_0_1_outputs,22,0.8316519,0.3788028,0.8678876,-0.17261371,-0.037179932,0.12979448
attn_0_1_outputs,23,0.114171706,-0.24021307,0.073408395,-0.8410519,-0.0968972,0.016017605
attn_0_1_outputs,24,0.49139747,0.16901328,-0.11137569,0.14935799,-0.44036743,-0.3080067
attn_0_1_outputs,25,0.26877242,0.20669606,0.421219,-0.28431728,-0.6052279,0.13554029
attn_0_1_outputs,26,-0.2895596,0.53313804,-0.317925,-0.6045546,-0.5068075,0.13064288
attn_0_1_outputs,27,0.571854,-0.03543883,-0.13450156,-0.07065157,0.18652356,0.0070766597
attn_0_1_outputs,28,0.20778613,0.40943113,0.022779092,0.31569207,0.09794257,-0.067780375
attn_0_1_outputs,29,-0.4666816,0.06346095,-0.12974483,-0.13369776,-0.9340449,0.9888964
attn_0_1_outputs,3,0.11192003,0.07123663,0.28207263,0.26596066,0.2882805,-0.11241539
attn_0_1_outputs,4,-0.25024983,-0.21959655,-0.20838082,-0.16310322,-0.0023674225,0.48266643
attn_0_1_outputs,5,-0.6490299,-0.41168213,-0.4646763,-0.17191565,-0.009697283,0.33063206
attn_0_1_outputs,6,0.10439114,0.12226651,0.14556949,0.44944936,0.55360615,1.4232384
attn_0_1_outputs,7,-0.3103361,-0.28743657,-0.16306515,0.05514746,0.10550845,-0.6567995
attn_0_1_outputs,8,0.0004903041,0.1599364,0.14839652,0.5728624,0.28082252,0.35628211
attn_0_1_outputs,9,0.10920547,0.12954143,0.09539165,0.49112907,0.121026054,-0.21254687
attn_0_2_outputs,0,-0.040153112,-0.0016255574,-0.06322711,0.22991203,0.36990118,1.4000554
attn_0_2_outputs,1,0.2199425,0.34810928,-0.003757661,-0.27291134,0.69737047,0.4928482
