feature,value,1,10,11,12,13,2,3,4,5,6,7,8,9
attn_0_0_outputs,0,5.240412,-21.42249,-22.05961,-20.506496,-13.960075,2.8381922,4.3838415,0.942411,-0.89171576,-4.698136,-9.627057,-15.093306,-18.552086
attn_0_0_outputs,1,4.247207,-13.460153,-14.124394,-12.994478,-7.1341443,1.8621718,6.305011,3.7309558,2.7421362,0.07050306,-4.0506263,-8.131949,-10.97224
attn_0_0_outputs,10,7.869947,-15.766176,-17.078487,-15.819576,-13.643895,5.5538545,7.6083846,4.505857,2.957173,-0.16235949,-4.827084,-9.599887,-12.533397
attn_0_0_outputs,11,8.241785,-16.006021,-17.15461,-16.480934,-14.242542,5.954098,8.178453,4.9942718,3.474661,0.1623334,-4.639654,-9.528064,-12.654456
attn_0_0_outputs,12,6.246672,-13.253378,-13.958272,-13.000295,-8.801375,5.11014,7.203325,4.8272147,3.6792595,0.99809873,-3.006813,-7.7636847,-10.346042
attn_0_0_outputs,13,8.943072,-15.114135,-16.20526,-15.852359,-12.864187,6.5865507,7.9197025,4.5351305,3.1124654,0.09322886,-4.250993,-9.067361,-12.06054
attn_0_0_outputs,14,8.292189,-15.494812,-16.653383,-15.992823,-15.50738,5.8925643,8.501774,5.3394985,3.834717,0.51010376,-4.0547814,-8.966075,-12.034626
attn_0_0_outputs,15,6.389706,-12.65316,-12.619802,-13.518243,-10.184226,4.3897533,7.686369,5.3377986,4.455356,1.6722757,-2.5275888,-7.0035977,-9.696668
attn_0_0_outputs,16,6.866892,-12.142793,-14.469675,-14.24526,-9.82932,2.3123245,8.775574,5.8234572,4.527773,1.8322817,-2.6723986,-7.0480285,-9.689199
attn_0_0_outputs,17,6.9493356,-12.695888,-14.536872,-10.834743,-8.560907,2.1448934,9.032619,6.025095,4.8053074,1.8772424,-2.3622286,-6.9159446,-9.661363
attn_0_0_outputs,18,7.0985074,-12.572239,-13.041857,-11.451065,-7.718286,5.45795,8.529528,6.0661335,5.0138216,2.3170497,-2.4065816,-5.814327,-9.829192
attn_0_0_outputs,19,7.7952156,-11.949742,-13.563652,-13.2686615,-8.016657,4.755055,9.295948,6.5483055,5.4273777,2.7059183,-1.915468,-6.510443,-9.439914
attn_0_0_outputs,2,6.956856,-15.465621,-16.270977,-15.578515,-9.882604,4.6545396,7.270974,4.3199897,2.9550316,-0.10306091,-4.5916543,-9.324092,-12.177937
attn_0_0_outputs,20,8.230669,-12.526933,-12.785159,-11.719092,-6.80677,4.941585,9.487316,6.9884453,5.871011,2.8565505,-1.5355021,-6.1227455,-9.109905
attn_0_0_outputs,21,8.017846,-11.869645,-13.275935,-11.07505,-8.017833,5.9707108,9.455644,7.069007,6.0249543,3.2354927,-1.3300284,-5.763011,-8.40919
attn_0_0_outputs,22,8.037322,-11.811563,-11.722089,-11.93604,-8.983383,6.163983,9.32106,7.0182433,5.994869,3.225773,-0.9537655,-5.549066,-8.541495
attn_0_0_outputs,23,8.174471,-10.96523,-10.901747,-9.89909,-7.937781,5.3183885,10.96403,8.220868,7.172721,4.0798473,0.15766698,-4.7123494,-7.2812333
attn_0_0_outputs,24,6.96483,-10.790986,-11.816215,-10.485783,-7.9474177,6.485088,10.161597,8.201037,7.0087504,4.387203,0.03486444,-4.6683784,-7.450168
attn_0_0_outputs,25,7.8947406,-10.051097,-11.438188,-10.277765,-8.425929,5.438154,11.113766,8.672988,7.3916297,4.340976,0.3104532,-4.5992923,-7.3592854
attn_0_0_outputs,26,8.57415,-9.830747,-9.900659,-11.547594,-6.9659023,7.791874,10.35533,8.136516,7.500437,4.4368405,0.5081622,-4.355636,-6.742187
attn_0_0_outputs,27,8.297855,-9.635653,-10.416845,-8.752126,-5.60848,5.688103,11.860869,9.028455,8.2334585,5.284697,0.698038,-3.458458,-6.607601
attn_0_0_outputs,28,7.3449945,-8.183353,-9.898229,-8.721798,-1.6466386,6.9574184,10.990958,9.30605,8.658913,5.81918,1.7586975,-2.614975,-5.166467
attn_0_0_outputs,29,6.571534,-8.338249,-8.203953,-6.849388,-3.0197823,5.2010136,11.130432,8.748105,7.9764214,5.619451,2.1656759,-1.9831048,-4.511826
attn_0_0_outputs,3,6.949388,-13.571236,-14.5786495,-13.437395,-11.179826,5.858635,7.883847,5.220504,4.0552306,1.4118533,-3.0307102,-7.5926204,-10.408173
attn_0_0_outputs,30,0.60260165,-0.87114066,-1.0529461,-0.8929959,-0.34363618,0.0070244633,0.5410224,0.24415003,0.79496145,0.53108066,-0.024277845,-0.5199212,-1.1758994
attn_0_0_outputs,31,0.80045664,-0.9644582,-0.96417856,-0.74907583,0.00096745335,0.41692773,-0.017501837,-0.043030947,1.0806129,0.27164474,-0.3855032,0.18175368,-0.6997566
attn_0_0_outputs,32,0.5619981,-1.263874,-1.4259037,-0.81384665,-1.0200739,-0.075570285,0.3727064,-0.13184746,0.49824673,0.304988,0.3733283,-0.09331822,-0.5087172
attn_0_0_outputs,33,1.1370413,-1.1879528,-0.8260762,-0.40409842,-0.4502868,-0.14615624,-0.40985274,1.0907012,0.71067756,0.5594851,-0.035177212,-0.5050525,-0.62044257
attn_0_0_outputs,34,0.8726506,-0.9063127,-0.7292272,-0.47083095,-0.50094587,-0.1817058,0.15947846,0.6668741,0.14686863,0.6468348,0.15144692,-0.19326228,-0.49948233
attn_0_0_outputs,35,0.60798365,-0.62021136,-0.6343268,-0.14142565,-0.5383287,-0.1267527,0.20025524,0.2173032,1.0197862,0.15207516,0.23256078,-0.07632529,-1.1088562
attn_0_0_outputs,36,0.59898025,-1.1792294,-1.1743212,-0.77211875,-0.6725047,0.08157972,0.11570216,0.46889883,-0.38066795,0.75221497,-0.4867802,-0.010188721,-0.737462
attn_0_0_outputs,37,0.4350039,-0.7147282,-0.5911258,-0.46885607,-0.4543195,-0.6258728,0.3438825,0.7189737,0.62293607,0.5510325,0.3290053,-0.5584826,-0.7100998
attn_0_0_outputs,38,0.7282806,-0.97153777,-1.0630273,-0.61950743,-0.75351185,-0.168869,1.2431952,0.1084961,0.5189819,0.12019055,0.16640629,-0.21048655,-0.85706073
attn_0_0_outputs,39,0.64960176,-1.1532471,-0.7193414,-0.34014657,-0.38306248,0.04251608,0.2442114,0.18285769,0.32998547,0.37571415,-0.033454146,-0.3525684,-0.9949819
attn_0_0_outputs,4,4.761724,-13.439043,-14.357643,-12.389013,-9.302785,2.485692,6.7549653,3.952696,3.0385087,0.27583146,-3.611743,-7.942701,-10.753615
attn_0_0_outputs,5,4.194854,-13.402047,-15.209649,-12.441421,-6.738625,3.135284,6.4282117,3.8700135,3.0365496,0.40892455,-3.5100973,-8.437493,-10.434743
attn_0_0_outputs,6,5.007027,-13.726414,-13.843206,-14.166874,-8.053107,3.6938782,6.4932275,4.078368,3.171962,0.461298,-3.6435752,-7.942263,-10.516444
attn_0_0_outputs,7,7.518176,-14.922263,-16.206718,-14.93454,-11.933155,5.320902,7.894134,4.975484,3.5595448,0.44821084,-4.0922847,-8.836305,-11.748616
attn_0_0_outputs,8,6.911732,-15.463361,-16.643133,-15.706701,-13.622289,5.4251146,7.0987496,4.5219655,2.9483702,-0.1481714,-4.5050664,-9.448886,-12.30451
attn_0_0_outputs,9,8.671529,-15.723282,-16.826967,-16.084036,-13.821784,6.303319,8.49889,5.364567,3.619123,0.37547883,-4.322735,-9.24137,-12.31919
attn_0_1_outputs,0,6.5762415,-14.992552,-16.219576,-14.817321,-17.434458,4.4415593,7.9825544,4.8984885,3.2099338,-0.110367194,-4.724474,-9.402393,-12.416201
attn_0_1_outputs,1,6.491641,-15.0910425,-15.736304,-15.496903,-16.946445,4.4321704,8.05366,4.9832788,3.2971592,-0.008849597,-4.6371675,-9.414461,-12.252006
attn_0_1_outputs,2,6.4881697,-15.095111,-15.927659,-16.54185,-17.203547,4.4544845,7.8083925,4.7862663,3.0674603,-0.1950917,-4.8407516,-9.493964,-12.459455
attn_0_1_outputs,3,6.8564916,-14.942201,-16.171919,-15.911425,-12.00873,4.5191135,8.002357,4.942415,3.2439404,-0.059190772,-4.643798,-9.380232,-12.26937
attn_0_1_outputs,4,6.9381547,-14.880623,-15.630057,-15.780321,-16.770086,4.7019396,8.168941,5.1050286,3.4024243,0.08729846,-4.5317035,-9.2558975,-12.18515
attn_0_1_outputs,5,7.158884,-14.599465,-16.037306,-14.27199,-11.399709,4.9612556,8.464686,5.4144163,3.7007213,0.38351312,-4.2249193,-8.93691,-11.925543
attn_0_1_outputs,<pad>,2.1320887,-6.807306,-7.378666,-4.7648363,-2.279579,1.9438238,3.09833,-1.7990478,1.3096551,-0.7587212,-2.8515759,-5.059017,-5.8209786
attn_0_1_outputs,<s>,4.6194715,-15.477075,-15.560657,-14.397872,-9.7298155,2.082865,4.974862,1.5936962,-0.0122981155,-3.0294042,-6.976671,-11.376224,-13.18443
attn_0_1_outputs,_,0.856388,-8.363929,-7.505722,-5.0736413,-3.1523526,2.0581741,3.4396133,-1.0872836,2.558709,0.75013787,-1.3491244,-4.298107,-6.6027617
attn_0_1_outputs,_,1.0768379,-7.8220067,-7.608775,-4.765036,-3.4316363,1.9166468,4.001621,-0.96792316,3.0933156,1.584052,-0.8970198,-4.2559166,-6.5584908
attn_0_1_outputs,_,0.8556104,-7.346592,-6.918954,-4.1164565,-3.1603155,1.5580549,3.2364767,-0.07751295,2.3356502,0.76538616,-1.0546772,-4.1733546,-5.719248
attn_0_1_outputs,_,1.0644598,-6.2576423,-5.8256125,-4.359809,-2.3951046,1.3273872,3.0251346,-0.30269036,2.156034,0.5026747,-1.3337828,-3.4519017,-4.760107
attn_0_1_outputs,_,1.2586673,-6.234727,-5.856254,-4.4778504,-2.887901,0.9934422,2.7680995,0.28788182,2.2747705,0.38945144,-1.5923973,-3.5407224,-3.8477707
attn_0_1_outputs,_,1.4588348,-5.492047,-5.7929397,-4.5967784,-2.9408371,1.2245002,2.8449798,0.28833714,2.3884745,0.58920074,-1.3717499,-3.498644,-4.394921
attn_0_1_outputs,_,1.4595524,-4.9168196,-5.924519,-4.653411,-2.8770657,1.5634468,2.6542923,0.19349138,2.2776515,0.43259776,-1.1868362,-3.1426845,-3.6047137
attn_0_1_outputs,_,1.2953477,-5.4143443,-5.9410176,-4.1835485,-3.5498114,0.9934623,2.6603265,0.3078266,2.4827037,0.61031705,-1.2216868,-3.1232908,-3.5512288
attn_0_1_outputs,_,1.4042712,-6.470713,-5.8708563,-3.630909,-2.0244434,1.1882777,2.784434,0.22904204,2.4000282,0.8722776,-0.25788653,-2.8259768,-4.914697
attn_0_1_outputs,_,1.0070233,-4.430864,-4.6772227,-3.5882356,-1.9757968,0.5884245,2.2275043,0.35269454,2.1505594,0.6769939,-0.9454449,-2.2296395,-2.8395383
attn_0_1_outputs,_,1.2438226,-4.360984,-3.9190915,-2.6930068,-2.2072701,0.81750834,2.7515912,0.6902052,2.7937946,1.171654,-0.18140328,-1.9975734,-2.2238524
attn_0_1_outputs,_,0.8653573,-5.760762,-4.775944,-2.932287,-2.549207,0.85697377,3.05577,-1.1803231,2.966329,1.5395929,0.062407967,-1.7120842,-4.4683194
attn_0_1_outputs,_,0.99035776,-3.831212,-4.585082,-2.9419098,-2.5866508,0.6604417,2.1912756,0.13655415,2.422263,0.8975385,-0.46023232,-2.1237304,-2.4699895
attn_0_1_outputs,_,0.7011256,-3.1032326,-3.8018181,-2.398844,-2.042733,1.3178445,2.0796578,0.12942465,2.4505727,1.0311353,-0.21594337,-1.5825725,-2.2631817
attn_0_1_outputs,_,0.94927305,-3.270722,-3.3222218,-2.211769,-1.2771999,0.9473173,2.1144743,0.2767163,2.5019507,1.1487899,-0.26855147,-1.7913384,-1.755137
attn_0_1_outputs,_,1.3201197,-3.8860145,-3.9955668,-1.4929291,-1.5085493,0.9281393,2.265662,0.13036102,2.598722,1.2989284,0.15431798,-1.9278996,-1.9517406
attn_0_1_outputs,_,0.96638644,-2.75546,-3.8046734,-1.5824534,-1.1013079,0.96774584,2.2372513,0.18900794,2.598824,1.2217131,-0.029909823,-1.4455519,-1.567708
attn_0_1_outputs,_,0.7716832,-2.8162835,-3.6482072,-0.111954994,0.48453027,0.7664747,1.8040324,0.029588243,1.7336817,0.5759363,-0.12699814,-1.5416901,-1.6091137
attn_0_1_outputs,_,0.19998577,-2.8494055,-2.7697628,-1.0038313,0.82633984,0.825687,2.0927014,0.2398152,2.4700727,1.1647426,0.043060295,-1.4590584,-1.2625393
attn_0_1_outputs,_,1.1751666,-3.5581007,-3.6798704,0.09750078,0.84126204,0.46150047,2.4698234,-0.6324151,3.4263246,1.4678891,0.63171184,-1.1857916,-2.196186
