feature,value,1,2,3,4,5,6
attn_0_0_outputs,0,0.25774357,0.18574385,-0.30823547,-0.9143147,-1.7672707,-9.004625
attn_0_0_outputs,1,0.1858303,0.28129926,0.10391306,0.2232796,0.8665179,-0.087909505
attn_0_0_outputs,10,-0.04792682,0.19318727,-0.10205586,-0.19497494,0.24552102,0.7231821
attn_0_0_outputs,11,0.5202706,0.80642104,0.47743157,0.34322286,0.54280144,-0.46452525
attn_0_0_outputs,12,-0.13355498,0.11443488,-0.15170977,-0.38063416,-0.029696377,0.35605118
attn_0_0_outputs,13,0.09391088,0.3058733,0.056429837,0.028957946,0.24863611,-10.366292
attn_0_0_outputs,14,0.16216357,0.41289666,0.07201578,0.12631188,0.4548588,-7.7483883
attn_0_0_outputs,15,0.44170243,0.56805646,0.21888666,0.27533937,0.6571346,-7.030471
attn_0_0_outputs,16,-0.009265105,-0.0010852145,-0.26243344,-0.16828217,0.3139337,-6.849026
attn_0_0_outputs,17,0.22534311,0.43490413,0.14363894,0.035608362,0.08818665,-5.3113403
attn_0_0_outputs,18,-0.21886416,0.028369794,-0.2693433,-0.21495801,0.17828323,-5.9175105
attn_0_0_outputs,19,0.013904072,0.1233775,-0.17257129,-0.053389754,0.74031454,-4.6212206
attn_0_0_outputs,2,-0.19380076,-0.07144775,-0.22823443,-0.10637322,0.4093749,0.07275082
attn_0_0_outputs,20,-0.13736068,0.18651286,-0.09068547,-0.17946167,0.40209,-3.8483686
attn_0_0_outputs,21,-0.18354124,0.03623897,-0.20466526,-0.06218034,0.0075372905,-3.5263681
attn_0_0_outputs,22,-0.10940687,0.18260022,-0.0068866266,-0.15643997,0.5617865,-3.0806172
attn_0_0_outputs,23,-0.052392684,0.1619228,-0.068257615,-0.18848476,-0.012492962,-2.97081
attn_0_0_outputs,24,-0.37760043,-0.040392533,-0.288533,-0.025216857,-0.2588291,-2.7499077
attn_0_0_outputs,25,0.29703712,0.5351646,0.24233176,0.5736195,0.6699394,-1.7430809
attn_0_0_outputs,26,0.10770315,0.5053204,0.3507437,0.3014456,1.0514878,-1.7670106
attn_0_0_outputs,27,-0.4396131,-0.017243,-0.2035296,-0.23854288,0.49802843,-1.3664738
attn_0_0_outputs,28,-0.25321764,-0.07598466,-0.20436072,0.044595826,1.1361865,-1.5191712
attn_0_0_outputs,29,0.22194277,0.37299144,-0.109567024,0.47867367,1.9670494,-0.71765745
attn_0_0_outputs,3,-0.18965162,-0.12072368,-0.23170286,-0.1115665,0.5527576,0.29289025
attn_0_0_outputs,30,-0.034760486,-0.051011004,0.24685706,-0.6262479,-0.7087836,-0.6048921
attn_0_0_outputs,31,-0.11535322,0.30388942,-0.07383008,0.34909487,-0.2584913,-0.58794916
attn_0_0_outputs,32,0.30297697,0.41945332,-0.14626013,-0.12525658,-0.3667475,0.39907676
attn_0_0_outputs,33,-0.6669328,0.06047561,0.017569449,0.43767458,0.001919409,0.6062076
attn_0_0_outputs,34,-0.58970135,-0.58403164,0.1303358,0.09517217,-0.10817586,-0.8233018
attn_0_0_outputs,35,0.13304071,0.16303882,-0.33800426,0.37445787,-0.12085482,-0.29366925
attn_0_0_outputs,36,0.29482314,0.123483166,0.16083528,0.6284619,0.017472552,-0.52812016
attn_0_0_outputs,37,0.21843998,0.583719,0.25643033,0.27077156,-0.1095439,-0.54384905
attn_0_0_outputs,38,-0.21297713,0.6598416,0.76472133,-0.703686,-0.99086195,-0.5604897
attn_0_0_outputs,39,0.49360272,-0.29965344,-0.066323616,-0.34500164,-0.72985375,0.07994365
attn_0_0_outputs,4,-0.18634976,-0.15762675,-0.2598663,0.058288418,0.62640417,0.43561038
attn_0_0_outputs,5,0.354813,0.37452945,0.30564258,0.52705914,1.050333,1.0638775
attn_0_0_outputs,6,-0.017268218,0.09907742,0.028143382,0.12926875,0.49834973,-0.05756414
attn_0_0_outputs,7,0.27244502,0.39169016,0.16877161,0.4166792,0.74168915,-0.37690416
attn_0_0_outputs,8,-0.1207872,0.10090958,-0.16775234,-0.087116964,-0.18930608,-0.13820408
attn_0_0_outputs,9,-0.0045553697,0.07338828,-0.06450899,-0.10160161,-0.20473635,0.27682292
attn_0_1_outputs,0,0.3794428,-0.65938896,0.25844583,0.41421664,-0.6739518,-1.3749053
attn_0_1_outputs,1,0.12185474,-0.28331897,-0.3311201,0.2631365,-1.7704948,-1.5582129
attn_0_1_outputs,10,0.3029521,0.038345605,0.07669457,-0.09340532,-0.4374225,-0.4893018
attn_0_1_outputs,11,0.4405522,0.09288442,0.4144434,-0.5050344,0.7426811,-0.9092643
attn_0_1_outputs,12,0.60208774,0.34813622,0.24423854,0.38784143,-1.2445253,2.3890965
attn_0_1_outputs,13,0.13069725,-0.16934128,-0.16068435,0.06346001,0.30177227,-6.772792
attn_0_1_outputs,14,0.58913153,0.02022555,-0.115220316,0.0051797424,-1.0696982,-2.74214
attn_0_1_outputs,15,0.52068913,0.27712995,0.051458508,0.57752734,-1.4024742,-2.4780931
attn_0_1_outputs,16,0.44045457,0.04631947,-0.009941077,0.2707572,-0.987424,-2.5362368
attn_0_1_outputs,17,0.202335,-0.06568191,0.31852496,-0.51102173,0.55082095,-1.2392601
attn_0_1_outputs,18,0.050140105,0.21632563,-0.40899366,0.5418393,-0.9835819,-1.6669444
attn_0_1_outputs,19,0.11504092,0.19476235,-0.3798393,0.02157379,-0.948722,-1.246813
attn_0_1_outputs,2,0.38783145,-0.083106026,0.1608687,0.13224751,-0.83072406,1.186788
attn_0_1_outputs,20,0.12292284,0.07626055,0.20267983,0.0069264504,0.020440731,-0.9123653
attn_0_1_outputs,21,0.16817322,-0.23335117,0.26408786,0.017020088,-0.45223743,-1.0375259
attn_0_1_outputs,22,-0.009780299,0.22511265,0.33689183,0.6007813,-0.84393036,-1.0059066
attn_0_1_outputs,23,-0.03166242,-0.18860328,-0.62359726,-0.2892592,-0.6608723,-1.0249318
attn_0_1_outputs,24,0.67431116,0.25092143,-0.30567217,0.38439792,0.44164914,-0.15526052
attn_0_1_outputs,25,0.40976626,0.6792317,0.4538634,0.24112388,0.31367135,-0.37334087
attn_0_1_outputs,26,0.64555573,0.095478505,0.029618448,0.3011732,1.1771778,-0.030529622
attn_0_1_outputs,27,0.39681086,0.40392363,-0.32170463,0.40563253,-1.0252612,0.11026105
attn_0_1_outputs,28,0.5673497,0.009105279,0.33788723,0.7861282,0.7540155,-0.47072887
attn_0_1_outputs,29,0.60589296,-0.20959875,0.06868971,-0.07864058,1.5409775,-0.51792157
