feature,value,F,P,T
attn_0_0_outputs,(,-0.044841554,0.13599685,-0.004585988
attn_0_0_outputs,),0.3694932,-0.11092527,0.07750077
attn_0_0_outputs,<pad>,-1.1455437,0.45564687,-0.33002302
attn_0_0_outputs,<s>,1.0437161,0.7056639,0.23751983
attn_0_0_outputs,_,-1.2482041,-0.394336,-0.029676668
attn_0_0_outputs,_,0.1322925,0.5816937,0.18043754
attn_0_0_outputs,_,-0.1229466,0.20840748,-0.18815967
attn_0_0_outputs,_,0.5109591,0.50230116,0.0046456996
attn_0_0_outputs,_,-1.3257915,0.268852,0.05277667
attn_0_0_outputs,_,-1.1006724,0.7138113,-0.10057889
attn_0_0_outputs,_,-0.36764735,1.1127077,0.6752721
attn_0_0_outputs,_,-1.436723,-0.09500327,0.3919382
attn_0_0_outputs,_,-0.46471956,0.5545634,0.4521105
attn_0_0_outputs,_,-1.7432907,0.0679306,-0.50224876
attn_0_0_outputs,_,-1.0345732,0.6266926,1.6523905
attn_0_0_outputs,_,-1.8093748,0.7753731,0.3945655
attn_0_0_outputs,_,-0.6153007,0.3487052,0.49955213
attn_0_0_outputs,_,-1.5557696,1.048516,1.4305272
attn_0_0_outputs,_,-1.8596942,0.9859122,-0.66826934
attn_0_0_outputs,_,-0.26215404,0.16640308,-0.038523726
attn_0_0_outputs,_,0.7862544,-0.59012085,-0.20465447
attn_0_0_outputs,_,-0.21412894,-0.22540015,-0.563761
attn_0_0_outputs,_,0.45923072,-0.34542164,-1.3641461
attn_0_0_outputs,_,0.47910807,-0.36655426,1.1111897
attn_0_0_outputs,_,0.37780115,-0.32068375,0.035513636
attn_0_0_outputs,_,-0.31093186,-0.86503756,0.18990856
attn_0_0_outputs,_,0.39912516,0.021469804,0.45161608
attn_0_0_outputs,_,-0.4384551,-0.8534465,-0.016662393
attn_0_0_outputs,_,-0.6015459,0.2779857,0.4710778
attn_0_0_outputs,_,0.2667564,-0.7673365,-0.20341386
attn_0_0_outputs,_,-0.16520599,-0.104282774,-0.5811618
attn_0_0_outputs,_,-0.030101145,-0.3719592,-0.25144023
attn_0_0_outputs,_,0.5398338,0.6773023,-0.6321932
attn_0_0_outputs,_,-0.26990852,0.28930756,-0.3495591
attn_0_0_outputs,_,0.14871505,0.5715857,-0.050922375
attn_0_0_outputs,_,-0.47013104,-0.53647393,0.06768519
attn_0_0_outputs,_,0.0471254,-0.268144,-0.613784
attn_0_0_outputs,_,-0.07609763,-0.15643005,0.46464124
attn_0_0_outputs,_,-0.61616856,-0.03358216,-0.04543444
attn_0_0_outputs,_,-0.28640616,0.26704085,-0.1243443
attn_0_1_outputs,(,-0.41128868,-0.28679532,-0.017556181
attn_0_1_outputs,),-0.33624864,-0.58609974,0.093600504
attn_0_1_outputs,<pad>,0.1095965,-0.12838177,0.01840978
attn_0_1_outputs,<s>,-0.43995938,-0.53874904,-0.28562313
attn_0_1_outputs,_,-0.46650234,-0.37443614,-0.41891736
attn_0_1_outputs,_,-0.03299714,0.019978533,-0.061571248
attn_0_1_outputs,_,0.15550177,0.1377513,0.27262238
attn_0_1_outputs,_,0.22375616,-0.23267008,-1.2545806
attn_0_1_outputs,_,-0.23124993,-0.12935495,-0.3431467
attn_0_1_outputs,_,0.18144245,-0.012963501,-0.41554055
attn_0_1_outputs,_,-0.27958354,0.18225716,-1.5833728
attn_0_1_outputs,_,0.32099846,-0.47659153,-0.80065453
attn_0_1_outputs,_,0.4555719,-0.21024431,0.8847354
attn_0_1_outputs,_,0.19924489,-0.3257307,0.4198785
attn_0_1_outputs,_,0.08043615,-0.0053519914,0.46849695
attn_0_1_outputs,_,0.17009044,0.5248105,-0.102371216
attn_0_1_outputs,_,0.24093969,0.2374272,0.015445746
attn_0_1_outputs,_,-0.11460043,-0.67199683,0.42097038
attn_0_1_outputs,_,0.019008841,0.3268135,-0.31478927
attn_0_1_outputs,_,-0.5964076,-0.37814522,0.2436626
attn_0_1_outputs,_,-0.4282138,0.5722927,-0.056890953
attn_0_1_outputs,_,-0.44915625,0.29237404,0.046869565
attn_0_1_outputs,_,0.485609,0.06523981,0.4550336
attn_0_1_outputs,_,0.5914426,0.4555328,-0.23021841
attn_0_1_outputs,_,-0.98762876,-0.0059836237,-0.5594181
attn_0_1_outputs,_,0.65327525,-1.1425829,0.2427522
attn_0_1_outputs,_,0.8886238,0.020807222,0.3940597
attn_0_1_outputs,_,0.046159945,-0.47907415,-0.020761266
attn_0_1_outputs,_,-0.37705657,0.10716379,0.26480344
attn_0_1_outputs,_,-0.1972597,0.0036304577,0.235221
attn_0_1_outputs,_,-0.40995866,-0.123158485,0.00019127822
attn_0_1_outputs,_,0.15107173,-0.05123923,0.61625165
attn_0_1_outputs,_,0.27590203,0.1760531,-0.8627293
attn_0_1_outputs,_,-0.06512246,-1.1250635,0.36585602
attn_0_1_outputs,_,-0.61352015,0.4571749,1.0377898
attn_0_1_outputs,_,0.6677906,0.76454043,0.35294282
attn_0_1_outputs,_,0.3132649,-0.94067276,-0.14853176
attn_0_1_outputs,_,-0.2030382,0.51815677,0.48025343
attn_0_1_outputs,_,-0.4846991,0.41165328,-0.44251797
attn_0_1_outputs,_,0.40339202,-1.089159,0.25771782
attn_0_2_outputs,(,-0.3306609,-0.20431028,-0.3129195
attn_0_2_outputs,),-0.18448071,0.46669766,0.30932102
attn_0_2_outputs,<pad>,-1.0109763,-0.45103464,-0.03474913
attn_0_2_outputs,<s>,0.5695924,-0.24645184,-0.027447293
attn_0_2_outputs,_,-0.2659467,0.8994229,0.37025315
attn_0_2_outputs,_,1.1612533,0.22191271,-0.43359265
attn_0_2_outputs,_,-0.15642917,-0.20385551,-0.597507
attn_0_2_outputs,_,-0.43152055,-0.1851423,-0.38454938
attn_0_2_outputs,_,0.6720764,0.38075718,0.03824416
attn_0_2_outputs,_,-0.7039431,-0.7110799,-0.0995229
attn_0_2_outputs,_,0.4905199,0.71318656,0.07908865
attn_0_2_outputs,_,0.8685771,0.5960594,-0.34603348
attn_0_2_outputs,_,0.57551163,0.10201745,-0.94907945
attn_0_2_outputs,_,0.5261996,-0.3239109,-0.49602273
attn_0_2_outputs,_,0.439574,-0.22352996,0.13577548
attn_0_2_outputs,_,0.6800622,-0.17992634,-0.6903698
attn_0_2_outputs,_,-0.27869144,-0.14337564,-0.5195929
attn_0_2_outputs,_,-0.31495315,0.123370476,-0.43869907
attn_0_2_outputs,_,0.258066,1.0440556,0.16415608
attn_0_2_outputs,_,-1.1624622,-0.14629297,-0.6465091
attn_0_2_outputs,_,0.78718674,0.43956235,0.5024276
attn_0_2_outputs,_,0.782764,-1.0372229,0.26476854
attn_0_2_outputs,_,1.1509134,0.27979475,0.8241864
attn_0_2_outputs,_,-0.07984009,-0.6790683,0.6610979
attn_0_2_outputs,_,0.47453558,0.26821455,-0.3040376
attn_0_2_outputs,_,-0.050901435,0.14534867,-0.24814443
attn_0_2_outputs,_,-0.40321854,-1.1013318,0.5942288
attn_0_2_outputs,_,0.9965374,-0.6527295,-0.21240358
attn_0_2_outputs,_,0.4441712,-0.059487812,0.6336503
attn_0_2_outputs,_,0.54402757,0.11483209,-0.035242718
attn_0_2_outputs,_,-0.37601134,0.48820016,-0.4535454
attn_0_2_outputs,_,0.21104309,0.80073977,0.64808726
attn_0_2_outputs,_,-0.26541,1.0595589,-0.82233596
attn_0_2_outputs,_,0.16681324,-0.072745636,0.313397
attn_0_2_outputs,_,-1.1111708,-0.21115085,0.45509717
attn_0_2_outputs,_,0.1949334,-0.69108593,0.041961145
attn_0_2_outputs,_,-0.061126817,0.22366637,0.41345856
attn_0_2_outputs,_,0.1992435,-0.4870359,1.0512792
attn_0_2_outputs,_,-0.11957947,-0.052263074,0.34193543
attn_0_2_outputs,_,0.78711164,1.3813196,-0.11828298
attn_0_3_outputs,(,0.7639022,0.71616864,-0.010550034
attn_0_3_outputs,),0.09474737,0.73532265,1.406569
attn_0_3_outputs,<pad>,0.15222597,0.17836162,-0.6189626
attn_0_3_outputs,<s>,-1.105869,0.002356083,-0.9535418
attn_0_3_outputs,_,-0.19643985,0.45794198,-0.08356173
attn_0_3_outputs,_,0.27889156,-0.1419436,-0.48972362
attn_0_3_outputs,_,0.4629133,0.33517534,0.108865865
attn_0_3_outputs,_,0.51111376,-0.118920386,-0.97870135
attn_0_3_outputs,_,-0.2731673,0.14463761,-0.6301445
attn_0_3_outputs,_,0.1444513,1.0121677,0.09712275
attn_0_3_outputs,_,0.022298153,0.72706926,0.39270896
attn_0_3_outputs,_,0.055957567,-0.07141087,-0.15407413
attn_0_3_outputs,_,0.8048639,0.122115806,-0.028287945
attn_0_3_outputs,_,0.62819827,0.3691163,0.46337566
attn_0_3_outputs,_,0.064072825,0.0152678,0.6819169
attn_0_3_outputs,_,-0.13815679,0.015784558,0.67031336
attn_0_3_outputs,_,0.3011271,0.79558414,-0.07909544
attn_0_3_outputs,_,0.18068442,-0.09752011,-0.19968624
attn_0_3_outputs,_,-0.18519427,-0.07914311,0.9797004
attn_0_3_outputs,_,-0.8911059,0.26523682,-0.6845411
attn_0_3_outputs,_,-0.28073972,-0.8582373,0.062519416
attn_0_3_outputs,_,-0.007890738,0.41347262,-0.24536066
attn_0_3_outputs,_,0.63412327,0.09454986,-0.10269743
attn_0_3_outputs,_,0.7164443,-1.4407552,-1.3168292
attn_0_3_outputs,_,1.0948888,-0.41296154,-0.533044
attn_0_3_outputs,_,0.06299524,0.14976922,0.9417975
attn_0_3_outputs,_,0.4788062,-1.0908954,-0.43122378
attn_0_3_outputs,_,0.8348302,-0.5218015,0.77147543
attn_0_3_outputs,_,-0.087730385,0.42742032,-0.45201647
attn_0_3_outputs,_,-0.24083157,-0.53670824,0.46109644
attn_0_3_outputs,_,0.8638258,0.5478975,-0.65726674
attn_0_3_outputs,_,-0.27579862,0.6613239,-0.21490096
attn_0_3_outputs,_,-0.1835033,0.8943131,-1.8013968
attn_0_3_outputs,_,0.30313027,0.53237385,0.4214914
attn_0_3_outputs,_,0.114109986,-0.05836515,0.07744808
attn_0_3_outputs,_,0.42290598,0.49411005,0.04242448
attn_0_3_outputs,_,0.053966153,-0.21409728,-0.31522268
attn_0_3_outputs,_,-0.14847386,-0.27094293,-0.58654845
attn_0_3_outputs,_,0.45210102,-0.57062465,-0.22836684
attn_0_3_outputs,_,1.1788638,0.488678,0.13470818
attn_0_4_outputs,(,-0.08648287,0.07354818,-0.11039064
attn_0_4_outputs,),1.0672828,-0.67646813,0.52248925
attn_0_4_outputs,<pad>,-0.608598,-0.20111561,-0.12897076
attn_0_4_outputs,<s>,0.55474925,-1.7248806,-0.6184622
attn_0_4_outputs,_,0.64853436,0.36590755,0.9515059
attn_0_4_outputs,_,0.57185584,-0.63106066,-0.24445663
attn_0_4_outputs,_,-0.7005822,0.7440899,0.2001212
attn_0_4_outputs,_,0.36073238,0.37012556,0.0026318869
attn_0_4_outputs,_,-0.04147494,-0.67841786,-0.2968898
attn_0_4_outputs,_,0.036027797,0.21583617,-0.20945099
attn_0_4_outputs,_,-0.37045446,-0.8108288,0.15853731
attn_0_4_outputs,_,0.27676618,0.54301846,-0.36429328
