feature,value,F,P,T
attn_0_0_outputs,(,-0.5633486,0.47010607,-0.30594766
attn_0_0_outputs,),1.12878,0.19372751,1.1465927
attn_0_0_outputs,<pad>,-0.53488225,0.028823715,0.029684396
attn_0_0_outputs,<s>,0.40605497,-0.24805453,0.058147993
attn_0_0_outputs,_,-0.35433847,-0.2137453,-0.39178732
attn_0_0_outputs,_,-0.07266251,0.36851352,0.46483606
attn_0_0_outputs,_,0.012587713,-0.76957244,-0.2538581
attn_0_0_outputs,_,0.87232333,-0.22386555,-0.37741297
attn_0_0_outputs,_,0.12517408,0.8201905,0.42236277
attn_0_0_outputs,_,1.0680412,-0.20306405,-1.6901032
attn_0_0_outputs,_,0.048384167,0.5371633,-0.93188703
attn_0_0_outputs,_,-1.7796946,-0.032741938,0.80259407
attn_0_0_outputs,_,0.6640613,-0.38231707,-0.5532491
attn_0_0_outputs,_,-0.23711994,0.88343567,-0.7138544
attn_0_0_outputs,_,-0.52240205,0.50168616,-0.21730669
attn_0_0_outputs,_,0.16689673,0.4701121,-0.4583728
attn_0_0_outputs,_,1.0829333,0.30098054,-0.42499852
attn_0_0_outputs,_,0.31926754,-0.18047093,0.41297662
attn_0_0_outputs,_,-0.24540873,0.30569196,1.4800128
attn_0_0_outputs,_,0.04347057,-0.20827088,-0.1267073
attn_0_1_outputs,(,-0.9608955,-0.10294782,-0.060553025
attn_0_1_outputs,),1.6930906,-0.2686735,0.63296247
attn_0_1_outputs,<pad>,0.26733902,-0.09921325,-1.0035412
attn_0_1_outputs,<s>,0.26189628,-0.050242912,0.23071012
attn_0_1_outputs,_,0.499065,0.71743816,-1.0154148
attn_0_1_outputs,_,0.6737595,0.13397811,0.077414624
attn_0_1_outputs,_,-0.008379477,-0.034423396,-0.32849726
attn_0_1_outputs,_,0.012532541,-0.08003549,0.12424047
attn_0_1_outputs,_,0.29176256,0.69308496,0.26853168
attn_0_1_outputs,_,1.16719,0.39793378,-0.47023106
attn_0_1_outputs,_,1.0344821,-0.68295914,-0.5093151
attn_0_1_outputs,_,-0.4562677,1.2231891,0.04569184
attn_0_1_outputs,_,1.0973927,0.049118903,-0.7608206
attn_0_1_outputs,_,0.14859562,-0.094049074,0.36573666
attn_0_1_outputs,_,-0.5719013,0.37980473,-0.49901402
attn_0_1_outputs,_,0.59409803,-0.16421889,-0.07475886
attn_0_1_outputs,_,0.4099417,0.30826673,-0.21248822
attn_0_1_outputs,_,0.7059142,0.20061874,-0.9186247
attn_0_1_outputs,_,1.5152938,-0.29078707,0.1437966
attn_0_1_outputs,_,0.49154237,-0.4685776,-0.31535804
attn_0_2_outputs,(,-0.9537238,0.4825877,-0.55492395
attn_0_2_outputs,),0.79000795,-0.60350704,0.17358619
attn_0_2_outputs,<pad>,-0.35172674,0.44261783,-0.083801396
attn_0_2_outputs,<s>,0.29630876,0.4258817,-0.1947708
attn_0_2_outputs,_,0.013813221,1.3741826,-0.19348423
attn_0_2_outputs,_,-0.19401537,0.12294013,-0.42462435
attn_0_2_outputs,_,-0.10128517,0.97740614,0.5423798
attn_0_2_outputs,_,0.67938995,0.49929184,-0.18420659
attn_0_2_outputs,_,-0.4095177,0.18221621,-0.7217194
attn_0_2_outputs,_,-0.99200445,-0.8019954,-1.2410985
attn_0_2_outputs,_,0.6302309,0.023208322,-0.43581983
attn_0_2_outputs,_,-0.2681957,-0.5872496,0.07426067
attn_0_2_outputs,_,-0.37709394,0.5095813,0.48478
attn_0_2_outputs,_,1.5180745,-0.17668799,0.6902523
attn_0_2_outputs,_,-0.21965167,-0.14876887,0.26845044
attn_0_2_outputs,_,1.074748,0.42122957,0.029877152
attn_0_2_outputs,_,-0.5220661,-0.11757026,0.089678906
attn_0_2_outputs,_,0.06681967,-0.6109255,0.26879492
attn_0_2_outputs,_,0.47192547,-0.016804311,0.38399217
attn_0_2_outputs,_,0.17878707,-0.2816419,-0.68042916
attn_0_3_outputs,(,-1.2586436,0.44857582,-0.34017617
attn_0_3_outputs,),-0.012562744,-0.6194483,-0.11740491
attn_0_3_outputs,<pad>,0.45934048,0.43693516,0.24830565
attn_0_3_outputs,<s>,-0.048699856,0.371381,0.634226
attn_0_3_outputs,_,0.09483999,0.08450831,-0.21737334
attn_0_3_outputs,_,0.2013542,-0.61423296,-0.62402457
attn_0_3_outputs,_,0.22275326,0.25113076,-0.5492335
attn_0_3_outputs,_,-0.07423688,-0.5314307,-0.60702765
attn_0_3_outputs,_,0.72715384,0.082533725,0.9676182
attn_0_3_outputs,_,0.8686348,-0.48085687,-0.6675474
attn_0_3_outputs,_,0.43979552,-0.6497163,-0.03266274
attn_0_3_outputs,_,-0.29546654,0.69637394,0.24403352
attn_0_3_outputs,_,-0.935262,0.22694203,-0.23508954
attn_0_3_outputs,_,0.5101733,0.097940445,-0.4056007
attn_0_3_outputs,_,-0.58068323,-0.13457978,-0.4283689
attn_0_3_outputs,_,-0.09296432,-0.18450974,0.2555199
attn_0_3_outputs,_,-0.4626907,-0.1750237,1.1718901
attn_0_3_outputs,_,0.66348594,0.27918237,-0.727594
attn_0_3_outputs,_,0.30052817,0.39770585,0.6691806
attn_0_3_outputs,_,-0.0064409547,1.8099643,-0.44011173
attn_0_4_outputs,(,-0.043341562,0.50744414,-0.03328464
attn_0_4_outputs,),0.6819754,0.061111756,0.53736275
attn_0_4_outputs,<pad>,-0.25031078,0.34170705,0.32046527
attn_0_4_outputs,<s>,-0.8009361,-0.389987,-0.5621991
attn_0_4_outputs,_,1.0058031,-0.030609256,0.13022274
attn_0_4_outputs,_,0.32222497,-0.22655666,0.115089424
attn_0_4_outputs,_,0.69638836,-0.14930248,0.13190556
attn_0_4_outputs,_,0.54304224,-0.30072385,-0.78049856
attn_0_4_outputs,_,0.35655537,-0.78714794,-0.044364396
attn_0_4_outputs,_,1.0425943,0.22520274,-0.90511477
attn_0_4_outputs,_,-0.31625065,0.0072017526,0.9891027
attn_0_4_outputs,_,-0.87510085,0.9414892,-0.54746705
attn_0_4_outputs,_,-0.07307461,0.42348027,-0.018044796
attn_0_4_outputs,_,0.032345906,0.07788988,-0.37223408
attn_0_4_outputs,_,-0.38837764,-0.00038249738,0.66655135
attn_0_4_outputs,_,0.36637542,0.49989775,-0.60943556
attn_0_4_outputs,_,-0.31462085,-0.08891834,-0.030117657
attn_0_4_outputs,_,0.061424315,0.20273346,-0.91736907
attn_0_4_outputs,_,-0.30364743,-0.32246238,-0.41108996
attn_0_4_outputs,_,0.04222259,-0.26956698,-0.4970253
attn_0_5_outputs,(,-0.13377869,0.9836528,-0.2108725
attn_0_5_outputs,),0.5524622,-0.67706734,0.35544837
attn_0_5_outputs,<pad>,0.38031584,0.09872446,-0.02074922
attn_0_5_outputs,<s>,-0.019319782,-0.07042665,0.5458552
attn_0_5_outputs,_,0.6749195,0.091663346,0.14145441
attn_0_5_outputs,_,-0.37213022,-0.5886971,-0.94069815
attn_0_5_outputs,_,0.067705266,-0.12619135,0.24129994
attn_0_5_outputs,_,0.949634,0.39593405,0.1937743
attn_0_5_outputs,_,-0.25031057,0.06762173,-0.022054749
attn_0_5_outputs,_,0.7274267,-0.13113672,-0.43330273
attn_0_5_outputs,_,-0.04738856,-0.6088881,-0.7320359
attn_0_5_outputs,_,-0.58622986,0.05357097,0.18179366
attn_0_5_outputs,_,-0.5701538,0.4811343,0.53463286
attn_0_5_outputs,_,-0.056956977,-0.26338816,0.16805632
attn_0_5_outputs,_,0.29067478,-0.23471224,-0.1871259
attn_0_5_outputs,_,0.5068181,-0.8638976,-0.17885035
attn_0_5_outputs,_,0.9869611,-0.039241545,0.23504932
attn_0_5_outputs,_,0.46749866,0.23838249,0.3071305
attn_0_5_outputs,_,0.050814565,-0.20338306,-0.7963981
attn_0_5_outputs,_,0.38502166,0.18917702,0.10997029
