feature,value,F,P,T
attn_0_0_outputs,(,-0.061602373,0.5629609,-0.22593872
attn_0_0_outputs,),0.042026855,-0.16870724,-0.72814083
attn_0_0_outputs,<pad>,0.30136696,0.29997435,-1.491379
attn_0_0_outputs,<s>,-0.23450457,-0.30663437,-0.8527641
attn_0_0_outputs,_,0.58306175,1.2193302,-0.960239
attn_0_0_outputs,_,-0.34983,0.22543547,-0.744774
attn_0_0_outputs,_,-0.49016356,1.0665442,0.3699352
attn_0_0_outputs,_,0.19814406,1.0539007,0.00085746567
attn_0_0_outputs,_,-0.8533924,0.113477,-0.3405112
attn_0_0_outputs,_,-0.49833116,1.2098434,-0.45241112
attn_0_0_outputs,_,-1.128253,1.0441343,-1.1743518
attn_0_0_outputs,_,-0.64290893,1.9773124,-0.79338944
attn_0_0_outputs,_,-0.59179974,1.4017669,0.069160536
attn_0_0_outputs,_,-0.50214076,1.4264987,0.4856444
attn_0_0_outputs,_,-1.54069,2.1042693,0.5335717
attn_0_0_outputs,_,-1.2552627,1.5903172,0.10978577
attn_0_0_outputs,_,-0.9377376,0.80012435,-1.1583157
attn_0_0_outputs,_,-0.7332526,1.4597707,-0.8937187
attn_0_0_outputs,_,-0.41964665,0.3562229,-0.20023498
attn_0_0_outputs,_,-0.6651891,0.364259,0.3145164
attn_0_0_outputs,_,-0.4154818,-0.3131699,0.29424006
attn_0_0_outputs,_,-0.61112803,-0.049851812,-0.6632991
attn_0_0_outputs,_,0.9118264,-0.26842678,0.62933344
attn_0_0_outputs,_,0.10696795,-0.63381135,-0.09438103
attn_0_0_outputs,_,-0.5852812,0.55532014,0.18268928
attn_0_0_outputs,_,0.41563544,0.97250944,-0.91534364
attn_0_0_outputs,_,0.301261,-0.10748731,0.29768062
attn_0_0_outputs,_,-0.2586964,-0.17667332,0.36512694
attn_0_0_outputs,_,0.7792114,-0.5181186,-0.58232796
attn_0_0_outputs,_,-0.08381386,-0.17953077,0.08076506
attn_0_0_outputs,_,-0.3080471,-0.26832038,0.61170506
attn_0_0_outputs,_,-1.0259821,-0.07386893,0.3276808
attn_0_0_outputs,_,0.21168013,-0.47583285,0.23691708
attn_0_0_outputs,_,-0.67561275,0.90253574,0.8081663
attn_0_0_outputs,_,0.42774686,-0.038127482,0.38684455
attn_0_0_outputs,_,-0.15118551,-0.008609326,0.05473589
attn_0_0_outputs,_,-0.13531618,0.2545465,0.38020366
attn_0_0_outputs,_,-0.3404967,-1.0050639,-0.18067732
attn_0_0_outputs,_,0.33663258,-0.083146825,-0.15240748
attn_0_0_outputs,_,-0.76987606,-0.6510371,0.3428329
attn_0_1_outputs,(,-0.005079429,0.34164682,0.027062526
attn_0_1_outputs,),0.41272753,-0.06406672,-0.11190343
attn_0_1_outputs,<pad>,0.0029532132,-0.24965209,-2.1391468
attn_0_1_outputs,<s>,0.0024012139,-0.040451676,-0.21683191
attn_0_1_outputs,_,0.21373868,0.25100288,-0.1661163
attn_0_1_outputs,_,-0.27129495,0.013953792,-0.35506237
attn_0_1_outputs,_,-0.6242639,-0.010451336,-0.5513319
attn_0_1_outputs,_,0.025609428,-0.26595607,-0.78925806
attn_0_1_outputs,_,0.08365685,-0.1750967,-0.60025185
attn_0_1_outputs,_,-0.5686705,0.13408165,-0.65250593
attn_0_1_outputs,_,0.11919908,-0.6100761,-0.4004648
attn_0_1_outputs,_,-0.38168973,-0.6496672,-0.048820868
attn_0_1_outputs,_,0.5564268,0.11810054,-0.68548435
attn_0_1_outputs,_,0.6756703,-0.16328418,-0.021526495
attn_0_1_outputs,_,1.0622833,0.39457765,-0.91938376
attn_0_1_outputs,_,0.26280206,-0.09820635,-1.583384
attn_0_1_outputs,_,0.6899262,0.39056918,-0.13016102
attn_0_1_outputs,_,0.6737817,-0.159838,-0.19318701
attn_0_1_outputs,_,-0.5590356,-0.00885162,-0.74474263
attn_0_1_outputs,_,-0.047027666,0.34819788,-0.4909397
attn_0_1_outputs,_,0.2990789,-0.3651867,0.102540255
attn_0_1_outputs,_,0.3611315,-0.06758455,-0.21156998
attn_0_1_outputs,_,0.3716705,-0.65855503,0.3080406
attn_0_1_outputs,_,0.5293764,0.32205266,0.76695204
attn_0_1_outputs,_,-0.6652945,-0.036020152,-0.23714294
attn_0_1_outputs,_,-0.34427577,-0.9528816,-0.83501625
attn_0_1_outputs,_,0.31707186,0.05097217,0.29415435
attn_0_1_outputs,_,0.40787235,-1.3689127,0.81461495
attn_0_1_outputs,_,-0.36510894,-0.14027275,-0.10126801
attn_0_1_outputs,_,-0.03369369,-0.25429052,0.1267484
attn_0_1_outputs,_,0.031571705,-0.49984992,0.43887147
attn_0_1_outputs,_,0.41285375,-0.5272606,0.9475531
attn_0_1_outputs,_,-0.1566379,-0.16419636,0.079495415
attn_0_1_outputs,_,0.27172464,0.34395137,-0.91693246
attn_0_1_outputs,_,0.31599247,-0.4715463,-1.0150539
attn_0_1_outputs,_,-0.51405495,0.13790019,0.78872937
attn_0_1_outputs,_,-0.41565353,0.34336823,0.030841207
attn_0_1_outputs,_,1.0876133,0.2611579,-0.28449097
attn_0_1_outputs,_,-0.2800701,0.053203166,0.9307021
attn_0_1_outputs,_,0.71361727,0.039298885,0.44123387
attn_0_2_outputs,(,-0.61954296,-0.16031587,-0.4727997
attn_0_2_outputs,),0.6991286,-0.09129465,0.36925718
attn_0_2_outputs,<pad>,-0.14086087,-0.6066062,0.5078341
attn_0_2_outputs,<s>,0.15326194,0.18351758,0.16238761
attn_0_2_outputs,_,-0.32866699,-0.36629596,0.41677362
attn_0_2_outputs,_,1.0879062,0.7298859,0.037543483
attn_0_2_outputs,_,0.29545176,-0.5416612,0.24552383
attn_0_2_outputs,_,0.26358044,0.61207366,-0.4323979
attn_0_2_outputs,_,0.08423813,-0.10062866,-0.51944995
attn_0_2_outputs,_,1.0493922,-2.1436565,0.59492254
attn_0_2_outputs,_,0.5511464,-0.45182532,-0.5740133
attn_0_2_outputs,_,0.41437882,-0.72021854,-0.40171015
attn_0_2_outputs,_,1.5798165,-1.040275,1.9103744
attn_0_2_outputs,_,-0.2956723,-0.5014978,0.052688196
attn_0_2_outputs,_,0.19791985,0.33463028,1.8413019
attn_0_2_outputs,_,0.93042487,-0.1997403,0.14893332
attn_0_2_outputs,_,0.33331034,-0.043457232,-0.9068299
attn_0_2_outputs,_,0.10391776,0.5057485,-0.4267714
attn_0_2_outputs,_,0.13985883,-0.8503493,0.098528415
attn_0_2_outputs,_,0.565094,0.11778841,-0.65180194
attn_0_2_outputs,_,1.1243228,-0.93441194,-0.48003724
attn_0_2_outputs,_,-0.10941134,-0.8316623,-0.7361741
attn_0_2_outputs,_,0.5628387,-0.630794,-0.5996835
attn_0_2_outputs,_,0.9568427,-0.3364932,0.08678726
attn_0_2_outputs,_,0.055304147,-0.802487,-0.17735948
attn_0_2_outputs,_,1.3593858,-0.111402325,-0.5916767
attn_0_2_outputs,_,-0.11262345,-0.14800116,0.013316671
attn_0_2_outputs,_,-0.29585218,-0.55136025,0.3769879
attn_0_2_outputs,_,0.5363414,0.38900372,-0.5160166
attn_0_2_outputs,_,0.24334696,0.62829536,0.47876862
attn_0_2_outputs,_,-1.0249128,0.16355903,-0.9689286
attn_0_2_outputs,_,-0.2669966,0.73682696,-0.14623858
attn_0_2_outputs,_,-0.57183397,-0.14709182,-0.13572158
attn_0_2_outputs,_,0.22009496,0.49783564,-0.7376704
attn_0_2_outputs,_,-0.064873114,-0.55965036,-0.6615195
attn_0_2_outputs,_,0.103696086,-0.08822304,-0.6183935
attn_0_2_outputs,_,0.56753397,0.310147,0.24217111
attn_0_2_outputs,_,0.22567727,-0.4911539,0.36898553
attn_0_2_outputs,_,-0.23910809,-0.8736032,0.1789296
attn_0_2_outputs,_,0.5741496,0.18579647,0.6622378
attn_0_3_outputs,(,0.2472634,0.17141442,-0.5042758
attn_0_3_outputs,),0.22864202,-0.08789654,-0.20033571
attn_0_3_outputs,<pad>,-0.23968872,0.25576204,-0.14091475
attn_0_3_outputs,<s>,-0.53178716,1.6763083,0.23485872
attn_0_3_outputs,_,-0.9951658,0.25396183,-0.3041884
attn_0_3_outputs,_,0.6192495,-0.21646279,-0.91533446
attn_0_3_outputs,_,0.76875275,-0.80278623,-0.26699448
attn_0_3_outputs,_,0.071095206,0.5197699,0.42410836
attn_0_3_outputs,_,0.5429629,-0.11944019,-0.70547444
attn_0_3_outputs,_,0.037197027,0.4167724,-0.6543924
attn_0_3_outputs,_,-1.2736242,0.05793149,-0.64881694
attn_0_3_outputs,_,-0.03841418,-1.3296412,-1.2194664
attn_0_3_outputs,_,0.24498521,-0.17435108,-0.506592
attn_0_3_outputs,_,-0.08474267,-0.84494907,-1.0822543
attn_0_3_outputs,_,0.32908997,-0.7456419,0.8263681
attn_0_3_outputs,_,0.5239121,0.49244806,-0.5234266
attn_0_3_outputs,_,0.47069386,0.6021097,-0.35004878
attn_0_3_outputs,_,0.49181858,-0.2605947,0.52916247
attn_0_3_outputs,_,-0.08125627,0.44207707,-0.7256246
attn_0_3_outputs,_,0.32927886,0.41517562,-0.18450299
attn_0_3_outputs,_,-0.15152441,-0.10223015,0.7248068
attn_0_3_outputs,_,0.04687858,0.38214228,-0.1611259
attn_0_3_outputs,_,0.7690618,-0.034651052,0.0835945
attn_0_3_outputs,_,0.97025764,0.54967725,0.61258656
attn_0_3_outputs,_,0.3133064,-0.31968552,-0.27268827
attn_0_3_outputs,_,-0.7693123,-0.13474269,-0.23635752
attn_0_3_outputs,_,0.06434328,0.30129907,-0.03754011
attn_0_3_outputs,_,0.95641315,0.016287655,0.35065252
attn_0_3_outputs,_,0.987673,-0.21253142,0.03357581
attn_0_3_outputs,_,0.092975646,0.0694014,-0.85629284
attn_0_3_outputs,_,-0.0127936,0.34110963,0.2949746
attn_0_3_outputs,_,-0.19333571,0.39165026,0.5369998
attn_0_3_outputs,_,-0.38346508,-0.69492865,0.4378104
attn_0_3_outputs,_,-0.25985736,-0.020862956,1.1005561
attn_0_3_outputs,_,-0.08496077,0.11270667,0.77247536
attn_0_3_outputs,_,-0.4616739,0.11155085,0.2502182
attn_0_3_outputs,_,-0.44645137,0.3459672,-0.22288562
attn_0_3_outputs,_,0.5401808,0.42591143,-0.8895002
attn_0_3_outputs,_,-0.020967446,0.80555385,-0.4361737
attn_0_3_outputs,_,0.029328858,0.6811821,0.86142635
attn_0_4_outputs,(,1.2314291,0.016537398,-1.567051
attn_0_4_outputs,),0.32428637,-0.034364097,1.2044729
attn_0_4_outputs,<pad>,-0.45053622,0.047333907,0.668431
attn_0_4_outputs,<s>,0.16857977,-0.14790669,0.4541714
attn_0_4_outputs,_,0.73882866,-0.33061436,0.20782848
attn_0_4_outputs,_,0.62908614,0.4377594,0.14973302
attn_0_4_outputs,_,-0.5408294,-0.17207892,-0.21389933
