feature,value,F,P,T
attn_0_0_outputs,(,0.06469543,-0.09473834,0.3748831
attn_0_0_outputs,),-0.20541427,0.18558474,-1.4206504
attn_0_0_outputs,<pad>,0.009136507,0.26349705,-0.3255355
attn_0_0_outputs,<s>,-0.0035485127,0.7681367,-2.5503201
attn_0_0_outputs,_,-0.7569656,-0.31421366,-0.25436816
attn_0_0_outputs,_,-0.04979758,0.9359049,-0.76277375
attn_0_0_outputs,_,-0.13265847,0.23698634,-0.46562058
attn_0_0_outputs,_,-0.24397284,0.64453393,-0.41260222
attn_0_0_outputs,_,-0.5729381,0.7156583,0.5146521
attn_0_0_outputs,_,-0.029480055,-0.10429139,-0.100500576
attn_0_0_outputs,_,-0.12066851,0.36009857,-0.3493671
attn_0_0_outputs,_,-0.51446205,0.108534954,-0.30837542
attn_0_0_outputs,_,-0.3309157,1.0740936,0.516819
attn_0_0_outputs,_,-0.4698608,1.1871452,0.2199285
attn_0_0_outputs,_,-0.76931185,1.3889068,0.06837359
attn_0_0_outputs,_,-0.8093028,1.1673737,-0.5207522
attn_0_0_outputs,_,-1.5479865,0.68746734,0.29147953
attn_0_0_outputs,_,-0.6331944,1.2597884,-1.2734352
attn_0_0_outputs,_,0.8511218,-0.04459275,0.3958954
attn_0_0_outputs,_,0.6504244,-0.37551355,-0.08817833
attn_0_0_outputs,_,-0.67626315,0.45149577,0.17322277
attn_0_0_outputs,_,0.21516714,0.3823493,-0.17888187
attn_0_0_outputs,_,-0.61785066,-0.33611083,0.912522
attn_0_0_outputs,_,-0.594228,0.2196473,-0.115604125
attn_0_0_outputs,_,-0.4112877,-0.10175698,0.31434408
attn_0_0_outputs,_,0.2600092,1.1533961,-0.19558102
attn_0_0_outputs,_,-0.72411156,0.45213905,0.08379496
attn_0_0_outputs,_,-1.3317664,0.2732094,0.0059842668
attn_0_0_outputs,_,-0.09124325,-0.716949,-0.14848632
attn_0_0_outputs,_,0.31087482,-0.6809773,-0.22527403
attn_0_0_outputs,_,0.70381176,-0.27823618,-0.36805916
attn_0_0_outputs,_,-0.43636346,-0.38809702,0.38354355
attn_0_0_outputs,_,0.3537792,-0.4514401,0.70529354
attn_0_0_outputs,_,-0.34114322,-0.34888843,0.36779758
attn_0_0_outputs,_,0.76239735,-1.1902227,0.2751662
attn_0_0_outputs,_,-0.29876068,-0.37368637,-0.081397474
attn_0_0_outputs,_,-0.20340888,0.4112993,0.53171486
attn_0_0_outputs,_,0.062715724,-0.5957329,-0.67462236
attn_0_0_outputs,{,-0.50802386,-0.09448857,-0.09631713
attn_0_0_outputs,},0.31344604,0.8044253,-0.951444
attn_0_1_outputs,(,0.46638912,0.6887207,-1.0135297
attn_0_1_outputs,),0.41956905,0.58575934,-0.7796065
attn_0_1_outputs,<pad>,-0.9149332,-0.0016540737,-0.20776725
attn_0_1_outputs,<s>,0.40269023,0.878599,-0.41808555
attn_0_1_outputs,_,-1.19624,1.2326041,-0.99092
attn_0_1_outputs,_,-0.6501361,1.5921665,-2.835461
attn_0_1_outputs,_,0.08827224,1.161921,-0.3517379
attn_0_1_outputs,_,0.6858113,1.7116284,-1.9707062
attn_0_1_outputs,_,1.2075003,-0.39145264,-0.35409912
attn_0_1_outputs,_,1.6068647,-0.74485606,-2.1954594
attn_0_1_outputs,_,1.1136187,-1.4138283,-1.7261207
attn_0_1_outputs,_,-0.6768349,0.28854102,-1.2508365
attn_0_1_outputs,_,-0.7885309,0.2893286,-0.7204011
attn_0_1_outputs,_,-0.45096436,-0.0028289075,-1.1319283
attn_0_1_outputs,_,0.08068551,0.35643646,-0.3177591
attn_0_1_outputs,_,-1.0003034,0.8570503,-0.44332322
attn_0_1_outputs,_,-0.9437876,0.318009,0.54223603
attn_0_1_outputs,_,0.37260684,-0.38940582,-0.8671663
attn_0_1_outputs,_,1.0037754,-0.6930103,1.55089
attn_0_1_outputs,_,0.19734181,0.6788482,0.02824648
attn_0_1_outputs,_,-0.027539257,-0.44573486,-0.45418453
attn_0_1_outputs,_,-0.32203776,0.89455765,0.084948815
attn_0_1_outputs,_,-0.36569145,0.21393102,0.45743212
attn_0_1_outputs,_,-0.1866413,0.050027374,0.32032734
attn_0_1_outputs,_,0.06087878,0.7449822,-0.14024962
attn_0_1_outputs,_,0.19074085,0.18005975,-0.14506473
