feature,value,F,P,T
attn_0_0_outputs,(,0.13757803,0.3204349,-0.1647433
attn_0_0_outputs,),0.34370798,0.1785379,-0.2664939
attn_0_0_outputs,<pad>,-0.0070040156,-0.5531156,-0.3752103
attn_0_0_outputs,<s>,-0.058175173,-0.1751138,-0.5643084
attn_0_0_outputs,_,0.026918167,-1.0376956,-0.7591243
attn_0_0_outputs,_,-0.2818993,0.31886792,-0.6623216
attn_0_0_outputs,_,-0.46907374,0.2654618,-0.7615227
attn_0_0_outputs,_,0.62705064,-0.34163973,-0.074848816
attn_0_0_outputs,_,0.78601533,0.31526044,-0.45937845
attn_0_0_outputs,_,-0.63506544,-0.5473568,-0.15629017
attn_0_0_outputs,_,-0.16115983,0.12582348,-0.4286237
attn_0_0_outputs,_,-0.015885064,-0.8225501,-0.63003176
attn_0_0_outputs,_,0.79065347,1.0996804,-0.111733116
attn_0_0_outputs,_,0.6117144,-0.67594105,-0.9974144
attn_0_0_outputs,_,-0.078595966,-0.45857272,-0.6796472
attn_0_0_outputs,_,0.8477037,0.7451083,-0.111188695
attn_0_0_outputs,_,-0.40845296,-0.3890053,-0.30467215
attn_0_0_outputs,_,0.5493547,0.56321883,-0.36760792
attn_0_0_outputs,_,-0.3921817,-0.5831689,0.0927709
attn_0_0_outputs,_,-0.4757139,-0.27121916,-0.026265452
attn_0_0_outputs,_,-0.2816856,0.45886168,-0.9974167
attn_0_0_outputs,_,-0.1295352,-0.1934957,-0.2844345
attn_0_0_outputs,_,0.30153608,-0.5864921,-0.42528382
attn_0_0_outputs,_,-0.4967928,0.7544196,0.76609176
attn_0_0_outputs,_,-0.38423085,0.38419908,0.51489973
attn_0_0_outputs,_,-0.7663929,-0.47859368,0.94426215
attn_0_0_outputs,_,0.60434026,-0.16042873,0.014963301
attn_0_0_outputs,_,-0.13552839,-0.31683338,0.4298551
attn_0_0_outputs,_,0.4056524,-0.014215215,0.14129765
attn_0_0_outputs,_,0.19707209,0.61227894,0.22954336
attn_0_0_outputs,_,-0.3463324,0.46185833,0.06246811
attn_0_0_outputs,_,-0.030641135,-0.670401,0.45175186
attn_0_0_outputs,_,-0.27243105,-0.2856399,-0.7424309
attn_0_0_outputs,_,1.0351039,-0.17640005,1.0836701
attn_0_0_outputs,_,-0.0041700336,-0.49278116,0.15541022
attn_0_0_outputs,_,0.2769045,-0.24027136,0.21945389
attn_0_0_outputs,_,-0.27204892,0.86368364,0.06003591
attn_0_0_outputs,_,-0.3987825,-0.32813454,-0.6978783
attn_0_0_outputs,_,-0.4424556,-0.07787904,-0.3611735
attn_0_0_outputs,_,-0.81087834,-0.33619392,0.1416369
attn_0_0_outputs,_,-0.36019924,0.6254019,-1.6596254
attn_0_0_outputs,_,0.32680237,-0.22396207,0.17660624
attn_0_0_outputs,_,-0.0070451177,0.22764148,-0.978774
attn_0_0_outputs,_,-0.48356825,0.66647667,0.11819145
attn_0_0_outputs,_,-0.16844884,-0.49955267,0.040356677
attn_0_0_outputs,_,0.1099172,0.18844318,-0.21679541
attn_0_0_outputs,_,0.5079317,-0.25378972,-0.6845798
attn_0_0_outputs,_,-0.7313035,-0.08799703,-0.111320004
attn_0_0_outputs,_,-0.013858225,0.23341195,0.393196
attn_0_0_outputs,_,-1.0336446,0.49759924,0.81117797
attn_0_0_outputs,_,-0.8422015,-0.16069385,-0.46882957
attn_0_0_outputs,_,-0.7935708,-0.14350115,0.9645746
attn_0_0_outputs,_,-0.3134149,-0.68686855,0.28736132
attn_0_0_outputs,_,-0.7422669,1.0794181,0.048322935
attn_0_0_outputs,_,-0.079702064,-0.06060738,0.3250876
attn_0_0_outputs,_,-1.0709348,-0.03617576,-0.5083653
attn_0_0_outputs,_,-1.2790155,-0.32835135,0.6323164
attn_0_0_outputs,_,0.23572606,0.69805914,0.5013523
attn_0_0_outputs,_,0.30215982,0.86490124,0.30761763
