feature,value,1,2,3,4,5,6
attn_0_0_outputs,0,-0.08678625,0.21813491,-0.27181497,0.43474883,-0.35843188,-0.10460453
attn_0_0_outputs,1,0.09915014,0.31725308,0.0273618,0.33815587,0.20955427,0.38338014
attn_0_0_outputs,2,-0.1258064,0.11739694,-0.14570047,0.17617424,0.121609375,-0.06482782
attn_0_0_outputs,3,-0.10638184,0.23519939,0.15028048,0.4542097,0.7265831,-0.27480313
attn_0_0_outputs,4,-0.16626659,0.13434003,-0.23502755,0.080368266,-0.15102604,-0.2825654
attn_0_0_outputs,5,0.10570609,0.3897947,-0.11637401,-0.042619858,-0.33052295,0.0014090312
attn_0_0_outputs,<pad>,0.71331924,0.103795305,-0.5890541,0.042635806,-0.09909801,0.8027895
attn_0_0_outputs,<s>,0.282229,0.5965149,-0.1080166,0.102373324,-1.0086144,-3.1527762
attn_0_0_outputs,_,0.5960358,0.92729324,0.5718596,-0.04507232,-0.14425845,-0.25097916
attn_0_0_outputs,_,-0.110826336,0.8952398,-0.42027,0.77268666,-0.27787572,-0.33750102
attn_0_0_outputs,_,0.56769127,1.078322,0.10184557,-0.037073765,0.14528647,-0.0080507435
attn_0_0_outputs,_,-0.0838251,-0.23709345,0.083423056,-0.6060652,-0.04116295,-0.722857
attn_0_0_outputs,_,-0.059316605,0.69391024,-0.7692073,0.31905663,-0.4070845,-0.39370182
attn_0_0_outputs,_,0.21900545,0.5229215,0.026324145,0.5055429,-0.29003376,0.71090907
attn_0_0_outputs,_,0.3207138,0.8467642,-0.17606585,0.22076131,-0.39422157,0.30468795
attn_0_0_outputs,_,-0.38394427,0.6236666,-0.21234684,-0.19247352,-0.46282324,-0.39897543
attn_0_0_outputs,_,0.2900643,0.6535752,-0.25593692,-0.04191214,-0.35112703,-0.25086856
attn_0_0_outputs,_,0.09148078,-0.13647965,-0.12998863,0.6342206,-0.12511113,-0.09750413
attn_0_0_outputs,_,0.1708439,-0.29603818,0.047587883,1.0064341,-0.009695455,-0.15264437
attn_0_0_outputs,_,0.41693425,0.6617419,-0.55029863,0.09786425,0.52910525,-0.53430575
attn_0_0_outputs,_,0.15414585,0.25847384,-0.22255474,0.5967712,0.3288263,-0.4526035
attn_0_0_outputs,_,-0.16849743,0.45901993,-0.18588816,-0.041246355,0.37661755,-0.39744043
attn_0_0_outputs,_,0.09499118,0.24427614,-0.7715254,0.2668928,0.26960704,-0.5738005
attn_0_0_outputs,_,0.30103922,0.53618217,-0.22910182,-0.25408432,0.06476399,-0.1818731
attn_0_0_outputs,_,0.057459928,0.9140022,-0.13986452,-0.085454516,-0.80619437,-0.60101324
attn_0_0_outputs,_,0.10457075,0.043505542,-0.7208803,0.0980194,-0.44815144,-0.28551197
attn_0_0_outputs,_,0.42010212,0.025393808,0.3614952,0.27564546,-0.6364077,0.32100853
attn_0_0_outputs,_,0.08711439,0.2871244,-0.40545237,0.2606243,-0.37985447,-0.19327594
attn_0_0_outputs,_,-0.041933272,0.46596214,-0.16650257,0.77486515,-0.39435202,-0.5283407
attn_0_0_outputs,_,0.017925605,0.5101721,-0.33994952,0.5670929,-0.22419327,-0.18912542
attn_0_0_outputs,_,-0.010815751,-0.21550599,-0.2786424,0.76845914,-0.2017341,-0.24671079
attn_0_0_outputs,_,-0.11696758,0.4319332,0.07457846,-0.005967626,0.17669055,0.39073846
attn_0_0_outputs,_,0.107413545,0.124060355,0.7171387,0.12660705,-0.42956516,-0.6187048
attn_0_0_outputs,_,0.008170755,0.2554614,0.08378145,-0.59762377,-0.93751067,0.2666794
attn_0_0_outputs,_,-0.02134376,0.20795491,-0.22617069,0.65919274,-0.084772475,-0.1411241
attn_0_0_outputs,_,-0.3246843,0.41248745,0.8180445,0.21371672,0.12976156,-0.754713
attn_0_0_outputs,_,0.023073915,0.32059702,0.029336404,1.5598971,-0.3350223,-0.20680548
attn_0_0_outputs,_,-0.1989991,0.3435203,-0.05787321,0.3276079,-0.061534457,-0.14460976
attn_0_0_outputs,_,-0.25438398,0.56429195,-0.86002487,-0.61009496,-0.37031358,-0.49654064
attn_0_0_outputs,_,0.52052516,0.13657114,-0.5281623,-0.09133912,0.29675385,-0.44515193
attn_0_0_outputs,_,-0.40697268,0.59122926,0.6303901,-0.28132442,0.51173,0.2681427
attn_0_0_outputs,_,-0.31064343,0.11616924,0.4935416,0.6116644,0.2400238,-0.41921514
attn_0_0_outputs,_,0.78001356,0.23218632,0.020961214,0.66431504,-0.2555412,-0.002515442
attn_0_0_outputs,_,0.6281342,-0.23496898,-0.55631095,0.037880264,-0.07139307,-0.03582973
attn_0_0_outputs,_,0.030491348,-0.28508148,-0.3329197,0.040252976,0.7050873,-0.2550711
attn_0_0_outputs,_,0.07648765,-0.16190372,0.5692544,0.34368312,-0.55359316,-0.26511905
attn_0_0_outputs,_,0.980953,-0.69245684,-0.12100599,0.42126572,-0.4255057,0.28013086
attn_0_0_outputs,_,0.9907101,0.16827415,-1.0399476,0.06619287,-0.4858962,-0.082490355
attn_0_0_outputs,_,-0.059432335,-0.4938195,0.84914845,0.59272724,0.7673954,0.1272512
attn_0_0_outputs,_,-0.43577614,0.6569684,0.618672,0.4697294,-0.051030364,0.41334677
attn_0_1_outputs,0,-0.3943088,0.2156138,0.29639325,0.43857566,0.79978675,0.7402629
attn_0_1_outputs,1,-0.18902206,0.5108329,0.58942884,0.73749995,1.2605822,1.1199229
attn_0_1_outputs,2,-0.41581917,0.31664276,0.31585598,0.64302206,0.7679148,1.717577
attn_0_1_outputs,3,0.61029625,-0.19393808,-0.7043949,-1.0806508,-1.5866648,-2.3004189
attn_0_1_outputs,4,-0.36471942,0.30694348,0.35545993,0.57434684,0.58707637,0.10794983
attn_0_1_outputs,5,1.258593,0.42313087,-0.17079759,-0.5114851,-0.51603687,-0.9770726
attn_0_1_outputs,<pad>,-0.12079045,0.08180301,-0.5532032,0.08861898,0.04086772,0.20248206
attn_0_1_outputs,<s>,1.1960883,0.6282392,-0.14920403,-0.4358462,-0.90461415,-4.3586273
attn_0_1_outputs,_,0.008721923,-0.09850564,0.4249324,0.14832108,-0.48731825,0.17807703
attn_0_1_outputs,_,0.13854736,0.23954086,-0.09826355,0.30319276,-1.0122167,-0.2837284
attn_0_1_outputs,_,-0.012013693,0.32733727,0.54611754,-0.5414415,0.9378879,-0.0067447587
attn_0_1_outputs,_,0.37437916,-0.051171854,0.64518946,-0.38374576,-0.2192837,-0.055434294
attn_0_1_outputs,_,0.2215888,-0.24861044,0.32182857,0.34571624,-1.6117153,-0.023496225
attn_0_1_outputs,_,0.921161,0.74261874,0.9143011,-0.13502201,-0.44557995,-0.693243
attn_0_1_outputs,_,0.50500095,0.38468027,0.3912235,0.41842985,-0.7058494,-0.3358128
attn_0_1_outputs,_,0.49038708,0.4690776,0.35829937,0.055936724,-0.49186027,-0.49775115
attn_0_1_outputs,_,-0.03773298,0.013540138,0.67596996,0.2523571,0.46026307,-0.3173523
attn_0_1_outputs,_,-0.503522,-0.10713917,0.3405096,0.287082,-0.20759742,-0.8624425
attn_0_1_outputs,_,-0.08286928,-0.58923644,0.2937317,0.53151506,0.78111005,-0.6997715
attn_0_1_outputs,_,0.22268917,0.14209926,-0.024356972,-0.23020186,0.5785945,-0.07199647
attn_0_1_outputs,_,0.29473254,0.03201238,0.3857315,0.18252358,0.14961511,-0.19275145
attn_0_1_outputs,_,-0.08237544,-0.15447958,0.095321685,0.16757552,-0.030520866,-0.8757901
attn_0_1_outputs,_,-0.31106701,0.47281462,0.3604454,0.3843396,1.1130135,-0.34889692
attn_0_1_outputs,_,-0.33929282,-0.19104525,0.51738036,-0.93540496,-0.44628954,-0.13301842
attn_0_1_outputs,_,0.2911638,0.08561805,0.6768866,0.18226236,-0.5186291,0.3954988
attn_0_1_outputs,_,0.1004909,-0.3424874,0.102149,0.29808047,-0.11965215,0.023583485
attn_0_1_outputs,_,0.20786986,-0.5145515,1.0646185,0.61874205,-0.8658984,-1.1997335
attn_0_1_outputs,_,0.165791,0.28295293,0.81889004,0.9649276,-0.6528179,-0.03025999
attn_0_1_outputs,_,0.23967962,0.25331002,0.33744583,0.9342246,-0.72542566,-0.7321233
attn_0_1_outputs,_,-0.14468153,0.36234245,0.23033181,1.9187118,-0.5302976,-0.062125064
attn_0_1_outputs,_,0.2046986,-0.2455142,0.37662402,1.423677,0.022794036,-0.01099798
attn_0_1_outputs,_,0.46542656,0.174334,0.05120904,0.9168745,0.20250256,-1.0125382
attn_0_1_outputs,_,-0.025695575,-0.07406031,1.6144968,1.0123267,-0.3670147,-0.10547206
attn_0_1_outputs,_,-0.36405492,0.07392384,1.124261,0.5000868,-0.42325532,-1.0288725
attn_0_1_outputs,_,-0.3717432,0.14120592,0.329629,0.91638255,-0.43017212,0.029728081
attn_0_1_outputs,_,0.36180612,-0.73726,0.98762566,0.7556635,0.13586313,0.48127773
attn_0_1_outputs,_,0.32517314,0.09962794,0.82733214,2.132052,-0.36728963,-0.36110663
attn_0_1_outputs,_,-0.36841422,0.07983999,0.35488433,1.6955673,-0.5936549,-0.12736616
attn_0_1_outputs,_,-0.06015757,0.16694765,-0.4243174,0.33657196,0.063319825,0.5599433
attn_0_1_outputs,_,0.4930588,0.48842174,-0.5210793,0.78509396,0.22571453,-0.13461643
attn_0_1_outputs,_,0.098637916,-0.100212544,0.24066257,0.42488644,-0.09642196,-0.09072976
attn_0_1_outputs,_,0.6240446,-0.7448022,-0.20070212,-0.47402486,-0.14067927,-0.29447308
attn_0_1_outputs,_,0.29798084,-0.20086215,0.007202103,-0.34355745,0.49707487,-0.21883582
attn_0_1_outputs,_,-0.25202337,-0.2414575,-0.6510215,0.51225495,-0.23136471,-0.9717547
