feature,value,F,P,T
attn_0_0_outputs,(,-0.09723062,0.49816495,-2.1254582
attn_0_0_outputs,),0.57135046,0.8375861,-0.79028463
attn_0_0_outputs,<pad>,-0.50375986,-0.0023097992,-0.546649
attn_0_0_outputs,<s>,0.44278306,0.28973404,1.5509254
attn_0_0_outputs,_,0.60329413,-0.22088094,-0.5861153
attn_0_0_outputs,_,0.54113144,-0.22946207,-0.58497536
attn_0_0_outputs,_,0.5360159,0.2777535,0.31227475
attn_0_0_outputs,_,0.71543324,-0.40198985,-1.3968982
attn_0_0_outputs,_,-0.7143022,0.31577325,0.5621601
attn_0_0_outputs,_,0.26368323,0.17361371,-0.4822038
attn_0_0_outputs,_,-0.39922625,-0.5188973,0.34725326
attn_0_0_outputs,_,0.008234962,0.19779903,0.64035565
attn_0_0_outputs,_,1.5778749,-0.47317535,0.16321585
attn_0_0_outputs,_,-0.7719024,-0.17215551,0.41794974
attn_0_0_outputs,_,-0.82167786,-0.26545563,1.4920373
attn_0_0_outputs,_,0.059373524,-0.2895493,-0.008431945
attn_0_0_outputs,_,0.29056123,0.67873544,0.38636804
attn_0_0_outputs,_,-0.44303268,0.11816127,0.15931717
attn_0_0_outputs,{,-0.2184599,-0.002192502,-2.0340366
attn_0_0_outputs,},-0.4471663,0.9040342,-1.5429183
attn_0_1_outputs,(,-0.3835809,-0.7203353,0.054863226
attn_0_1_outputs,),0.10601911,0.9831845,1.263687
attn_0_1_outputs,<pad>,-0.22418806,-0.5713083,0.23838973
attn_0_1_outputs,<s>,0.42897475,1.1884601,-2.5378408
attn_0_1_outputs,_,0.29295975,0.40383923,-0.3258195
attn_0_1_outputs,_,0.18084212,0.29229474,-0.60694
attn_0_1_outputs,_,0.6294382,-0.6868031,-0.4687821
attn_0_1_outputs,_,0.16153114,0.6433096,-0.6881756
attn_0_1_outputs,_,-1.1215911,0.8314317,0.3754083
attn_0_1_outputs,_,-0.5295083,-0.833786,0.5104821
attn_0_1_outputs,_,-0.32544836,-0.2717959,-0.0934845
attn_0_1_outputs,_,0.5934892,-0.12100327,-0.32618067
attn_0_1_outputs,_,0.010779778,0.46345812,0.38290444
attn_0_1_outputs,_,-0.39269277,-0.17639868,0.23879638
attn_0_1_outputs,_,0.29152232,0.7139381,0.41245946
attn_0_1_outputs,_,-0.326449,0.125272,0.54118663
attn_0_1_outputs,_,0.05078086,0.08147097,-0.112917714
attn_0_1_outputs,_,-0.39481658,-0.57509494,0.5860721
attn_0_1_outputs,{,-0.6247456,-0.23065388,-0.26437378
attn_0_1_outputs,},-0.6050254,-0.42703098,0.75204456
attn_0_2_outputs,0,0.6896462,-0.84624344,4.3419533
attn_0_2_outputs,1,-0.051791158,0.43087298,-2.761238
attn_0_2_outputs,10,0.0953014,0.1783474,0.52377295
attn_0_2_outputs,11,0.75887585,0.42448267,-0.25036475
attn_0_2_outputs,12,-0.58877206,0.870125,0.892524
attn_0_2_outputs,13,0.44540286,0.61048216,-1.0784223
attn_0_2_outputs,14,0.23088655,0.5596046,0.4920865
attn_0_2_outputs,15,-0.5727486,-0.0023819383,0.043581955
attn_0_2_outputs,16,0.84053975,-0.66455126,-0.45240265
attn_0_2_outputs,17,-0.33905882,0.75338244,0.21764088
attn_0_2_outputs,18,0.27239338,0.4460069,0.27194664
attn_0_2_outputs,19,1.1048483,0.49814025,0.80244243
attn_0_2_outputs,2,-0.6767623,1.5001448,-0.4429043
attn_0_2_outputs,3,-0.25458363,-0.18638241,2.5819187
attn_0_2_outputs,4,-0.38238543,-0.048255756,-1.1629722
attn_0_2_outputs,5,-0.65311974,0.88841337,-0.92990154
attn_0_2_outputs,6,0.024646882,0.47350013,-0.67789066
attn_0_2_outputs,7,-1.4636203,0.17126803,1.9012272
attn_0_2_outputs,8,-0.29414815,0.7864845,1.5910851
attn_0_2_outputs,9,-0.06257421,0.5944566,-0.76787007
attn_0_3_outputs,(,-1.2134666,0.82396156,0.23657256
attn_0_3_outputs,),0.102241814,-0.50981575,-0.23373409
attn_0_3_outputs,<pad>,0.6660074,0.19167325,0.21572772
attn_0_3_outputs,<s>,-0.56604296,0.16679057,-0.87208533
attn_0_3_outputs,_,-0.21326588,-0.25397223,0.08876182
attn_0_3_outputs,_,0.24257115,-0.11431829,-0.6364409
attn_0_3_outputs,_,0.04038623,0.7653487,0.59013325
