feature,value,1,2,3,4,5,6
attn_0_0_outputs,0,-0.29538724,-0.20501289,0.3285116,0.41778287,0.92697674,1.067416
attn_0_0_outputs,1,-0.3764886,-0.39707026,0.124515705,0.3939257,0.69566333,1.10137
attn_0_0_outputs,2,-0.3978048,-0.4702076,0.029533695,0.16829385,0.21668237,0.79952294
attn_0_0_outputs,3,0.050832685,0.047190446,0.18473545,-0.4518353,-0.05343416,0.18933229
attn_0_0_outputs,4,0.2962837,0.30924726,0.42340207,-0.24898088,0.103278406,0.93428844
attn_0_0_outputs,5,0.018963493,0.09735224,0.3116116,0.058809094,0.36350864,0.16863143
attn_0_0_outputs,<pad>,0.06990605,0.67258805,-0.2808369,-0.75615686,-0.59427214,-0.98188704
attn_0_0_outputs,<s>,-0.14789608,-0.116831295,0.15642335,-0.24688089,-0.4366064,-3.1213384
attn_0_0_outputs,_,-0.21001463,0.16746621,0.6582689,0.5408355,0.70288295,-1.775292
attn_0_0_outputs,_,-0.40092674,0.2767283,0.30784193,0.82072204,0.18968543,-1.0048802
attn_0_0_outputs,_,-0.7112119,0.16867356,-0.025722135,-0.4399346,1.7254109,-0.30122042
attn_0_0_outputs,_,-1.2421532,-0.37630257,0.47232983,-0.38316226,1.6833539,0.3798059
attn_0_0_outputs,_,-0.78084856,-0.303626,0.34145895,0.6268172,-1.3299465,0.9582771
attn_0_0_outputs,_,-0.3877412,0.13067195,0.9599915,-0.45134562,0.9656793,0.054053735
attn_0_0_outputs,_,-0.7890157,0.08081747,0.029607235,0.29116198,1.720148,0.37212512
attn_0_0_outputs,_,-0.7917618,-0.24226557,0.6077881,1.0887905,1.0372195,0.60644627
attn_0_0_outputs,_,-0.9654257,0.71671677,0.82421887,-1.4840461,2.085986,1.0077579
attn_0_0_outputs,_,-1.1213217,-0.14693443,1.1636378,0.89416796,1.070683,2.6986206
attn_0_0_outputs,_,-0.6898201,0.60080665,0.44498616,0.78269935,-1.679473,6.1076365
attn_0_0_outputs,_,-1.8053843,1.0203499,0.71776474,0.5873305,3.090989,-1.8642644
attn_0_0_outputs,_,0.16327095,0.27386373,-0.080102876,0.8884113,0.081031725,0.26260483
attn_0_0_outputs,_,-0.5351919,-0.18488279,0.081138715,1.4275997,-0.41633704,-0.5507121
attn_0_0_outputs,_,0.24277444,-0.0043947576,-0.04659716,0.8924995,0.053472757,-0.4806533
attn_0_0_outputs,_,0.12742524,-0.34078178,-0.33657804,0.6247483,0.04940978,0.50261396
attn_0_0_outputs,_,0.63421404,0.2524686,-0.034002047,0.1933234,0.7180088,0.49764264
attn_0_0_outputs,_,-0.2087172,-0.046672847,-0.19972098,-0.79341745,0.10015779,-0.5218786
attn_0_0_outputs,_,-0.12767683,0.13155411,-0.30771375,0.77751726,0.6639727,-0.09385288
attn_0_0_outputs,_,-0.66961896,-0.57035017,-0.10176858,0.027532123,0.23541479,0.33761588
attn_0_0_outputs,_,-0.4149902,-0.9630022,0.15488309,0.30991653,0.5717143,-0.41745618
attn_0_0_outputs,_,-0.8083605,-0.33743337,-0.3899749,-0.073595025,-0.30104816,0.025606645
attn_0_1_outputs,0,0.09792757,-0.13191259,0.37817666,0.21607266,-0.12952138,4.7979417
attn_0_1_outputs,1,-0.18588623,0.032384176,-0.0600966,0.018615715,-0.66594446,2.4917123
attn_0_1_outputs,2,0.5577515,0.2685383,0.29054156,0.26889127,-0.25891125,3.1835034
