feature,value,0,1,2,3,4,5,<s>
attn_0_0_outputs,0,-0.0043518366,-0.0997154,-0.3495386,-0.27918446,-0.011358531,-0.27220833,-0.7112873
attn_0_0_outputs,1,-0.048109274,0.20994715,-0.18734065,-0.14496997,0.13049057,-0.29848582,0.8722364
attn_0_0_outputs,2,-0.19646503,-0.13505672,-0.27747795,-0.3655807,-0.055503167,-0.40802377,0.26454756
attn_0_0_outputs,3,0.15803501,0.20887858,-0.22774133,0.13494699,0.20414469,-0.06856227,0.09937468
attn_0_0_outputs,4,0.07516223,0.1219755,-0.19045696,-0.047319677,0.46378765,0.015326608,-0.58501256
attn_0_0_outputs,5,-0.10498572,-0.16108245,-0.48256117,-0.23913437,-0.05287635,-0.1050398,-1.0923716
attn_0_0_outputs,<pad>,-0.29446888,-1.6372105,0.4268376,-1.6246555,0.9209947,1.0201666,0.2391398
attn_0_0_outputs,<s>,-0.167904,0.04988064,-0.43231416,-0.37534305,-0.0792633,-0.06013192,0.70300174
attn_0_0_outputs,_,0.40875143,0.52399904,1.0779712,0.82522553,0.6972485,0.35308087,-0.6362363
attn_0_0_outputs,_,-0.2529071,0.19140628,0.3122654,0.40155682,-0.37479925,0.20446698,-0.4127311
attn_0_0_outputs,_,0.2591222,-0.06365969,0.56430036,0.2701164,0.08039469,0.08634663,-0.0973238
attn_0_0_outputs,_,1.7305579,-0.9028169,1.2132704,-1.2602522,-1.1416134,0.94246554,-0.66946846
attn_0_0_outputs,_,-0.15853633,0.032986294,0.14691037,0.29618055,0.70745575,-0.46183062,0.009303904
attn_0_0_outputs,_,0.23409182,1.0722368,0.6696877,0.4597984,0.17410319,0.33069816,-0.5954731
attn_0_0_outputs,_,0.10314034,1.0225122,-0.3574495,0.36007762,-0.34895533,0.7071077,-0.6153557
attn_0_0_outputs,_,0.56947845,0.6453,-0.089292035,0.4215927,0.07410357,0.48324823,-0.81323105
attn_0_0_outputs,_,1.4631835,-0.5143731,1.1952754,-0.7303011,1.8333651,1.9748211,0.51553774
attn_0_0_outputs,_,-0.2401605,0.81896967,0.7340714,0.78350073,-0.14738289,-0.04173043,-0.07834149
attn_0_0_outputs,_,0.18626083,0.5381939,0.32388297,0.5173895,1.0874522,0.2016589,-0.51514554
attn_0_0_outputs,_,0.86020535,0.28092152,0.061018463,-0.9273112,-0.37805468,-0.05461212,-0.2880611
attn_0_0_outputs,_,-0.46436626,-0.00790257,0.3421727,0.1825641,0.01636556,0.4513586,0.10434055
attn_0_0_outputs,_,-0.43826023,0.22790761,1.0765711,-0.49839607,-0.23062722,-0.28641024,0.46452215
attn_0_0_outputs,_,-0.015484002,1.1598594,0.7031287,0.22437143,-0.03956277,-0.23479705,-0.71983427
attn_0_0_outputs,_,-0.2084271,0.4504821,0.3414128,-0.22908671,1.2689406,-0.3724667,0.10744993
attn_0_0_outputs,_,-0.5439268,1.2829075,0.11483367,1.0373095,-1.1246041,-0.06865872,-0.3167404
attn_0_0_outputs,_,0.122696064,0.36172166,0.29899946,0.011061695,0.2892627,0.2934858,0.10950247
attn_0_0_outputs,_,-0.49377018,0.72001344,-0.4320887,1.5822148,-0.38769683,-0.88545024,-0.74209523
attn_0_0_outputs,_,0.15937263,0.87288094,-0.42511776,1.0765066,0.21565785,0.16405301,-0.23031908
attn_0_0_outputs,_,0.22119713,-0.23255458,-0.10612536,0.34186283,-0.51156193,0.8366781,-0.5373374
attn_0_0_outputs,_,0.23499565,0.16247167,0.25403208,-0.034941085,-0.093762055,-0.25821608,-0.16087621
attn_0_0_outputs,_,0.88532156,-0.67804915,1.6218429,-0.76455396,-1.0789046,-0.83930737,-0.4996954
