feature,value,F,P,T
attn_0_0_outputs,(,-0.480479,0.051945478,-0.05808426
attn_0_0_outputs,),0.25770092,-0.21476503,-0.3238567
attn_0_0_outputs,<pad>,1.8362292,-0.123124704,-0.74897534
attn_0_0_outputs,<s>,0.07767904,-0.12215172,-0.24332838
attn_0_0_outputs,_,0.931359,0.63176113,-0.27101538
attn_0_0_outputs,_,0.55476356,-0.46882102,-1.7496599
attn_0_0_outputs,_,1.0479463,-0.1182388,-1.4349675
attn_0_0_outputs,_,0.9880003,-0.47447786,-2.4800534
attn_0_0_outputs,_,1.0466003,0.42593488,-0.63876164
attn_0_0_outputs,_,1.2563334,0.9604405,-1.5718112
attn_0_0_outputs,_,0.39985222,-0.080422744,-1.3160678
attn_0_0_outputs,_,0.70578694,-0.2512376,-1.3787103
attn_0_0_outputs,_,0.5502904,-0.9196441,-1.3189993
attn_0_0_outputs,_,0.50587744,-0.55069965,-1.2397224
attn_0_0_outputs,_,0.17703272,1.1089886,-0.61639357
attn_0_0_outputs,_,-0.45813254,0.7952255,-0.24043666
attn_0_0_outputs,_,0.38727373,-0.116295874,-0.6607863
attn_0_0_outputs,_,0.07422601,-0.16807202,-1.4042392
attn_0_0_outputs,_,0.96942455,-0.06961941,-0.9223669
attn_0_0_outputs,_,-0.34268832,-0.09136204,-1.2349098
attn_0_0_outputs,_,0.5664014,-0.40223837,-1.4425472
attn_0_0_outputs,_,0.28600606,0.6170965,0.1938598
attn_0_0_outputs,_,-0.3602207,1.2011589,-0.4860983
attn_0_0_outputs,_,-0.24620359,0.67537373,-0.22772923
attn_0_0_outputs,_,0.6794436,1.0556277,-0.79296243
attn_0_0_outputs,_,-0.2491254,0.88259006,-1.1890727
attn_0_0_outputs,_,-0.98397714,1.0705085,-1.3589197
attn_0_0_outputs,_,0.54104525,1.330338,-1.0254698
attn_0_0_outputs,_,-1.013113,0.78396314,-0.63434696
attn_0_0_outputs,_,-1.0232155,1.0331554,-0.66150904
attn_0_0_outputs,_,0.08129148,1.5169836,-0.7112232
attn_0_0_outputs,_,0.8318331,1.1851971,-0.1702851
attn_0_0_outputs,_,-0.57917994,1.0084466,-1.6429217
