feature,value,0,1,2,3,4,5,<s>
attn_0_0_outputs,0,-1.2959168,0.3289365,0.23614441,0.4912696,0.3942375,0.3284972,0.5655419
attn_0_0_outputs,1,-0.18132664,-0.7825216,-0.09346734,0.2409184,0.081933536,0.06894354,0.4617445
attn_0_0_outputs,2,0.06108434,0.2655566,-1.0073651,0.26530784,0.13158287,0.21713673,1.3880969
attn_0_0_outputs,3,-0.09380286,0.0907952,-0.012520112,-0.95602965,0.04342108,0.18142486,0.67130244
attn_0_0_outputs,4,-0.16549411,-0.016928282,-0.1556901,0.109248176,-1.2950835,0.07536598,1.0508201
attn_0_0_outputs,5,0.21221231,0.3277392,0.19883662,0.5502561,0.29258257,-1.2350171,1.5811641
attn_0_0_outputs,<pad>,0.08948613,0.3588922,0.21284845,-0.10353504,-0.15314955,-0.01837137,-0.26380578
attn_0_0_outputs,<s>,0.5397576,0.728531,1.1919539,0.3039953,0.46930838,0.7005086,-14.964441
attn_0_0_outputs,_,0.23657444,0.013298854,-0.045248605,0.17091705,-0.39836264,0.006685777,-0.5472356
attn_0_0_outputs,_,0.46958226,0.4106952,0.09914352,0.04575803,0.28605545,0.076199986,-0.08656069
attn_0_0_outputs,_,-0.39589682,0.8194218,0.00040404382,0.76541543,0.94049233,0.015182024,-0.48506507
attn_0_0_outputs,_,-0.84276104,-0.0017638669,-0.5148151,0.04785542,-0.31927702,0.03958492,0.18466602
attn_0_0_outputs,_,0.030923815,0.34168544,-0.38239482,0.20984484,0.44696695,-1.1423855,-0.8635479
attn_0_0_outputs,_,-1.282822,0.66848296,-0.2453996,0.71044093,-0.04008835,-0.27177456,-0.2640751
attn_0_0_outputs,_,-0.44198647,0.7590499,-0.16151312,-0.6093061,0.051869694,-0.082636856,-0.6458512
attn_0_0_outputs,_,0.09657781,0.8705538,-0.75425,1.0968014,-0.12401935,-0.08145938,-0.1769712
attn_0_0_outputs,_,-0.6675885,0.84763515,-0.18787304,0.613062,0.39763352,0.3979817,-0.95335484
attn_0_0_outputs,_,-0.6028299,0.80456996,-0.40500942,0.82255274,-0.022352824,-0.068683825,-0.53003794
attn_0_0_outputs,_,0.5479637,0.27329198,-0.17819093,0.23737746,0.48889068,-0.10037798,-0.56440264
attn_0_0_outputs,_,0.9477676,0.096314214,-0.23732556,-0.28248945,-0.27875105,0.17719962,-0.011395205
attn_0_1_outputs,0,1.1130966,0.0099738715,0.30338514,-0.34215504,-0.25717172,-0.27430257,0.4003476
attn_0_1_outputs,1,-0.19141184,0.7122888,-0.40405527,-0.2132255,-0.3967577,-0.63339144,-0.17919964
attn_0_1_outputs,2,0.046452194,-0.09811055,0.742776,0.081912495,-0.23522039,-0.44434804,0.80108625
attn_0_1_outputs,3,0.12291654,-0.01243639,0.15454966,1.3262122,-0.37390485,-0.49323484,0.13613704
attn_0_1_outputs,4,0.15700941,0.27799276,0.3942163,0.306744,0.059897836,-0.15047237,-0.3483094
