feature,value,F,P,T
attn_0_0_outputs,(,-0.36323434,0.71384215,-0.16827898
attn_0_0_outputs,),-0.5172588,0.45094845,-0.18051054
attn_0_0_outputs,<pad>,1.0003091,-1.3426548,-1.3353605
attn_0_0_outputs,<s>,-0.77802277,0.3572212,-0.39538863
attn_0_0_outputs,_,1.8478537,-1.5549514,-1.3878183
attn_0_0_outputs,_,1.0068064,-0.5602109,-0.2778116
attn_0_0_outputs,_,2.3412116,-1.3260249,0.65659904
attn_0_0_outputs,_,1.8416837,-1.4675004,-0.41319412
attn_0_0_outputs,_,1.7399071,-1.6077241,-1.4464226
attn_0_0_outputs,_,1.5966064,-1.0632937,-2.1449535
attn_0_0_outputs,_,1.2878928,1.1578326,-2.1012042
attn_0_0_outputs,_,1.7097319,-1.0805037,0.31652364
attn_0_0_outputs,_,2.3584065,2.0044637,-2.3777905
attn_0_0_outputs,_,1.9441923,-1.486902,-1.6028832
attn_0_0_outputs,_,1.3796731,-1.5448104,-2.2353153
attn_0_0_outputs,_,1.6709615,-1.4033221,0.124549344
attn_0_0_outputs,_,1.5027883,-1.7113239,-0.56663
attn_0_0_outputs,_,1.815956,-1.1133604,-1.5069741
attn_0_0_outputs,_,1.7949139,-0.87887126,-0.78234684
attn_0_0_outputs,_,1.2075452,-1.180689,-1.6121911
attn_0_0_outputs,_,1.6399215,-1.5278951,-1.7775614
attn_0_0_outputs,_,1.7649012,-0.718287,-0.7083372
attn_0_0_outputs,_,1.2777642,1.2794571,-2.1920571
attn_0_0_outputs,_,1.9186093,-0.9049309,-1.6924618
attn_0_0_outputs,_,0.11245733,1.178713,-1.8591628
attn_0_0_outputs,_,1.7387718,-0.82579535,-1.9866325
attn_0_0_outputs,_,0.96388644,-1.2919517,-1.5945128
attn_0_0_outputs,_,0.72102386,1.3442948,-1.9822221
attn_0_0_outputs,_,1.6838254,-1.2750719,-0.89712745
attn_0_0_outputs,_,1.2611988,1.68873,-2.0123744
attn_0_0_outputs,_,0.73041975,-0.85731596,-2.1392148
attn_0_0_outputs,_,0.8778115,-1.8209021,-1.0743608
attn_0_0_outputs,_,-1.0930146,1.7863137,-1.8585465
attn_0_0_outputs,_,0.74422586,-0.39125338,-1.3445271
attn_0_0_outputs,_,0.51472735,2.200829,-1.0997281
attn_0_0_outputs,_,-1.5251652,1.2008238,-1.9780341
attn_0_0_outputs,_,0.7628428,-1.6345632,-0.14738165
attn_0_0_outputs,_,-1.4185492,1.1861461,0.19505185
attn_0_0_outputs,_,-0.8629199,0.5068543,0.8083152
attn_0_0_outputs,_,-0.33195612,-0.13967061,-1.0224819
attn_0_0_outputs,_,-1.7225966,-0.41787788,0.059967432
attn_0_0_outputs,_,-0.066673964,0.2486862,-0.23898184
attn_0_0_outputs,_,0.08507768,0.11328676,-0.721275
attn_0_0_outputs,_,1.7790009,-0.5529298,0.6524961
attn_0_0_outputs,_,0.31320646,-0.3147464,0.5272782
attn_0_0_outputs,_,0.25682476,0.22551769,0.06925921
attn_0_0_outputs,_,0.22165596,1.0418704,0.47507894
attn_0_0_outputs,_,-0.5239944,0.3023741,-0.5631288
attn_0_0_outputs,_,-0.9897132,0.10483036,0.036459662
attn_0_0_outputs,_,0.9618528,0.9806148,-0.061048523
attn_0_0_outputs,_,0.28399137,1.2815523,-0.7857836
attn_0_0_outputs,_,-0.65338445,0.04199728,0.05795452
attn_0_0_outputs,_,0.66779995,-0.51439124,0.8265726
attn_0_0_outputs,_,-0.9495478,0.59236676,0.5528226
attn_0_0_outputs,_,-0.6974403,-0.14591356,-0.06709943
attn_0_0_outputs,_,0.1256478,-0.5778506,-0.44856498
attn_0_0_outputs,_,0.8841204,-0.3360835,1.8491703
attn_0_0_outputs,_,-0.5250882,0.89867634,0.43849105
attn_0_0_outputs,_,-0.40775135,0.06584255,-0.28342396
attn_0_0_outputs,_,-1.1429628,0.53965724,0.3418558
attn_0_0_outputs,_,-0.15428762,-0.57443994,-0.6208219
attn_0_0_outputs,_,-0.36978036,0.20781252,-1.0642192
attn_0_0_outputs,_,0.1267434,0.9089515,-0.36347774
attn_0_0_outputs,_,-0.037113458,0.7579447,-1.1121944
attn_0_0_outputs,_,-0.31180212,-0.20511232,-0.49386397
attn_0_0_outputs,_,0.17411909,0.6966754,0.45364368
attn_0_0_outputs,_,-0.0056016934,0.38099673,-0.23021874
attn_0_0_outputs,_,0.25779557,0.4965731,0.30091608
attn_0_0_outputs,_,-0.89986503,-0.2092772,0.45107728
attn_0_0_outputs,_,-0.37536877,1.2842815,-0.08333361
attn_0_0_outputs,_,0.606625,0.086582124,0.06502964
attn_0_0_outputs,_,-0.26056036,-0.021915166,-0.44137225
attn_0_0_outputs,_,-0.06005185,0.75284743,0.100847006
attn_0_0_outputs,_,-0.18713453,0.5142817,-0.052436903
attn_0_0_outputs,_,-0.6155426,0.20272753,0.46381214
attn_0_0_outputs,_,-0.714291,0.1613259,-0.4634687
attn_0_0_outputs,_,0.4915999,-0.93788344,1.2452104
attn_0_0_outputs,_,0.14814846,0.47114658,0.47768164
attn_0_0_outputs,_,0.08517924,0.6503612,1.2034914
attn_0_0_outputs,_,0.27881226,-0.23986226,0.5260896
attn_0_1_outputs,(,0.16847502,0.9456192,-0.24609001
attn_0_1_outputs,),-0.42881662,0.890914,-0.4221847
attn_0_1_outputs,<pad>,0.34917316,-0.36603424,0.61266845
attn_0_1_outputs,<s>,0.14753562,1.2576412,-0.039844137
attn_0_1_outputs,_,0.0816888,-0.042049084,0.24669296
attn_0_1_outputs,_,0.099469654,-0.13469018,-0.16519138
attn_0_1_outputs,_,0.03214622,-0.09500976,-0.06097425
attn_0_1_outputs,_,0.07961754,-0.59264714,-0.090730086
attn_0_1_outputs,_,0.86862564,0.76185673,0.07679883
attn_0_1_outputs,_,0.39328003,0.4593419,-0.39421615
attn_0_1_outputs,_,-0.015298715,-0.6094679,-0.41073734
attn_0_1_outputs,_,0.11406179,0.1778693,-0.985033
attn_0_1_outputs,_,0.03263561,-0.49850196,0.030309072
attn_0_1_outputs,_,-0.024777547,0.6227349,0.049961854
attn_0_1_outputs,_,0.1239047,1.261021,0.009366831
attn_0_1_outputs,_,0.5278877,0.7214219,-1.4761571
attn_0_1_outputs,_,0.033335574,0.6630669,0.18739764
attn_0_1_outputs,_,-0.12364785,0.4496602,-0.3020038
attn_0_1_outputs,_,0.10538832,0.22077136,-0.3076856
attn_0_1_outputs,_,-0.7374819,-0.039333098,-0.09593701
attn_0_1_outputs,_,-0.046214547,0.5659281,0.39501885
attn_0_1_outputs,_,0.057980217,0.73337185,0.29005656
attn_0_1_outputs,_,-0.34279352,-0.522897,0.17210414
attn_0_1_outputs,_,0.33815652,0.21135242,0.8566802
attn_0_1_outputs,_,0.44071048,-0.47510192,-0.40519136
attn_0_1_outputs,_,-0.19588295,0.9370907,0.6273674
attn_0_1_outputs,_,-0.06323209,0.26372397,0.2454716
attn_0_1_outputs,_,0.45183757,0.67098796,1.3037031
attn_0_1_outputs,_,-0.34407204,0.68093693,0.5425013
attn_0_1_outputs,_,-0.1540893,0.9199062,0.84409875
attn_0_1_outputs,_,-0.5370496,0.37238988,0.43203312
attn_0_1_outputs,_,-0.25558436,-0.044097837,1.2567257
attn_0_1_outputs,_,-0.7234613,0.17732716,0.36896366
attn_0_1_outputs,_,0.15512946,-0.17593561,1.5590916
attn_0_1_outputs,_,0.042125184,0.2392832,-0.107380606
attn_0_1_outputs,_,0.23833907,0.11712755,1.2391404
attn_0_1_outputs,_,0.42985293,-0.21647453,0.41188413
attn_0_1_outputs,_,-0.096628904,0.11290253,1.412
attn_0_1_outputs,_,-0.18050264,0.01814755,0.037345637
attn_0_1_outputs,_,-0.6384978,0.2186874,0.04465485
attn_0_1_outputs,_,-0.7214824,-0.51911885,-1.343132
attn_0_1_outputs,_,0.37638,0.1462998,0.007781716
attn_0_1_outputs,_,-0.1674702,0.48808882,0.6715544
attn_0_1_outputs,_,-0.26974115,-0.7683185,1.0522178
attn_0_1_outputs,_,-0.29241133,-0.21334149,-1.4971615
attn_0_1_outputs,_,0.37819594,-0.15352528,0.055482563
attn_0_1_outputs,_,0.032315355,0.13783231,0.94680464
