feature,value,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
attn_0_0_outputs,0,13.005179,-9.40072,-11.014136,-12.763213,-12.544271,-17.172321,-9.891138,-17.736666,13.806355,9.414586,8.395612,5.675403,2.8363695,-1.3107572,-4.568008,-6.9480414
attn_0_0_outputs,1,13.091894,-9.312754,-10.890515,-12.283806,-12.88844,-12.002333,-15.33416,-17.232979,13.939479,9.505918,8.58785,5.8191304,3.015241,-1.1692681,-4.376503,-6.7003617
attn_0_0_outputs,2,13.017648,-9.445509,-11.131328,-12.309886,-12.737316,-14.555597,-14.530327,-17.200401,13.821243,9.438835,8.4221525,5.716306,2.8241396,-1.3102427,-4.5161424,-6.9976444
attn_0_0_outputs,3,13.046648,-9.32304,-11.294058,-12.358432,-13.219648,-13.526643,-11.717003,-16.42403,13.820951,9.413318,8.434188,5.709464,2.906563,-1.2907681,-4.5552464,-6.88962
attn_0_0_outputs,4,13.237211,-9.109819,-10.955391,-11.982097,-13.182881,-12.476326,-15.239531,-10.286562,14.042314,9.619729,8.650643,5.8847904,3.0663905,-1.1170987,-4.2837944,-6.7200046
attn_0_0_outputs,5,13.079345,-9.432384,-11.07394,-12.336719,-14.265032,-12.523308,-11.101217,-17.420607,13.840176,9.396314,8.407392,5.6883907,2.8014486,-1.3314072,-4.506912,-6.9111915
attn_0_0_outputs,<pad>,2.5517485,-2.8445752,-3.634831,-4.6344037,-3.657794,-3.2644513,-1.6304182,-1.3424333,3.62109,0.20083657,0.75062007,-0.8696004,0.7977207,-4.041972,-3.641519,-4.370002
attn_0_0_outputs,<s>,9.469119,-14.999268,-16.594164,-16.923548,-19.94665,-18.117455,-17.454098,-16.147694,10.103476,5.492698,4.3267426,1.4417529,-1.646256,-6.069225,-9.446407,-11.851395
attn_0_0_outputs,_,1.0835739,-2.9650676,-3.940273,-4.813284,-4.337551,-3.5336506,-2.3972986,-1.1815025,1.7225604,1.5824611,1.2389023,1.3404483,0.08941273,-1.9817071,-1.5128763,-3.0150511
attn_0_0_outputs,_,1.2421123,-3.12465,-4.158226,-4.594845,-4.4247847,-3.2224998,-2.2759237,-1.4246436,1.3078216,2.1853497,0.6236162,0.8499684,0.1971991,-1.5616088,-1.3082477,-2.7398825
attn_0_0_outputs,_,1.3887763,-1.8430176,-4.5019703,-5.2290506,-2.7066965,-3.9699998,-2.4102666,-2.030446,2.8706312,0.024116697,2.117927,3.613178,-0.5969005,-2.7376215,-0.4585317,-3.8848245
