feature,value,F,P,T
attn_0_0_outputs,(,-0.079673216,-0.46020287,-0.14470749
attn_0_0_outputs,),0.8503269,0.1375137,-0.1459878
attn_0_0_outputs,<pad>,0.6681254,0.044764247,1.2568965
attn_0_0_outputs,<s>,0.042919688,0.842867,0.519498
attn_0_0_outputs,_,0.112267375,-0.16031855,0.3299977
attn_0_0_outputs,_,-0.32586044,-0.6206054,0.31191027
attn_0_0_outputs,_,0.52570695,-1.490203,-0.13016792
attn_0_0_outputs,_,-0.017435465,0.31535763,-0.06762267
attn_0_0_outputs,_,-0.5422526,-0.1667244,1.3056283
attn_0_0_outputs,_,0.40900815,0.5645111,0.73308337
attn_0_0_outputs,_,-0.74751633,-1.3440462,1.186588
attn_0_0_outputs,_,-0.37912232,-0.47561112,-0.6916486
attn_0_0_outputs,_,0.24232024,-0.46971017,0.12683854
attn_0_0_outputs,_,0.38760173,0.52602416,0.15441054
attn_0_0_outputs,_,-0.07299013,-0.35852605,0.36790517
attn_0_0_outputs,_,0.087812595,0.34050778,0.25557235
attn_0_0_outputs,_,0.6272618,-0.39346194,-0.07619501
attn_0_0_outputs,_,0.16813922,-1.4015815,1.4392858
attn_0_0_outputs,_,-0.19836573,-0.31556645,-0.6707992
attn_0_0_outputs,_,0.6221977,0.07373713,-0.45777404
attn_0_0_outputs,_,-0.08105771,-0.24522853,0.61616206
attn_0_0_outputs,_,0.23416969,-0.2199862,0.37582362
attn_0_0_outputs,_,0.12322543,-0.16731983,0.2540375
attn_0_0_outputs,_,0.63525283,0.40235892,0.89631116
attn_0_0_outputs,_,0.3654462,-0.6663554,-0.119925275
attn_0_0_outputs,_,0.65240836,-0.8626892,0.38015884
attn_0_0_outputs,_,0.30013245,-0.500207,1.1561999
attn_0_0_outputs,_,1.4465531,-0.40804017,1.256611
attn_0_0_outputs,_,-0.08857593,0.4229576,2.1752598
attn_0_0_outputs,_,0.6044363,-0.20451537,-0.7752646
attn_0_0_outputs,_,-0.736686,0.006755149,-0.9076907
attn_0_0_outputs,_,-0.20534536,0.9146717,0.52392757
attn_0_0_outputs,_,-0.14108281,0.37828135,0.5323079
attn_0_0_outputs,_,-0.4082256,1.0996623,-0.14101008
attn_0_0_outputs,_,0.041465472,-0.26498938,0.7253062
attn_0_0_outputs,_,-0.16221555,0.251819,-0.6996226
attn_0_0_outputs,_,-1.3107644,-1.4371746,0.3664139
attn_0_0_outputs,_,-0.41340727,0.7468585,0.92899036
attn_0_0_outputs,_,-0.26261896,-0.6015022,0.9358333
attn_0_0_outputs,_,-0.4638768,0.4476452,-0.09245262
attn_0_0_outputs,_,-0.9287098,0.01967991,-0.05614962
attn_0_0_outputs,_,-0.19471428,-0.0686267,0.5077853
attn_0_0_outputs,_,-0.43424538,1.3705004,-0.48285675
attn_0_0_outputs,_,-0.74183476,0.95392036,-0.44402444
attn_0_0_outputs,_,0.88373774,0.06911573,0.9068317
attn_0_0_outputs,_,-0.61901695,0.5659588,-1.0374953
attn_0_0_outputs,_,-0.024459152,0.13683216,-0.56050426
attn_0_0_outputs,_,0.06838031,0.34404293,-1.1025681
attn_0_0_outputs,_,-0.42902815,1.3917787,-0.48521546
attn_0_0_outputs,_,-0.006083107,0.113727435,-1.0717673
attn_0_0_outputs,_,0.770148,-0.48800123,0.34583774
attn_0_0_outputs,_,-1.2558227,0.15498503,0.14250055
attn_0_0_outputs,_,-0.10227385,0.6078193,0.2246051
attn_0_0_outputs,_,-0.6719468,0.6245683,0.056220543
attn_0_0_outputs,_,-0.14570312,0.22065175,-0.7389926
attn_0_0_outputs,_,-0.02274498,-0.11024487,-0.19014034
attn_0_0_outputs,_,-0.3433321,0.783179,1.0786886
attn_0_0_outputs,_,-0.5148535,0.3837714,-0.16667175
attn_0_0_outputs,_,-1.1587644,1.121227,-0.18768144
attn_0_0_outputs,_,0.11267577,0.5626272,-0.26527578
attn_0_1_outputs,(,0.32825544,1.2547628,-0.18894306
attn_0_1_outputs,),0.61624694,0.2669369,0.15141426
attn_0_1_outputs,<pad>,-0.806426,0.45758063,-0.65700865
attn_0_1_outputs,<s>,0.9255263,0.4362244,-0.4121121
attn_0_1_outputs,_,0.32784012,-0.41613665,0.33482185
attn_0_1_outputs,_,0.5339969,0.2172887,-0.4655414
attn_0_1_outputs,_,-0.854507,-0.1521581,-0.016879618
attn_0_1_outputs,_,-0.2100912,-0.08686125,-0.687816
attn_0_1_outputs,_,-0.28832632,-0.13160191,-0.3158323
attn_0_1_outputs,_,-0.084139206,-0.23023292,-0.9954446
attn_0_1_outputs,_,-0.05502051,0.7081732,-0.78824246
attn_0_1_outputs,_,0.30454326,0.19678247,-1.3475292
attn_0_1_outputs,_,0.42414632,0.50545126,-1.1453471
attn_0_1_outputs,_,-1.2836101,-0.22586806,-0.5284305
attn_0_1_outputs,_,0.3001487,0.53263676,-0.8478646
attn_0_1_outputs,_,0.25203872,-0.54335004,-0.4244794
attn_0_1_outputs,_,0.31275347,-0.0046692793,-0.14001231
attn_0_1_outputs,_,-0.9382651,-0.16300775,-0.811923
attn_0_1_outputs,_,-0.4282425,0.14046155,-0.81316936
attn_0_1_outputs,_,-0.03156858,-0.21007928,-0.35716802
attn_0_1_outputs,_,-0.4799852,0.87603587,0.22302023
attn_0_1_outputs,_,-0.057567496,-0.28579992,-0.35180762
attn_0_1_outputs,_,0.3506263,0.031800818,-0.8863089
