feature,value,1,2,3,4,5,6
attn_0_0_outputs,0,0.2679695,0.51459795,0.30925047,-0.583702,-2.3152008,-12.099753
attn_0_0_outputs,1,-0.43613273,-0.19336759,0.00253733,-0.050376866,0.24010499,0.70135695
attn_0_0_outputs,10,-0.17042375,0.09390492,0.29416078,-0.18004015,-0.18323012,-0.95601624
attn_0_0_outputs,11,-0.09566927,0.1861154,0.45211327,0.005619454,-0.013797112,-0.37624344
attn_0_0_outputs,12,0.00044548092,0.3455278,0.41604117,0.104578346,-0.40361133,0.26577976
attn_0_0_outputs,13,0.0022431586,0.41790277,0.51220864,0.25284246,0.03232458,0.3695173
attn_0_0_outputs,14,-0.6169556,-0.19445549,-0.09057613,-0.15393971,-0.16030529,-5.428524
attn_0_0_outputs,15,0.050780915,0.4410141,0.5816448,0.19095482,0.78059113,1.1399603
attn_0_0_outputs,16,-0.21198818,0.16388083,0.28210682,-0.11018681,-0.086514555,-0.35488826
attn_0_0_outputs,17,-0.28199586,0.2429664,0.38487124,0.18241598,0.11169681,0.8019622
attn_0_0_outputs,18,-0.51380277,-0.053598758,0.07183575,-0.13313101,-0.27169153,-3.80198
attn_0_0_outputs,19,0.023209972,0.29262942,0.2967753,0.05558997,0.28453672,-9.382701
attn_0_0_outputs,2,-0.25137147,0.05604361,0.22606647,0.17886354,0.51442957,1.2809895
attn_0_0_outputs,20,-0.14250837,0.18959862,0.45997286,-0.14083084,0.11460914,-7.757787
attn_0_0_outputs,21,-0.062997565,0.3958555,0.5015149,0.01883253,0.04005823,-6.093913
attn_0_0_outputs,22,-0.13221881,0.16305114,0.40449858,0.2659408,0.18373905,-5.309618
attn_0_0_outputs,23,-0.2972996,0.1611641,0.4048477,0.37401938,0.3229158,-4.8226366
attn_0_0_outputs,24,-0.26546824,0.1808742,0.29616952,0.06116421,0.15914582,-4.036543
attn_0_0_outputs,25,0.11188949,0.49570245,0.7748583,0.4842829,0.37548932,-3.4009268
attn_0_0_outputs,26,-0.34375572,-0.015802043,0.057946306,-0.1949277,-0.29733297,-3.6093068
attn_0_0_outputs,27,0.10164152,0.5222928,0.77572757,0.8374198,-0.9723975,-1.2838639
attn_0_0_outputs,28,-0.28015944,0.09855965,0.44951633,-0.03949166,-0.35768396,-1.9531226
attn_0_0_outputs,29,-0.072525166,0.042949088,0.3584548,0.36870292,-19.476635,-2.0850348
attn_0_0_outputs,3,0.2175531,0.5628885,0.83153147,0.69344634,1.1313317,1.429331
attn_0_0_outputs,30,0.19713283,0.21006161,0.5554978,-0.2897284,-0.27213028,-0.03861854
attn_0_0_outputs,31,-0.24510486,0.40160695,-0.05891484,0.47383595,0.1353836,0.16539644
attn_0_0_outputs,32,-0.2358584,0.54050356,0.74973404,-0.6440323,-0.7319623,-0.16193779
attn_0_0_outputs,33,-0.40043858,0.52863777,0.8051961,0.22249813,-0.1066022,-0.41682595
attn_0_0_outputs,34,0.24495432,0.35432905,0.0204988,-0.1694634,0.27406496,0.37989864
attn_0_0_outputs,35,-0.01724658,-0.43115562,0.2932644,0.6216221,0.5775916,0.78201884
attn_0_0_outputs,36,-0.12062411,-0.18181708,0.54153526,0.2774373,-0.056245875,-0.34335244
attn_0_0_outputs,37,-0.7025622,0.18685926,-0.22461742,0.35168406,0.15159398,0.08998722
attn_0_0_outputs,38,-0.88685125,0.8061345,0.57804394,0.52996606,0.17392002,0.07046582
attn_0_0_outputs,39,0.10691174,-0.82127476,0.38681448,-0.33019194,-0.6425971,-0.483139
attn_0_0_outputs,4,-0.23739864,0.1968293,0.165643,0.38472453,0.45818913,1.1165217
attn_0_0_outputs,5,0.26106083,0.5025996,0.6868435,0.42564565,1.2007301,1.2528186
attn_0_0_outputs,6,-0.2350836,0.092687294,0.13694242,0.044036552,-0.2824118,1.2535913
attn_0_0_outputs,7,-0.12713946,0.27897674,0.3760099,0.200653,0.2638463,-3.543226
attn_0_0_outputs,8,0.038645335,0.49444416,0.5549795,0.4170654,0.12505843,-2.2954693
attn_0_0_outputs,9,-0.25898477,0.14809372,0.35143533,-0.11056849,-0.24068336,-1.0401889
attn_0_1_outputs,0,-0.1756754,-0.08228952,-0.048239894,-0.26110026,-0.36117566,-5.4484525
attn_0_1_outputs,1,-0.24206997,-0.43484014,0.07796178,-0.073360115,1.3207396,0.8219013
attn_0_1_outputs,10,-0.07817266,-0.06526744,-0.029262247,-0.18106689,-0.23491368,-4.5644064
attn_0_1_outputs,11,0.11991876,0.19497092,0.2147949,0.029901357,-0.12427593,-3.445866
attn_0_1_outputs,12,0.087954246,0.12183737,0.11254523,0.10012589,-0.18383984,0.56533295
attn_0_1_outputs,13,0.023240006,0.15131362,0.006260406,0.123355076,-0.12163783,0.5913095
attn_0_1_outputs,14,0.3504359,0.59392846,0.38549656,0.4239009,0.59071034,-2.3633413
attn_0_1_outputs,15,-0.49214467,-0.5179016,-0.5056554,-0.58439696,-0.4067102,-2.6058474
attn_0_1_outputs,16,0.11500789,0.22276112,-0.031194596,0.3496083,0.054488715,-3.8703241
attn_0_1_outputs,17,-0.045022603,-0.017035885,-0.052365813,-0.0884991,-0.094653346,-3.389338
attn_0_1_outputs,18,0.032298494,0.0937582,-0.023420822,0.20368052,-0.47512212,-4.027754
attn_0_1_outputs,19,-0.18188149,-0.073952965,-0.10298563,0.07915445,0.1887724,-7.325376
attn_0_1_outputs,2,-0.062113762,-0.03467858,0.054835193,0.22298563,0.16182713,3.015906
attn_0_1_outputs,20,-0.6992718,-0.6939025,-0.5177043,-0.6421493,-0.21442536,-6.6666446
attn_0_1_outputs,21,0.25481433,0.18069768,0.35425863,0.15717302,0.40793473,-4.598244
attn_0_1_outputs,22,-0.12270723,-0.09639893,0.02914287,0.37208858,0.3714897,-5.9044886
attn_0_1_outputs,23,0.095346816,0.0625318,0.11255043,0.13619442,0.046230968,-4.3878508
attn_0_1_outputs,24,0.18923323,0.24089791,0.40776736,0.33816338,0.73796004,-3.1284826
attn_0_1_outputs,25,0.44848642,0.47307655,0.3484947,0.16503671,-0.803347,-2.0020685
attn_0_1_outputs,26,-0.044957817,0.089073084,-0.26914394,-0.91722804,-1.6517544,-1.647274
attn_0_1_outputs,27,0.114358455,0.018009637,0.5177153,0.061525255,0.82853436,-2.9152927
attn_0_1_outputs,28,0.54919827,0.6012468,0.8446705,0.68790567,-1.1375537,-1.3431493
attn_0_1_outputs,29,0.26358894,-0.14416717,0.19344737,0.34648278,-18.952263,-1.7414471
attn_0_1_outputs,3,-0.12349203,-0.2396926,0.021184992,-0.056878835,1.2246745,-0.28048772
attn_0_1_outputs,30,0.25223637,0.52269995,-0.20898964,0.3662517,0.19670403,-0.75173074
attn_0_1_outputs,31,-0.06448117,-0.03192086,-0.12557766,0.18320952,0.603765,-0.26233307
attn_0_1_outputs,32,0.07028537,-0.23404773,0.63442814,-0.6189698,-0.34102115,0.2683784
attn_0_1_outputs,33,-0.37467772,0.74066806,-0.25266272,-0.34007034,0.5334657,-0.2454318
attn_0_1_outputs,34,0.2081152,0.05973684,0.16354425,-0.37453932,0.19309288,0.11836963
attn_0_1_outputs,35,-0.7755097,0.7127567,0.092537,0.19879924,0.30015,0.19439247
attn_0_1_outputs,36,-1.2406785,0.65807205,-0.08333233,0.76983964,0.04048436,-0.14025612
attn_0_1_outputs,37,-0.39034402,-0.004923881,0.08920639,0.40558192,-0.32861736,-0.32481867
attn_0_1_outputs,38,-0.08461077,-0.10049648,0.26552677,0.35281107,0.17794606,-0.08207181
attn_0_1_outputs,39,0.11200532,-0.3059651,0.6535863,0.3488903,-0.2418546,0.3093104
attn_0_1_outputs,4,0.11357533,0.13481393,-0.41992593,1.359871,0.110112235,0.6336897
attn_0_1_outputs,5,-0.28692776,-0.40247726,-0.053248495,-0.162444,1.3970578,0.36440778
