feature,value,F,P,T
attn_0_0_outputs,(,-0.10642412,0.20785959,0.35767132
attn_0_0_outputs,),-0.4413632,-0.1553486,0.10847264
attn_0_0_outputs,<pad>,0.41010964,-0.038782395,-0.1081883
attn_0_0_outputs,<s>,0.041782282,0.110206924,0.06739914
attn_0_0_outputs,_,-0.508579,-0.04058184,-0.34411237
attn_0_0_outputs,_,-0.55416864,0.47621986,-0.3074785
attn_0_0_outputs,_,0.8031832,0.56172335,0.26668286
attn_0_0_outputs,_,-1.0843713,-0.094387084,-0.8149298
attn_0_0_outputs,_,-0.42680162,0.80102795,0.8145825
attn_0_0_outputs,_,-0.56175226,0.4957689,-0.6133637
attn_0_0_outputs,_,-0.06260345,0.18359745,0.24264681
attn_0_0_outputs,_,-0.96438193,0.32113087,-1.1450315
attn_0_0_outputs,_,-0.05789344,-0.03222975,-0.4022104
attn_0_0_outputs,_,0.45629105,0.28174478,0.44945115
attn_0_0_outputs,_,0.23364818,0.3156835,-0.88147277
attn_0_0_outputs,_,-0.24526043,0.32568458,-0.20427468
attn_0_0_outputs,_,-0.2124795,0.3328223,0.34412977
attn_0_0_outputs,_,-0.6004864,-0.11893169,-0.27988034
attn_0_0_outputs,_,-0.71057636,-0.3160807,-0.7384898
attn_0_0_outputs,_,0.036167596,0.33310768,0.3686209
attn_0_0_outputs,_,-0.6572278,0.6582965,0.10338754
attn_0_0_outputs,_,0.14170197,0.979564,0.29750556
attn_0_0_outputs,_,0.42132214,0.5965126,0.23173738
attn_0_0_outputs,_,-0.30735618,-0.34722537,0.3167479
attn_0_0_outputs,_,-0.84268135,-0.29546702,-0.72454226
attn_0_0_outputs,_,-0.08772898,0.29410923,-0.23787837
attn_0_0_outputs,_,0.44338405,0.055704966,1.3443859
attn_0_0_outputs,_,-0.40835267,0.06821108,1.0973575
attn_0_0_outputs,_,-0.013639599,-0.2665778,0.05780442
attn_0_0_outputs,_,0.9395809,-0.50736773,0.751439
attn_0_0_outputs,_,-0.3691665,-0.75270116,-0.18394463
attn_0_0_outputs,_,0.9575388,-0.23562384,0.14294775
attn_0_0_outputs,_,0.8228873,-0.85901195,-0.3559914
attn_0_0_outputs,_,-0.3591929,-0.4933334,0.041405812
attn_0_0_outputs,_,0.22488591,-1.1355765,-0.15359353
attn_0_0_outputs,_,0.42417833,0.314905,-0.44245705
attn_0_0_outputs,_,0.33100247,-1.0909146,0.9380365
attn_0_0_outputs,_,-0.25057846,-0.31328014,1.2050794
attn_0_0_outputs,_,-0.44405735,-0.4238803,0.7273984
attn_0_0_outputs,_,-0.51280737,0.25523034,-0.67970043
attn_0_0_outputs,_,0.68010986,-0.5465588,-0.11062878
attn_0_0_outputs,_,-0.47155347,0.16429093,0.038291723
attn_0_0_outputs,_,0.21015269,0.025387628,0.004945815
attn_0_0_outputs,_,-0.067719236,-0.7462862,-0.044174794
attn_0_0_outputs,_,-0.45900947,-0.15668288,0.6871032
attn_0_0_outputs,_,-0.8611608,-1.4238439,-0.33534634
attn_0_0_outputs,_,0.45429435,-0.45356682,0.7447616
attn_0_0_outputs,_,0.556668,-0.80621517,0.5701477
attn_0_0_outputs,_,0.29809347,-0.20991085,1.1853163
attn_0_0_outputs,_,-0.21012278,0.24116561,0.32690665
attn_0_0_outputs,_,-0.109951235,-0.7551589,0.17273004
attn_0_0_outputs,_,1.0708296,-0.87132657,0.8528259
attn_0_0_outputs,_,0.7259635,0.023109935,0.47172332
attn_0_0_outputs,_,-0.5251433,-0.37467945,-0.11857756
attn_0_0_outputs,_,0.39998925,0.1804071,0.41523957
attn_0_0_outputs,_,0.0671296,-1.159661,-0.011600538
attn_0_0_outputs,_,0.46925786,0.021840721,0.61064667
attn_0_0_outputs,_,1.2521319,-0.12543228,0.3118772
attn_0_0_outputs,_,0.40643385,-0.07557244,-0.30369648
attn_0_0_outputs,_,0.8512453,-0.58295333,-0.4806639
attn_0_1_outputs,(,-0.06255298,-0.14571345,-0.33739787
attn_0_1_outputs,),-0.05098423,-0.5331793,-0.15430066
attn_0_1_outputs,<pad>,-0.41167155,0.038603503,0.28256986
attn_0_1_outputs,<s>,-0.38837183,-0.46767452,-0.46227446
attn_0_1_outputs,_,-0.5544775,0.5996346,-0.2731851
attn_0_1_outputs,_,-1.479322,-0.37372142,-0.090135075
attn_0_1_outputs,_,-0.52573776,1.4601142,0.053448897
attn_0_1_outputs,_,-0.07925751,0.17801704,-0.7776416
attn_0_1_outputs,_,0.14605033,0.9529051,0.9385813
attn_0_1_outputs,_,0.10972866,0.020102838,-1.1262305
attn_0_1_outputs,_,-0.2627271,0.32231215,-0.44264156
attn_0_1_outputs,_,-0.004512244,0.5669864,-0.704061
attn_0_1_outputs,_,-0.4677311,0.42601714,-0.11909047
attn_0_1_outputs,_,-0.31061512,0.9073821,1.4595759
attn_0_1_outputs,_,-0.70803905,0.43676502,-0.17798118
attn_0_1_outputs,_,-0.35966846,0.26645896,0.42265823
attn_0_1_outputs,_,-0.10576175,0.6194104,-0.4700148
attn_0_1_outputs,_,-0.40784281,-0.40177467,-0.04795055
attn_0_1_outputs,_,-0.32122782,0.18902743,0.5027302
attn_0_1_outputs,_,-0.38567665,0.39336467,0.86794233
attn_0_1_outputs,_,-0.10084226,0.5740057,-0.3235296
attn_0_1_outputs,_,-0.45966977,-0.25398496,1.0260978
attn_0_1_outputs,_,0.063890755,-0.3141321,1.4695978
attn_0_1_outputs,_,-2.2169724,2.3856425,-1.1797849
attn_0_1_outputs,_,-0.99228907,-0.33196282,-0.81318164
attn_0_1_outputs,_,-1.1308074,-0.6933616,1.7766703
attn_0_1_outputs,_,-0.605032,-0.02857589,-0.12126814
attn_0_1_outputs,_,0.29678223,-0.810324,0.28710446
attn_0_1_outputs,_,1.0287349,-0.37921265,-0.5311203
attn_0_1_outputs,_,0.84899306,0.8848471,-0.6141132
attn_0_1_outputs,_,0.029466325,0.281778,0.31016526
attn_0_1_outputs,_,0.15021282,-0.057619825,0.34206033
attn_0_1_outputs,_,-0.24392872,-0.4719245,0.17336303
attn_0_1_outputs,_,0.4738178,-0.9210303,-0.107986934
attn_0_1_outputs,_,0.38632545,0.102296196,0.29716936
attn_0_1_outputs,_,-0.4221431,-0.008430696,-0.21090196
