feature,value,F,P,T
attn_0_0_outputs,(,0.2177342,0.23946567,-0.46022376
attn_0_0_outputs,),0.038695894,0.07124028,-0.20102094
attn_0_0_outputs,<pad>,0.61864686,-0.037524737,1.1122893
attn_0_0_outputs,<s>,0.725419,0.5208968,0.1710947
attn_0_0_outputs,_,0.09934219,0.5488282,-0.35485005
attn_0_0_outputs,_,-0.70678395,0.097862005,-0.35810935
attn_0_0_outputs,_,-0.18650296,-0.6117017,-0.14259632
attn_0_0_outputs,_,0.97056854,-0.53904885,0.13183028
attn_0_0_outputs,_,-0.6946913,-0.30415764,0.1082513
attn_0_0_outputs,_,-0.06828739,-0.540496,-0.30122095
attn_0_0_outputs,_,0.7902016,0.0026424828,0.23472144
attn_0_0_outputs,_,0.6001446,0.25641707,-0.8653882
attn_0_0_outputs,_,-0.07322264,0.2000836,-0.13614222
attn_0_0_outputs,_,-0.84046143,-0.79350185,-0.4290976
attn_0_0_outputs,_,-0.49548748,0.86592007,0.07281311
attn_0_0_outputs,_,0.4506809,0.045340735,0.30575186
attn_0_0_outputs,_,-0.54680294,-0.23907658,-0.31849578
attn_0_0_outputs,_,0.7049031,0.33089557,-0.456134
attn_0_0_outputs,_,0.40525827,-0.27854553,-0.7400877
attn_0_0_outputs,_,0.8473737,-0.5357058,0.06410418
attn_0_0_outputs,_,-0.6418274,-0.017611407,0.36155334
attn_0_0_outputs,_,0.39587328,-0.23546422,1.0042632
attn_0_0_outputs,_,0.48645514,0.41809273,0.7554771
attn_0_0_outputs,_,-1.5328296,-0.37431502,-0.13690655
attn_0_0_outputs,_,0.73531425,0.39881945,-0.78280383
attn_0_0_outputs,_,-0.9388334,0.63567555,0.65497637
attn_0_0_outputs,_,0.08524018,1.5362183,-1.5539238
attn_0_0_outputs,_,-0.37433052,0.16648577,0.30914426
attn_0_0_outputs,_,-0.015094655,0.051316697,-0.024817051
attn_0_0_outputs,_,0.13471416,-0.1669213,-0.19630036
attn_0_0_outputs,_,-0.13325112,-0.08972503,0.03683927
attn_0_0_outputs,_,-0.27491438,-0.19353783,0.2523707
attn_0_0_outputs,_,-1.0174551,0.21434708,0.47284016
attn_0_0_outputs,_,0.2729792,0.09545257,0.5489885
attn_0_0_outputs,_,-0.12005932,-0.08307177,-0.35755342
attn_0_0_outputs,_,-0.1157555,0.25576505,-0.16887239
attn_0_0_outputs,_,-0.17913684,0.5923773,-0.15302867
attn_0_0_outputs,_,-1.1174693,0.45225605,0.28194076
attn_0_0_outputs,_,-0.28238449,0.55144936,-0.26614127
attn_0_0_outputs,_,0.47530103,0.82276183,-1.0339987
attn_0_0_outputs,_,-0.17947546,0.55603683,-0.5430068
attn_0_0_outputs,_,-1.3885128,1.3615177,0.6528255
attn_0_0_outputs,_,-0.0916863,-0.33254474,-0.0007167052
attn_0_0_outputs,_,0.7082496,0.049558625,-0.088166855
attn_0_0_outputs,_,0.032778468,0.41152644,0.3626243
attn_0_0_outputs,_,-0.8829979,0.7587869,-0.30790693
attn_0_0_outputs,_,-1.0258168,0.18989061,-0.5934835
attn_0_0_outputs,_,0.45950702,-1.1835289,0.83611155
attn_0_0_outputs,_,-0.12161442,0.38485396,-0.28144276
attn_0_0_outputs,_,-0.44316858,0.0037422003,0.079409316
attn_0_0_outputs,_,-0.02488033,1.3369361,0.643803
attn_0_0_outputs,_,-0.5385646,-0.40073767,0.34449774
attn_0_0_outputs,_,0.16697797,0.31875008,-0.11193007
attn_0_0_outputs,_,-0.5094884,-0.1995001,0.7477416
attn_0_0_outputs,_,-0.35832652,0.15552379,-0.08260945
attn_0_0_outputs,_,-0.14341505,0.25702015,0.42194647
attn_0_0_outputs,_,-0.83254087,0.9645667,-0.6932999
attn_0_0_outputs,_,0.3196897,-1.0063562,-0.39106742
attn_0_0_outputs,_,0.5112055,0.5782182,-0.040109474
attn_0_0_outputs,_,0.116282836,0.02827041,-0.72821033
attn_0_1_outputs,(,-1.0054332,-0.31028956,-0.32509002
attn_0_1_outputs,),-0.06884688,0.16782273,0.5898131
attn_0_1_outputs,<pad>,-0.006468018,-1.1760865,0.07990937
attn_0_1_outputs,<s>,-0.57848316,-0.14247751,0.18161647
attn_0_1_outputs,_,-1.1561124,-0.62469304,0.20494363
attn_0_1_outputs,_,0.6961129,-1.2174944,1.0449939
attn_0_1_outputs,_,0.11203843,-1.3589404,0.8438072
attn_0_1_outputs,_,-0.47608003,0.0027307344,0.15569909
attn_0_1_outputs,_,1.1388718,-1.3063606,-0.34667224
attn_0_1_outputs,_,-0.1643553,0.78135836,-0.009401849
attn_0_1_outputs,_,-0.082868196,0.5884854,0.14034426
attn_0_1_outputs,_,-0.38775447,0.013721265,0.49799585
attn_0_1_outputs,_,0.24262491,0.40317708,0.25664514
attn_0_1_outputs,_,1.1633352,-0.22792836,0.7015759
attn_0_1_outputs,_,0.3431505,0.17301595,0.3149371
attn_0_1_outputs,_,1.1979009,-0.34845003,0.59291023
attn_0_1_outputs,_,0.6137261,-0.3847053,1.0903742
attn_0_1_outputs,_,-0.5893627,0.112228476,-0.43694276
attn_0_1_outputs,_,-1.2938257,0.6242007,-1.1988349
attn_0_1_outputs,_,0.30915105,-0.72075886,1.9586198
attn_0_1_outputs,_,-1.2067846,0.82460326,0.8521157
attn_0_1_outputs,_,0.4511799,-0.3600594,1.0634959
attn_0_1_outputs,_,-0.766582,-1.1461045,0.08510908
attn_0_1_outputs,_,0.0017224294,0.094490774,0.018696759
attn_0_1_outputs,_,-0.56888556,1.6219119,-0.02100123
attn_0_1_outputs,_,-0.07160617,-1.0200475,1.1931244
attn_0_1_outputs,_,-1.0907272,0.19091246,0.43125203
attn_0_1_outputs,_,-0.87479275,0.49179527,0.6368574
attn_0_1_outputs,_,0.03759307,0.36057407,0.21636705
attn_0_1_outputs,_,0.29560697,0.058615156,-0.40832803
attn_0_1_outputs,_,-0.25517642,0.3143023,-0.55150706
attn_0_1_outputs,_,-0.58276385,-0.10105373,-0.3166497
attn_0_1_outputs,_,-0.103313796,-0.3795623,-0.9453422
attn_0_1_outputs,_,0.62718356,0.33560765,-0.7991584
attn_0_1_outputs,_,0.5549892,0.54368824,-0.7317985
attn_0_1_outputs,_,0.5223898,0.20550789,0.2977512
attn_0_1_outputs,_,-0.48413166,-0.24079742,0.93658555
attn_0_1_outputs,_,-0.15491068,0.63776255,1.0172198
attn_0_1_outputs,_,0.70998836,-0.54422325,0.29335108
attn_0_1_outputs,_,0.0033686196,-0.19860752,0.56265324
attn_0_1_outputs,_,0.29017857,-0.41366804,0.20124795
attn_0_1_outputs,_,-0.34453505,0.21787022,-0.37956917
attn_0_1_outputs,_,0.09223637,0.021897791,-0.1991896
attn_0_1_outputs,_,1.0818205,-0.5760179,-0.6101171
attn_0_1_outputs,_,-0.04825324,0.47987592,-0.4030629
attn_0_1_outputs,_,-0.67424035,0.3230773,0.9606208
attn_0_1_outputs,_,0.6172299,0.020238297,-0.10047108
attn_0_1_outputs,_,0.32400665,-1.1696018,0.09196763
attn_0_1_outputs,_,0.42506427,-0.61113405,-0.30888095
attn_0_1_outputs,_,0.044109255,0.35582966,0.73886925
