feature,value,1,2,3,4,5,6
attn_0_0_outputs,0,0.10007789,0.76308024,0.82211256,0.35659024,0.14287233,-2.4267685
attn_0_0_outputs,1,-0.9641201,-0.4193135,-0.10605192,0.0031055298,1.0681908,0.5174766
attn_0_0_outputs,2,0.1303122,0.3213831,0.22327663,0.46192014,-0.4382395,-3.414399
attn_0_0_outputs,3,-0.09877626,0.3088878,0.4737771,0.04016142,-0.10695532,0.23172992
attn_0_0_outputs,4,0.30081868,0.7558718,0.5641675,-0.11347251,-0.92150825,0.10091631
attn_0_0_outputs,5,-0.09057445,0.110728964,0.25927493,0.063536085,-0.20387444,-0.51424706
attn_0_0_outputs,<pad>,0.23264717,0.7007291,-0.6542523,0.27170897,-0.91400784,0.07970368
attn_0_0_outputs,<s>,-0.050233275,0.39226732,0.25200772,-0.8078859,-3.2955363,-10.21098
attn_0_0_outputs,_,0.34347945,0.49233755,-0.19431666,1.1640292,-0.778132,-0.20969649
attn_0_0_outputs,_,-0.12436402,0.5879238,-0.07180024,0.85600156,-0.9918367,-0.19341964
attn_0_0_outputs,_,0.1090874,0.21781743,-0.1083865,-0.35091802,0.82982606,-0.041673683
attn_0_0_outputs,_,0.4277639,0.7168456,-0.0555844,-0.23780793,1.1271255,0.48085907
attn_0_0_outputs,_,-0.3712571,-0.30963504,-0.3297622,0.42300087,-0.9682873,0.208441
attn_0_0_outputs,_,-0.18728301,0.2707058,-0.23087318,0.27306265,1.032478,-0.14779216
attn_0_0_outputs,_,-0.11518629,0.51127267,-0.26784417,0.48552328,-0.91549283,-0.33319426
attn_0_0_outputs,_,-0.13652128,-0.13155818,0.10375743,0.5678387,0.14423604,-0.6021338
attn_0_0_outputs,_,0.24203445,0.10460118,0.52176666,-0.093431085,0.50052637,-0.016721668
attn_0_0_outputs,_,-0.114546426,0.18012379,-0.25291958,0.1913684,0.22550787,0.29328692
attn_0_0_outputs,_,0.15780056,0.40112948,0.034850735,1.4200219,-0.6908907,0.29646018
attn_0_0_outputs,_,-0.1928923,0.35019943,-0.01595496,1.105295,0.8096878,-0.706787
attn_0_0_outputs,_,-0.06019756,0.09996375,-0.20995492,-0.01732829,-0.0215282,-0.06746399
attn_0_0_outputs,_,0.015598261,0.82293767,0.10091837,1.0006948,0.2057618,-0.31127924
attn_0_0_outputs,_,-0.5202833,-0.5837203,0.15425315,0.95002836,0.3962074,-0.42223266
attn_0_0_outputs,_,-0.5886985,0.15989618,0.31297782,0.9989309,-0.7478229,0.043143135
attn_0_0_outputs,_,0.39233977,0.085740544,0.58871454,1.6452205,-0.48254368,-0.51534635
attn_0_0_outputs,_,-0.9919709,0.088377364,0.32973102,0.8145855,0.4622626,-1.0830125
attn_0_0_outputs,_,-0.27529335,-0.5598216,-0.1407935,0.30236912,0.9507969,0.059515577
attn_0_0_outputs,_,-0.16756779,0.37280574,0.34398714,-1.236738,2.3843968,-0.61949563
attn_0_0_outputs,_,-0.040581767,-0.8337012,-0.38617375,0.45244932,0.7674454,-0.76896715
attn_0_0_outputs,_,0.21180466,-0.67698646,-0.8855451,1.6764625,1.4672412,-0.5761721
attn_0_0_outputs,_,-0.9384138,-0.38370746,0.24460822,0.20125256,0.25609067,-0.16816804
attn_0_0_outputs,_,0.1184152,-0.3816534,0.67556024,0.017539626,0.6964376,-0.08085903
attn_0_0_outputs,_,-0.5602363,0.49887344,0.09861208,0.107584044,0.36296663,-0.07785832
attn_0_0_outputs,_,-0.4223723,0.16576977,0.084156446,-0.03215591,0.7636523,0.22840838
attn_0_0_outputs,_,-0.34999615,0.67521673,-0.007825431,-0.41190973,0.08989738,-0.23613824
attn_0_0_outputs,_,0.4688561,-0.60340726,0.1312982,0.7581874,0.97473025,-0.2880123
attn_0_0_outputs,_,-0.36731532,-0.5162101,-0.7259435,-0.26474187,-0.09625071,0.13588369
attn_0_0_outputs,_,-0.8245025,0.3109609,-0.3434615,-0.6387524,1.0177323,0.029277604
attn_0_0_outputs,_,-0.17753896,-0.72375846,1.1090444,0.36316562,-0.105794,0.45068327
attn_0_0_outputs,_,0.1609553,-0.23380183,0.48754185,-0.5749404,0.044010017,0.29339954
attn_0_1_outputs,0,-0.08155959,-0.109595895,-0.11807325,0.29479882,0.88619584,0.66976136
attn_0_1_outputs,1,0.0106967995,0.066120036,-0.22087523,-0.025565427,0.39322606,0.7766436
attn_0_1_outputs,2,-0.0283341,0.09091666,0.032194737,0.34179544,0.30897343,-0.05478235
attn_0_1_outputs,3,0.1588523,0.19226268,-0.03983435,-0.07542098,0.48217842,-0.9375145
attn_0_1_outputs,4,-0.0024890613,0.05151228,-0.0032920595,0.21349758,0.3506394,-0.29711616
attn_0_1_outputs,5,-0.020054443,0.07358202,-0.1939222,2.3517642,-0.4215214,1.3140475
attn_0_1_outputs,<pad>,0.6978032,-0.2280521,-0.252742,0.40474012,-0.99860805,0.019645851
attn_0_1_outputs,<s>,0.85388154,0.8802626,0.31470692,-0.06484017,-2.44328,-8.075599
attn_0_1_outputs,_,0.53259003,-0.09363054,-0.5994999,0.4809463,-0.36858317,-1.026456
attn_0_1_outputs,_,0.78335685,0.64446557,-0.48643234,1.0247866,-0.7185429,-1.3419545
attn_0_1_outputs,_,0.45698583,0.19271785,-0.3027419,-1.312907,-0.39492974,-0.35740894
attn_0_1_outputs,_,0.5175113,0.30026302,-0.22267407,-0.70235497,0.38963926,-0.12078568
attn_0_1_outputs,_,0.4331754,0.40536377,-0.040807255,0.6590495,-0.8221884,0.23227678
attn_0_1_outputs,_,0.14610769,-0.19718653,-0.20755385,0.31996927,0.8377521,-0.05420976
attn_0_1_outputs,_,0.23851895,0.07049282,-0.39447775,0.75670093,-0.45647264,-0.51955825
attn_0_1_outputs,_,0.06880096,-0.09765054,-0.21837327,-0.42676604,0.4128898,0.076223515
attn_0_1_outputs,_,0.50363636,-0.2216759,-0.18940769,-0.18262686,-0.035826694,0.03947433
attn_0_1_outputs,_,0.23206435,0.07742885,-0.3506012,0.24353637,0.37762105,-0.090598345
attn_0_1_outputs,_,-0.11938136,-0.13883264,-0.39026642,0.4722289,-0.39688995,0.64952826
attn_0_1_outputs,_,0.6911853,0.11157894,-0.07641098,0.21089792,-0.14851253,-0.4225556
attn_0_1_outputs,_,-0.10279814,0.3057337,0.2683763,0.54286504,0.15748574,-0.77999985
attn_0_1_outputs,_,0.23965684,-0.17114995,-0.5412908,0.6261127,0.22761749,0.22171466
attn_0_1_outputs,_,-0.3772988,-0.201809,0.36012268,0.46620646,0.21419409,-0.05647353
attn_0_1_outputs,_,0.24994424,0.018328128,-0.27482477,1.7325281,-0.7082265,-0.02814737
attn_0_1_outputs,_,0.069248,-0.34831667,-0.4786623,1.0462972,-0.026132174,0.31364486
attn_0_1_outputs,_,-0.43673012,-0.4079895,0.46374288,-0.2660099,0.23860213,-0.34057692
attn_0_1_outputs,_,0.41332096,-0.14832029,-0.0856518,-0.21295227,0.28275818,0.16390328
