feature,value,F,P,T
attn_0_0_outputs,(,-0.030619856,1.0381639,0.2509131
attn_0_0_outputs,),1.0447098,-1.0007951,-1.2379405
attn_0_0_outputs,<pad>,-0.30074877,0.13256823,0.26546404
attn_0_0_outputs,<s>,-0.7360629,-0.28743446,0.12564047
attn_0_0_outputs,_,-0.89147675,0.69279766,-0.76491433
attn_0_0_outputs,_,-0.7496712,0.7163381,-0.8787015
attn_0_0_outputs,_,-1.223764,0.661293,-0.8169284
attn_0_0_outputs,_,-0.53641367,1.0014566,-1.0786417
attn_0_0_outputs,_,0.080419526,0.59181195,-0.76992697
attn_0_0_outputs,_,-0.2011755,-0.259065,-1.0064505
attn_0_0_outputs,_,-0.71575636,0.71697,-0.39867088
attn_0_0_outputs,_,-0.7389977,0.11803941,-0.4796036
attn_0_0_outputs,_,-0.14144388,-0.14162983,0.2507715
attn_0_0_outputs,_,-0.1792113,0.9696086,0.23497884
attn_0_0_outputs,_,-0.4291814,0.46330371,-0.056241024
attn_0_0_outputs,_,-0.6103083,0.32573822,-0.048801366
attn_0_0_outputs,_,-0.038980417,0.23696078,0.6102728
attn_0_0_outputs,_,-0.35320196,0.47309276,0.9853986
attn_0_0_outputs,_,0.051159453,1.0483254,0.2450407
attn_0_0_outputs,_,-0.49552613,0.77172595,0.11119336
attn_0_0_outputs,_,-0.8966212,0.5815336,-0.26479265
attn_0_0_outputs,_,-0.045877814,-0.4460689,-0.030191239
attn_0_0_outputs,_,-0.37287968,-0.16521658,0.7417356
attn_0_0_outputs,_,0.05636014,0.4961706,0.75453347
attn_0_0_outputs,_,-0.11305874,-0.014677933,0.50260174
attn_0_0_outputs,_,-0.87866664,0.46616137,0.7476331
attn_0_0_outputs,_,-0.120917104,0.5352208,0.77799755
attn_0_0_outputs,_,0.13573925,0.8684856,-0.0022934435
attn_0_0_outputs,_,0.6899842,-0.3943147,0.7736084
attn_0_0_outputs,_,0.5114215,0.14642699,-0.8916503
attn_0_0_outputs,_,-0.28626648,0.112204626,-0.6180301
attn_0_0_outputs,_,-0.52188367,-0.7629759,0.52739483
attn_0_0_outputs,_,1.3911695,0.24136691,-1.0565743
attn_0_0_outputs,_,0.9441603,-0.7510675,-0.31382945
attn_0_0_outputs,_,0.8483294,-0.01653077,0.6177284
attn_0_0_outputs,_,-0.35139763,-0.16192614,-0.22817875
attn_0_0_outputs,_,-0.04671113,0.4109265,-1.0839071
attn_0_0_outputs,_,-0.5923618,0.294647,-1.0242481
attn_0_0_outputs,_,0.0555501,-0.09843201,-0.48224849
attn_0_0_outputs,_,0.05844742,0.10257904,-0.9360271
attn_0_0_outputs,_,0.31580365,-0.5725199,0.23911278
attn_0_0_outputs,_,0.030188015,-0.08794603,-0.6672521
attn_0_0_outputs,_,0.8188406,-0.0949323,-1.3829473
attn_0_0_outputs,_,0.6602805,0.64617723,-0.1877536
attn_0_0_outputs,_,0.23803604,-0.1805256,-0.22780247
attn_0_0_outputs,_,0.10832527,0.42458764,0.0061726603
