feature,value,1,2,3,4,5,6
attn_0_0_outputs,0,0.16537128,0.28349745,-0.73606175,-0.7712282,-1.2331808,-4.7855816
attn_0_0_outputs,1,-0.32040423,-0.046884857,-0.21109878,0.45170906,0.27451637,0.9477738
attn_0_0_outputs,10,0.012554825,0.30464965,0.17050272,0.009397797,-0.2718108,-0.69246405
attn_0_0_outputs,11,0.38028002,0.4952893,0.2943811,0.06861035,0.44301924,-0.31461707
attn_0_0_outputs,12,-0.051109143,-0.023135403,-0.14503643,-0.1930144,-0.9547757,-1.5082208
attn_0_0_outputs,13,-0.10825726,0.19020003,-0.023723219,-0.14653474,-0.6768458,-1.2208123
attn_0_0_outputs,14,-0.021018108,0.35237426,0.020027677,-0.09624389,-0.21962598,-0.34064114
attn_0_0_outputs,15,0.2973524,0.6177455,0.4501641,0.23344061,-0.6174914,-0.3407958
attn_0_0_outputs,16,-0.47747424,-0.11995748,-0.2825378,-0.24138318,-0.12413949,-1.5859067
attn_0_0_outputs,17,-0.01657025,0.3066502,0.07137752,0.03856638,-0.054227594,-0.7381084
attn_0_0_outputs,18,0.06945317,0.4909628,0.10426255,-0.14973177,-1.8112118,-3.4447184
attn_0_0_outputs,19,-0.15625726,0.1618472,-0.046122372,0.04332433,-0.3406146,-0.78996
attn_0_0_outputs,2,-0.27018744,-0.13020757,0.17800578,0.19866861,1.2410151,-0.26183802
attn_0_0_outputs,20,-0.20737612,-0.019719755,-0.053431395,-0.23247026,-0.76087683,-0.55605173
attn_0_0_outputs,21,0.007314824,0.37399706,-0.08232798,-0.38750264,-2.3288052,-2.141459
attn_0_0_outputs,22,0.13880226,0.22849087,0.43076682,0.29614612,0.9633029,0.6507426
attn_0_0_outputs,23,-0.25548422,0.104165636,-0.15115455,-0.20859733,-1.0752318,-0.83576536
attn_0_0_outputs,24,-0.12922713,0.2924501,0.051898386,-0.18319875,-0.16679503,0.828264
attn_0_0_outputs,25,0.15460959,0.44139627,0.10246433,0.200258,-0.65916127,-13.040625
attn_0_0_outputs,26,-0.32624492,-0.14426182,-0.17188194,-0.13926536,0.7950089,-10.919743
attn_0_0_outputs,27,0.28627253,0.6051949,0.1484042,0.34600183,-1.1293719,-9.012703
attn_0_0_outputs,28,0.13817686,0.47636017,0.7451505,0.40909252,1.6475745,-7.378943
attn_0_0_outputs,29,0.13165076,0.6440882,0.48619044,0.40790707,-1.9636427,-7.9713907
attn_0_0_outputs,3,-0.2358638,-0.28989303,0.020055437,0.20032974,0.79836375,0.39130214
attn_0_0_outputs,30,0.18657756,0.44694287,0.77015865,0.49380746,1.4968551,-5.8210273
attn_0_0_outputs,31,-0.37138775,0.3343345,-0.18888132,-0.27410346,-1.761135,-7.576365
attn_0_0_outputs,32,0.09666749,0.4821353,0.26270783,0.19945246,-0.9243782,-5.299312
attn_0_0_outputs,33,-0.16449104,0.37170053,-0.004718369,-0.23886625,-1.1205037,-5.6470137
attn_0_0_outputs,34,-0.33174697,0.0839648,-0.07823064,0.16004486,-0.3000925,-4.3564196
attn_0_0_outputs,35,-0.31103662,0.124869354,0.34780484,0.13446759,0.66743964,-4.4590707
