feature,value,1,2,3,4,5,6
attn_0_0_outputs,0,0.09770876,0.4444948,-2.112301,3.3436246,-2.566179,-1.6137618
attn_0_0_outputs,1,-0.16871093,-0.31823212,0.47558543,-0.92796415,0.4048619,0.79942584
attn_0_0_outputs,10,0.037116457,0.8890536,0.18456326,0.0058699413,0.037151106,-0.34919405
attn_0_0_outputs,11,-0.11856754,0.118766814,-0.015476194,0.063009314,-0.36509252,-0.3097714
attn_0_0_outputs,12,-0.108249426,0.59340537,-0.23217414,-0.2734346,-0.398084,-0.33512783
attn_0_0_outputs,13,0.20361581,0.15037963,0.5367691,0.4989197,-0.7043365,-0.4748311
attn_0_0_outputs,14,-0.23253383,0.45877165,-0.43764165,0.09980842,0.31836942,-0.08475342
attn_0_0_outputs,15,-0.5768833,-0.37057522,0.4106555,0.2409337,-1.3851057,-0.51129
attn_0_0_outputs,16,-0.1333545,0.6455104,-0.31452346,-0.1922977,0.09437757,-0.35236818
attn_0_0_outputs,17,0.12005346,0.114774406,0.22896722,-0.40798467,-0.4590922,0.57921594
attn_0_0_outputs,18,0.33064893,0.029639997,-0.17007427,0.11661645,0.7749628,-0.5262542
attn_0_0_outputs,19,-0.12856461,0.06896281,0.6345297,0.60347766,-0.99645793,0.24366903
attn_0_0_outputs,2,-0.24404438,-0.3190288,0.39374167,-0.587995,0.4348422,0.9876499
attn_0_0_outputs,3,-0.10372367,-0.03446056,0.5167758,-0.6131214,0.16891968,1.4571599
attn_0_0_outputs,4,-0.5180037,-0.35277387,0.43673015,-0.35103038,0.44595233,0.0359835
attn_0_0_outputs,5,-0.27569446,-0.15914886,0.34426954,-0.8728489,0.10409764,0.7522042
attn_0_0_outputs,6,-0.39071634,-0.41487968,0.49316084,-0.6141404,1.1009837,1.1270746
attn_0_0_outputs,7,-0.14336705,-0.08094677,0.47039735,-0.6279929,-0.23775126,-2.570399
attn_0_0_outputs,8,-0.34436986,0.13936724,0.8084863,-0.37753835,-0.13780473,-2.673013
attn_0_0_outputs,9,0.46276918,1.3554723,0.008614695,-1.2734815,0.18251339,-1.9596636
attn_0_1_outputs,0,0.029912312,0.16351405,0.26985493,0.64676654,0.76442116,0.5923518
attn_0_1_outputs,1,-0.26180798,-0.21296018,0.2092807,0.903607,-0.7618625,-0.48083115
attn_0_1_outputs,10,-0.38784075,0.19907515,0.6097795,-0.13110912,-0.16655211,0.44410136
attn_0_1_outputs,11,-0.3102389,-0.06489406,0.256252,-0.2948692,-0.45397833,0.19144972
attn_0_1_outputs,12,0.48408553,-0.28078535,-0.08541101,0.5617337,0.015530348,0.7063905
attn_0_1_outputs,13,-0.13317074,0.37567478,0.48047853,0.2370844,0.5671744,-0.111574106
attn_0_1_outputs,14,-0.11458617,-0.25730985,0.81788415,-0.32519427,1.0160111,-0.201233
attn_0_1_outputs,15,0.1882025,0.335335,0.35610545,0.16910313,-0.1357705,-0.13322921
attn_0_1_outputs,16,0.08185054,0.50665087,-0.027941145,0.20607546,-0.3794799,-0.20339729
attn_0_1_outputs,17,-0.697181,-0.48629472,0.30296233,-0.24813801,-0.16744393,-0.012550374
attn_0_1_outputs,18,-0.054217488,-0.15045118,0.032873716,0.12261288,-0.26023656,-0.41991785
attn_0_1_outputs,19,0.64730084,0.37466463,-0.0079764165,-0.42482638,0.39128825,0.09287984
attn_0_1_outputs,2,-0.3571791,-0.1347607,0.20706224,0.19380209,-1.1666236,0.30589035
attn_0_1_outputs,3,-0.021014843,-0.017658412,0.178966,0.041338492,-0.0050717187,0.547164
attn_0_1_outputs,4,-0.16971627,-0.08152041,0.0061449017,0.056589436,-0.44920528,1.3328168
attn_0_1_outputs,5,-0.21054627,-0.08209418,0.06170196,-0.45552582,0.642291,0.52097696
attn_0_1_outputs,6,-0.5328408,-0.2999136,0.0129804015,0.42276567,-0.107652985,1.0134646
attn_0_1_outputs,7,0.10830859,-0.07178996,0.19099762,-0.19211164,0.960482,-3.1491938
attn_0_1_outputs,8,0.12712182,-0.018129792,0.26432323,1.2788558,0.6837565,-1.5851395
attn_0_1_outputs,9,0.2566136,0.47860605,1.073086,-0.048298415,1.156641,-1.54483
attn_0_2_outputs,0,0.073337704,-0.094866,-0.024459364,-0.26143092,-0.21019927,0.5130019
attn_0_2_outputs,1,0.4149333,-0.13481832,0.17882743,-0.27868208,-0.43938714,0.7545491
attn_0_2_outputs,10,0.05923095,0.22891949,0.566868,-0.3127215,-0.34262335,-0.35130778
attn_0_2_outputs,11,0.09194827,-0.42074436,-0.1605807,0.6571413,-0.08779959,0.00032532192
attn_0_2_outputs,12,0.5814039,0.31311187,0.19754271,-0.5807006,-0.4441856,0.5176879
attn_0_2_outputs,13,-0.28800952,-0.1389024,-0.07538728,0.15032853,0.32495603,-0.076997444
attn_0_2_outputs,14,-0.9666091,-0.21289587,0.55259186,0.38880914,0.3524466,0.049033374
attn_0_2_outputs,15,0.06391378,0.31504112,-0.18010367,0.21782482,-0.012573156,-0.01961491
attn_0_2_outputs,16,0.11163459,0.2942879,-0.07842177,0.28287613,-0.33725044,0.36971664
attn_0_2_outputs,17,1.0538019,-0.30301407,0.3023594,-0.46568397,-0.13803978,0.31728545
attn_0_2_outputs,18,0.54498494,-0.7550104,-0.10173699,-0.48475862,0.18907562,-0.15080504
attn_0_2_outputs,19,0.5992642,0.15290804,0.7715331,-0.124362156,-0.079346634,0.27994114
attn_0_2_outputs,2,0.19935016,0.30414617,-0.009264449,-0.26740164,-0.33133054,0.021727508
attn_0_2_outputs,3,0.07132764,0.36668402,0.57003534,0.5886983,0.04378925,1.2195519
attn_0_2_outputs,4,-0.6977372,1.3663222,-0.9764349,0.37410307,-0.21766713,0.48180348
attn_0_2_outputs,5,0.06845741,-0.24032623,0.14990437,-0.35070717,-0.060343247,0.9420696
attn_0_2_outputs,6,-0.14461114,0.063260354,0.5262874,0.9999303,0.11173577,1.6771787
attn_0_2_outputs,7,0.08371457,-0.19228481,0.2074539,-0.5771005,0.60923386,-1.2846292
attn_0_2_outputs,8,-0.47761518,-0.0009990279,0.7017769,-0.14731982,0.7625094,-2.9324532
attn_0_2_outputs,9,0.07549319,-0.031302735,-0.028787803,0.45066938,-1.2832341,-2.0854115
attn_0_3_outputs,0,-0.28330702,0.070211254,0.17017867,0.34653267,0.39963296,1.0780039
attn_0_3_outputs,1,-0.11891154,-0.44927552,-0.39026946,0.33614725,0.50269204,0.87046
attn_0_3_outputs,10,-0.2480033,0.3104121,0.025763804,0.24344552,-0.08969615,0.13800524
attn_0_3_outputs,11,-0.77190804,-0.3007217,0.12836507,-0.5962441,-0.80898887,-0.5742041
attn_0_3_outputs,12,0.27127513,-0.24163575,0.24084458,0.23785476,-0.07685954,0.059778683
attn_0_3_outputs,13,0.31072727,-0.57385105,-0.18407518,-0.38611087,0.28792745,-0.37347427
attn_0_3_outputs,14,0.6019494,-0.02876042,0.19325142,0.44924092,0.3085801,0.51620257
attn_0_3_outputs,15,-0.0023907553,0.1362555,-0.3921626,-0.43524563,0.3183684,-0.16216578
attn_0_3_outputs,16,-0.27274016,-0.80999273,-0.16898404,-0.10742939,0.61581224,-0.097353116
attn_0_3_outputs,17,0.13388382,0.12614036,0.06269505,0.111364186,-0.42968532,-0.539689
attn_0_3_outputs,18,0.1849004,-0.64405906,0.26535037,0.6963929,0.46395057,0.60271215
attn_0_3_outputs,19,0.16532387,-0.4058492,0.058970597,0.21633261,-0.3527432,-0.5366063
attn_0_3_outputs,2,-0.079747476,0.15637004,-0.14120574,0.0946598,0.2121299,1.0340116
attn_0_3_outputs,3,-0.2908821,-0.3403015,0.07248904,-0.21274367,-0.011452975,0.5568293
attn_0_3_outputs,4,0.28670728,-0.0435727,-0.19827321,0.58638924,0.5798663,0.5147117
attn_0_3_outputs,5,-0.68731225,-0.28777388,-0.28165367,0.006998159,0.08236627,-0.04872209
attn_0_3_outputs,6,-0.20244597,-0.00090248976,0.050761394,0.1476715,0.22638707,1.0338068
attn_0_3_outputs,7,-0.27996096,-0.16227472,-0.101636484,0.026712812,0.32575804,-3.3844118
attn_0_3_outputs,8,-0.054097272,0.3054451,0.18178004,-0.536502,1.2624824,-2.3207886
attn_0_3_outputs,9,-0.44215706,-0.24524167,0.06639698,0.47321296,1.1891832,-1.6416447
attn_1_0_outputs,0,0.48907274,0.8130734,-0.009937518,0.4711665,-2.2187917,1.0681659
attn_1_0_outputs,1,0.5290837,-0.12065934,0.9153486,1.0148538,-2.6044285,0.27310288
attn_1_0_outputs,10,0.069591194,-1.4994434,1.0311205,-0.0947001,-0.2748395,-1.0118818
attn_1_0_outputs,11,0.73302436,-0.14500856,0.25285405,-0.5173436,-0.6169831,0.6604837
attn_1_0_outputs,12,-0.86793256,-0.12098561,-0.3226795,-0.23620155,-0.1976835,0.12774414
attn_1_0_outputs,13,-0.34399667,-0.08694147,-0.20183982,0.47219008,-0.21007387,1.1263107
attn_1_0_outputs,14,-0.05121918,-0.017005764,0.8087171,0.16999187,-0.14688046,-0.21175684
attn_1_0_outputs,15,-0.97384566,0.2970028,0.28523257,0.88423467,0.031888105,0.49817657
attn_1_0_outputs,16,-0.041746102,-0.73822224,1.8670828,1.1032692,0.76420814,-0.51945096
attn_1_0_outputs,17,0.3801657,-1.0361347,1.521833,1.5690163,-0.8409202,0.93684
attn_1_0_outputs,18,0.58370924,-0.26469445,0.7083636,1.1465567,-0.9253672,0.051794365
attn_1_0_outputs,19,-0.28509036,-1.124844,0.7069256,1.1890715,0.588794,-1.3891228
attn_1_0_outputs,2,-0.32701325,0.31006318,0.14594236,0.25716007,-0.7592602,0.5745416
attn_1_0_outputs,3,-0.03689719,-0.017117435,-0.2570364,-0.039017804,-0.903797,0.10764374
attn_1_0_outputs,4,0.17099343,0.21326046,0.520271,0.20395455,-1.6968307,0.045413952
attn_1_0_outputs,5,-0.565195,-0.27263376,-0.06006559,0.07131646,-0.43470958,0.058280654
