feature,value,F,P,T
attn_0_0_outputs,(,-0.81849223,-0.5149332,-1.0218354
attn_0_0_outputs,),0.16284952,-0.5377127,-0.035955817
attn_0_0_outputs,<pad>,0.4512415,0.4310268,1.1669029
attn_0_0_outputs,<s>,-0.5209531,-0.3763002,-0.53004205
attn_0_0_outputs,_,-0.72007126,0.037960675,-0.47871047
attn_0_0_outputs,_,-0.07575942,0.5753983,-0.6069306
attn_0_0_outputs,_,-1.0066593,-0.26356456,-0.89303845
attn_0_0_outputs,_,-0.70608616,0.80804265,-0.81697357
attn_0_0_outputs,_,0.18378693,-0.20973982,-0.7865499
attn_0_0_outputs,_,-0.83105123,0.16796978,0.009393118
attn_0_0_outputs,_,0.281581,0.34308848,-0.8956494
attn_0_0_outputs,_,-0.74321246,0.8096523,-0.30765137
attn_0_0_outputs,_,-0.24161921,0.3446374,0.12948428
attn_0_0_outputs,_,-0.09038231,0.74214005,-0.3878894
attn_0_0_outputs,_,0.20434254,-0.41401404,-1.0997206
attn_0_0_outputs,_,0.37422252,0.46032122,-0.71522397
attn_0_0_outputs,_,-0.12205916,0.24324505,0.43109906
attn_0_0_outputs,_,-0.33104178,0.55099326,0.24112636
attn_0_0_outputs,_,-0.46676713,-0.08629035,-0.58361065
attn_0_0_outputs,_,-0.101580046,0.38655704,-0.18311295
attn_0_0_outputs,_,-0.47916198,0.4226908,0.9185161
attn_0_0_outputs,_,0.13884516,0.3594724,-1.4749993
attn_0_0_outputs,_,-0.057021998,0.21930404,0.3916182
attn_0_0_outputs,_,-0.46439064,1.0180669,0.023942696
attn_0_0_outputs,_,-0.8237754,-0.08544961,0.94628054
attn_0_0_outputs,_,-0.6631078,-0.30294678,0.72322434
attn_0_0_outputs,_,-0.21335408,0.57101697,0.7825784
attn_0_0_outputs,_,-0.5444976,0.66496223,-0.38570958
attn_0_0_outputs,_,1.2271158,-0.29188022,-0.631264
attn_0_0_outputs,_,0.48473257,-0.8855723,-0.9252271
attn_0_0_outputs,_,-0.2663585,-0.50734365,-0.14586315
attn_0_0_outputs,_,0.49688295,0.2772719,-0.16544436
attn_0_0_outputs,_,-0.57146686,-0.7638504,0.26306266
attn_0_0_outputs,_,0.43329892,0.2386249,0.22843608
attn_0_0_outputs,_,-0.44697386,-0.28581002,-0.86698705
attn_0_0_outputs,_,0.39947915,-0.70276666,-0.72111684
attn_0_0_outputs,_,0.4281134,0.09842529,0.18053217
attn_0_0_outputs,_,0.8788579,-0.46444717,0.28883713
