feature,value,1,2,3,4,5,6,7
attn_0_0_outputs,0,1.981908,3.5345607,1.6813651,-1.277364,-5.525835,-5.435022,-9.002243
attn_0_0_outputs,1,1.5582267,3.324675,1.4234277,-1.4792613,-5.780767,-8.020003,-8.761244
attn_0_0_outputs,10,0.07730766,-0.0031699715,0.020912359,-0.20146279,-0.6735397,-0.7944022,-0.60804856
attn_0_0_outputs,11,0.65701205,0.39348432,0.50633675,-0.8003484,-0.24070771,-0.5251752,-0.79263246
attn_0_0_outputs,12,0.05876556,0.7014541,-0.08697184,-1.0491165,-0.583452,-0.43092707,-0.6783224
attn_0_0_outputs,13,0.19091159,1.1251765,0.29690638,-0.36243358,0.20994139,0.04515608,-0.90321416
attn_0_0_outputs,14,0.7607579,0.8530566,-0.45196873,0.089742966,-0.6738884,-1.1480633,-1.0964221
attn_0_0_outputs,15,0.99621797,0.72890174,-0.13704282,-0.5863588,-0.98596865,-1.236232,-0.71139693
attn_0_0_outputs,16,0.04870749,-0.39620498,-0.4430696,-0.19094682,0.31807396,-0.46399865,-1.2746112
attn_0_0_outputs,17,0.40850374,0.41450801,0.6550307,0.15858278,-1.172488,-0.89426774,-0.43365666
attn_0_0_outputs,18,-0.05952526,0.6577197,0.7586449,-0.31910542,-0.07176101,-0.44305375,-0.5561152
attn_0_0_outputs,19,0.30387875,0.30468306,0.24521743,-0.3027607,-0.7190804,-0.97711885,-0.5260324
attn_0_0_outputs,2,0.97244394,2.9464378,1.0343324,-1.969106,-6.261259,-5.6994762,-9.904451
attn_0_0_outputs,3,1.1273329,2.8372774,0.9514174,-2.0771863,-6.51344,-5.6619363,-7.895319
attn_0_0_outputs,4,1.6788923,3.3931072,1.5040276,-1.5807078,-5.706032,-8.254224,-8.691092
attn_0_0_outputs,5,1.0421385,3.066919,1.2030665,-1.8211987,-6.0856776,-5.6186843,1.7085228
attn_0_0_outputs,6,1.105095,3.4411788,1.6038193,-1.2903918,-5.5950084,-8.989429,-9.196115
attn_0_0_outputs,7,1.5787383,3.7135048,1.9434143,-1.0192411,-5.1570435,-4.428795,-13.792683
attn_0_0_outputs,8,1.9721928,3.955357,2.2467172,-0.6425608,-4.895577,-4.837263,-11.288569
attn_0_0_outputs,9,3.2645495,5.829049,4.0850873,1.2575572,-2.5071669,-12.171983,-2.8519523
attn_0_1_outputs,0,1.0214899,2.7582202,1.8535299,-0.9734598,-5.055279,-5.452944,-2.6537368
attn_0_1_outputs,1,1.9565383,2.9551287,1.7292022,-1.5016819,-6.1839614,-6.5072274,-9.072448
attn_0_1_outputs,10,0.6197513,-0.4914747,0.29703522,0.032392003,0.53768796,-0.78060627,-1.0310948
attn_0_1_outputs,11,0.19033791,0.47883683,0.4311333,-0.09528207,0.029574007,-0.5018583,-0.52597207
attn_0_1_outputs,12,0.06383611,0.04378074,0.1871361,-0.28913465,-0.41364217,0.2302146,-0.9683269
attn_0_1_outputs,13,-0.26354071,0.075445816,0.3020992,-0.26128125,-0.2298153,-0.33482382,-0.032436144
attn_0_1_outputs,14,1.2269455,-0.028377375,-0.4731382,-0.43154347,-0.3882786,-0.78419876,-0.59549385
attn_0_1_outputs,15,0.75623727,0.6829512,-0.6457416,0.30380163,-0.8885204,-0.045191888,-1.3113989
attn_0_1_outputs,16,0.6558155,0.3217676,0.0976135,0.23313618,0.6845977,-0.34589544,-0.371437
