feature,value,1,10,2,3,4,5,6,7,8,9
attn_0_0_outputs,0,4.72709,-6.2497835,4.0229006,3.7347245,1.8253096,1.8353366,-1.6003758,-5.1508136,-9.181,-8.204446
attn_0_0_outputs,1,5.4268985,-9.503758,4.3567553,3.6137595,1.6490555,1.6433192,-1.7725868,-5.4668336,-8.646025,-10.725954
attn_0_0_outputs,2,5.026085,-15.587382,4.2156396,3.948256,2.036038,2.093089,-1.5434635,-5.1094565,-8.484339,-8.358802
attn_0_0_outputs,3,4.6732087,-9.848756,3.875935,3.560229,1.6829354,1.6656379,-1.6500535,-5.400021,-8.316103,-10.27927
attn_0_0_outputs,4,4.3532124,-13.873934,3.9971356,3.775286,1.8930614,1.9430349,-1.6238167,-5.366312,-8.436959,-11.737442
attn_0_0_outputs,5,5.512398,-10.239422,4.5007515,3.7295682,1.7917035,1.7147238,-1.5286043,-5.2345138,-8.73468,-7.9713893
attn_0_0_outputs,<pad>,2.4595203,-0.13879266,1.2614173,0.34898445,-0.660764,-1.5506841,-2.0106077,-3.3481503,-2.905921,-1.9565881
attn_0_0_outputs,<s>,4.7065997,-11.187005,3.5281203,2.5738432,0.4408118,0.35667992,-3.4101355,-7.1050544,-10.484366,-10.502454
attn_0_0_outputs,_,1.3697182,-1.5586425,1.009856,1.1089058,0.79638404,-0.18976578,-1.6476078,-3.466605,-3.7120838,-2.1990626
attn_0_0_outputs,_,1.0367123,-1.7219359,1.1688774,1.2193776,0.8517733,-0.005635553,-0.89180857,-2.5733252,-3.8616242,-2.4802585
attn_0_0_outputs,_,1.0663313,-2.0731692,0.92402244,1.1475754,1.0137415,0.07820333,-0.48809618,-2.666378,-4.929256,-2.2404783
attn_0_0_outputs,_,1.1070127,-1.7537359,1.0208035,0.62413144,0.6121983,0.027600018,-0.38380766,-2.0140505,-3.875847,-2.2328098
attn_0_0_outputs,_,1.3153454,-2.2885025,0.70574397,1.2186564,0.52420276,0.034378465,-0.34438777,-2.1171355,-4.931645,-1.8268552
attn_0_0_outputs,_,1.2114079,-1.6260164,0.5518503,0.9358045,0.5647534,-0.21883038,-0.06703923,-2.7719076,-2.4655356,-2.63816
attn_0_0_outputs,_,1.0221853,-1.4781139,1.032222,0.6601532,0.4736548,0.14928353,-0.7230214,-0.94203717,-2.279631,-0.9525874
attn_0_0_outputs,_,0.81208,-1.0767307,0.563855,1.0470054,0.84817654,0.16536212,0.30895197,-1.4490583,-2.2564595,-0.9394902
attn_0_0_outputs,_,1.3823346,-0.73122567,0.85283756,0.8500041,0.30456427,0.01118788,-0.58050925,-0.8179934,-0.3660014,-0.041621808
attn_0_0_outputs,_,0.8990359,-0.38842475,0.39364627,0.08913177,-0.030800177,0.14453636,-0.58860934,-1.0187482,-0.08771724,0.15728839
attn_0_0_outputs,_,0.7383131,1.1024321,0.550332,0.5674774,0.8444057,-0.19572486,0.33797005,-0.8507866,-2.6554852,-1.2359493
attn_0_0_outputs,_,0.90449744,0.4949639,0.65382195,1.2004198,0.4959269,-0.13091022,0.17014281,-1.9529265,1.1575776,2.485916
attn_0_0_outputs,_,1.3987179,-1.1086392,0.5825856,-0.018860763,-0.32261565,0.368864,-0.6165792,-0.43158516,-1.0589494,-0.87226564
attn_0_0_outputs,_,2.1987445,-0.518257,0.26188183,1.124101,-0.1703745,-0.57218224,-1.3008579,-0.8484375,-1.5093122,-0.7563686
attn_0_0_outputs,_,1.7247087,-0.7860108,0.42016733,0.8401029,-0.54450554,-0.74435174,-0.9276161,-1.2913773,-2.0300798,-1.5037478
attn_0_0_outputs,_,1.2637889,-0.4445503,0.7746108,0.79337317,-0.047607835,-1.0023644,-0.4527449,-1.6171031,-1.7416787,-1.1472993
attn_0_0_outputs,_,0.61056834,-0.58823514,-0.23079462,0.518771,0.113855064,-0.66177666,-0.5122659,-1.1226271,-1.130657,-0.43605477
attn_0_0_outputs,_,1.6927319,-0.1360741,0.048524443,0.6627255,-0.29557034,-0.018964436,0.038198303,-1.3061422,-0.97255355,-1.9000474
attn_0_0_outputs,_,0.8869965,-1.1721232,0.7046154,0.31816766,0.051834803,-0.048482213,-0.7139571,-1.5142308,-1.1277378,-1.9209136
attn_0_0_outputs,_,0.74842536,-0.7988069,0.355974,0.32681787,-0.15015128,-0.24637434,-1.2323023,-0.94195,-2.0977027,-1.5785482
attn_0_0_outputs,_,1.351066,-0.81344473,0.33206475,0.6193463,0.04765803,0.009492538,-0.95864844,-1.0379205,-2.2923946,-1.2434772
attn_0_0_outputs,_,1.503528,-0.85389113,0.73714435,0.37417036,-0.13597411,-0.44858313,-0.13131365,-1.4306271,-1.1763245,-0.76906353
attn_0_1_outputs,0,5.8785644,-14.854206,3.6835153,2.4888837,0.90131706,0.81346387,-2.8282568,-7.357703,-11.295387,-12.689506
attn_0_1_outputs,1,2.9488733,-6.9341536,1.6201663,2.0524335,0.8005541,0.8179188,-1.4994689,-4.554942,-6.1856947,-7.7847104
attn_0_1_outputs,10,5.5313716,-14.249363,3.9218154,3.9968276,2.821702,2.351512,-1.0185045,-6.1231256,-9.361735,-10.16686
attn_0_1_outputs,11,3.5727158,-9.029719,3.790697,2.6873682,1.2287979,1.5449188,-0.82929236,-4.4808335,-7.2558236,-8.342257
attn_0_1_outputs,12,2.7550519,-10.631249,3.1328049,3.218493,1.9993265,1.7586843,-0.94800127,-4.611685,-6.588424,-6.560043
attn_0_1_outputs,13,3.1422253,-9.070759,3.826746,2.7812333,1.7172397,1.8290379,0.10091528,-3.792486,-6.71839,-7.7145505
attn_0_1_outputs,14,3.0409245,-6.313602,4.0062876,4.2307134,2.6756861,2.6817393,-0.20594466,-3.3645508,-7.4777026,-8.922035
attn_0_1_outputs,15,2.9587064,-8.096755,2.9785113,3.7667975,2.7344255,2.892803,-0.41552424,-3.578012,-6.3685756,-6.8785324
attn_0_1_outputs,16,2.7919297,-7.5062046,3.4538372,4.2757154,3.4096155,3.1620164,0.45503265,-2.8412592,-5.9143467,-6.8984237
attn_0_1_outputs,17,2.7245018,-6.3712206,1.9515162,4.157067,3.4074996,3.304572,0.8380877,-2.0345702,-5.7016177,-5.4515414
attn_0_1_outputs,18,10.816726,-5.222753,9.708766,8.629591,7.0251055,6.999917,2.8175728,-1.580185,-5.087494,-8.336022
attn_0_1_outputs,19,10.279412,-19.891438,9.462288,8.347966,6.654713,6.711597,2.5929053,-1.8864689,-5.2561035,-7.197173
attn_0_1_outputs,2,2.682353,-6.49014,2.5757468,2.1698124,0.9578902,1.1077807,-0.91378903,-4.1965547,-7.5903196,-6.148709
attn_0_1_outputs,20,0.8503702,-0.4305299,0.16099076,0.7561521,-0.30780664,-0.15408988,-0.81014574,-0.10981827,-1.0607264,-0.7613522
attn_0_1_outputs,21,1.2851365,-1.0760107,0.27581802,-0.03629499,0.049027935,-0.2437892,-0.8679704,-0.4095568,-0.8094133,-0.9596662
attn_0_1_outputs,22,0.5249318,-0.6910448,0.7954644,0.61385864,0.14335254,-0.36958694,-0.3406687,0.046583794,-0.7159955,-1.7611487
attn_0_1_outputs,23,0.8034495,-1.0969799,0.8182949,0.7611139,-0.45506734,-0.23563313,-0.34016728,-0.8816899,-0.6133941,-1.0036409
attn_0_1_outputs,24,1.1431124,-0.17093226,0.1632348,-0.081672736,-0.5473996,-0.4539151,-0.71463025,-0.7412831,-0.6575977,-0.7628549
attn_0_1_outputs,25,0.7112833,-0.79368174,0.82476723,0.18612628,-0.4451908,-0.61654526,-0.47277662,-0.8642653,-0.97690487,-0.4992612
attn_0_1_outputs,26,1.0353334,-0.72392726,-0.009938379,-0.035084803,0.44267076,-0.2945878,-0.34303266,-0.89313316,-0.9355809,-0.6573619
attn_0_1_outputs,27,1.1102259,-0.6206892,0.5625436,0.42075703,-0.04360546,-0.49857056,-0.6508942,-0.34125832,-0.75445473,-0.47818628
attn_0_1_outputs,28,0.981784,0.13835855,-0.03930746,0.98393834,-0.36563843,0.044687226,-0.685869,-0.7412373,-1.569527,-0.8105285
attn_0_1_outputs,29,0.7320455,-0.16132414,0.6803407,0.7212886,-0.3081867,-0.20029742,-0.54610884,-0.3231094,-0.64552623,-0.56718796
attn_0_1_outputs,3,3.0906413,-6.142649,2.685218,1.8079978,0.7976322,0.49724975,-2.043416,-4.3727202,-7.246397,-6.8315787
attn_0_1_outputs,4,3.292307,-7.3765144,2.5169525,2.2051127,0.5904118,0.75171727,-1.180897,-3.9598773,-7.2970505,-7.764915
attn_0_1_outputs,5,2.4319615,-6.776053,2.2801201,2.6365025,1.2558331,0.99007016,-1.1484025,-4.6441846,-6.2746997,-7.7742987
attn_0_1_outputs,6,2.997964,-6.453118,2.9551625,2.130091,0.8274058,0.9219576,-2.3718345,-4.813673,-6.8864245,-7.347731
attn_0_1_outputs,7,2.3653057,-9.678833,3.0055726,3.1459732,1.7993133,1.4817376,-0.88826275,-4.6412106,-8.412723,-6.92554
attn_0_1_outputs,8,6.6230063,-15.777428,4.452796,3.6237829,2.223129,1.6960542,-1.7846222,-6.1260853,-9.830302,-11.121191
attn_0_1_outputs,9,5.900193,-10.780364,3.2625275,4.280649,2.0509343,2.2261357,-1.6912521,-5.4669495,-8.929083,-9.797279
attn_0_2_outputs,0,5.2227445,-10.59467,4.175504,3.6259034,1.9729263,2.0460105,-1.5450668,-5.5058312,-9.049616,-9.090072
attn_0_2_outputs,1,5.4649067,-10.79588,4.1008706,3.8056104,2.181035,2.2465725,-1.3593336,-5.30786,-8.764462,-10.010514
attn_0_2_outputs,2,4.8688836,-9.670596,3.6872513,3.307818,1.6764879,1.7287188,-1.7310447,-5.6411,-8.903088,-10.44277
attn_0_2_outputs,3,5.236487,-10.000147,3.8882728,3.4081116,1.7571518,1.8331121,-1.7499909,-5.5651426,-8.807741,-11.252807
attn_0_2_outputs,4,5.306282,-16.187904,3.9755206,3.516711,1.882929,1.9275962,-1.6501161,-5.4855714,-8.990823,-9.862315
attn_0_2_outputs,5,5.2290845,-8.267254,3.98384,3.6663878,2.0485837,2.1043694,-1.334878,-5.2635183,-8.685979,-10.074062
attn_0_2_outputs,<pad>,2.7994804,-1.94709,1.210021,0.38831893,0.8870886,0.017695624,-3.5366747,-4.1073275,-5.252407,-4.883879
attn_0_2_outputs,<s>,5.1923065,-12.195634,3.5061827,2.3105543,0.53433764,0.42475665,-2.945437,-6.9847803,-10.822782,-12.010594
attn_0_2_outputs,_,1.7891568,-3.2459853,1.0314848,1.4901028,1.4585831,0.74444467,-2.3953557,-3.9720454,-5.1427145,-5.3367367
attn_0_2_outputs,_,1.613347,-2.053606,0.67519426,0.8780456,1.0928057,0.14569394,-1.5095057,-3.6593752,-4.9005527,-5.0436044
attn_0_2_outputs,_,1.3516254,-2.2892456,0.761924,1.2456611,0.9215603,0.19409943,-0.95608634,-2.2805977,-5.3877916,-3.4206064
attn_0_2_outputs,_,1.6119591,-2.3193076,1.194161,1.0711395,0.83960134,0.26383233,-0.85000896,-2.2579818,-4.0713134,-4.0702653
attn_0_2_outputs,_,1.7659223,-2.6775136,0.61805564,0.9965405,0.69098616,-0.022791125,-0.6573175,-2.4325204,-4.1535797,-3.7216036
attn_0_2_outputs,_,1.5131757,-2.3608327,0.732098,0.7704354,0.7861301,0.32709926,-0.40752316,-1.68241,-3.5555415,-2.8764567
attn_0_2_outputs,_,1.2487177,-2.0977235,0.77052367,1.0130205,1.335224,1.0082358,-0.42743906,-3.203521,-4.7271595,-3.3541958
attn_0_2_outputs,_,1.5303749,0.004808463,0.39020446,0.7714461,1.7917329,1.3402362,-1.093962,-2.7418861,-3.1995575,-4.4629097
attn_0_2_outputs,_,1.4448425,0.12561603,0.95592624,1.0949237,0.4877768,0.09088781,-0.28252313,-1.372504,-0.8273117,-1.936885
attn_0_2_outputs,_,1.1205125,-0.31978983,0.37678963,0.54922086,0.23617521,0.21106519,-0.31478482,-1.2458243,-1.0891194,-1.5896568
attn_0_2_outputs,_,1.0130982,2.2349339,0.4980332,1.0273011,0.7290647,0.4519084,-0.25349018,-1.3473128,-1.3381629,-2.059974
attn_0_2_outputs,_,1.1435759,2.9986298,0.92007154,0.8759647,1.795387,1.401943,-0.71580166,0.5520807,-3.260579,-0.6365008
attn_0_2_outputs,_,1.2161491,-0.87650424,0.149455,0.15725373,0.4953235,0.5703944,-0.5755928,-0.48063195,-1.6641687,-0.72486025
attn_0_2_outputs,_,1.4393653,-0.9364966,0.67171484,-0.1300559,-0.067583315,-0.2537272,-1.1771904,-1.3145847,-1.1121336,-1.1890161
attn_0_2_outputs,_,0.78359884,-0.6728824,0.39462852,0.92282414,0.8094336,-0.8062391,-0.5646719,-1.554052,-1.2714486,-1.3663834
attn_0_2_outputs,_,1.1603152,-0.5602365,0.83541286,-0.051361762,0.32527816,0.28581178,-0.32049346,-1.4514774,-1.5112501,-0.8109631
