feature,value,F,P,T
attn_0_0_outputs,(,-0.8174566,-0.31763604,-0.36054325
attn_0_0_outputs,),0.11930831,0.08852268,0.6572474
attn_0_0_outputs,<pad>,-0.29612136,0.004210804,0.51796025
attn_0_0_outputs,<s>,0.54234356,0.9016152,1.1528269
attn_0_0_outputs,_,0.1515598,1.1108447,1.0095133
attn_0_0_outputs,_,-0.54230464,0.74493456,-0.1975652
attn_0_0_outputs,_,0.17617893,0.51430285,-0.26991764
attn_0_0_outputs,_,0.046153266,0.5522995,-0.22057205
attn_0_0_outputs,_,0.3081987,1.2998723,0.061567504
attn_0_0_outputs,_,0.08834241,0.7549701,-0.2645309
attn_0_0_outputs,_,-0.6649213,-0.1477855,0.42855832
attn_0_0_outputs,_,-0.36442754,1.2220964,-0.52947503
attn_0_0_outputs,_,-0.8987316,0.60129756,-0.52979726
attn_0_0_outputs,_,0.27745807,1.2698267,-1.0954953
attn_0_0_outputs,_,0.22262502,0.9488122,0.3777937
attn_0_0_outputs,_,0.17114648,0.428666,0.09572533
attn_0_0_outputs,_,1.1320171,0.29042736,0.34870067
attn_0_0_outputs,_,-0.05356019,0.36506337,-0.15819198
attn_0_0_outputs,_,0.011985731,-0.863472,-0.7217173
attn_0_0_outputs,_,0.33715293,-0.23784721,1.0691373
attn_0_0_outputs,_,-0.18327662,0.022271562,-0.7266959
attn_0_0_outputs,_,-0.11881184,-0.6215952,0.21084368
attn_0_0_outputs,_,-0.39220655,0.34227982,0.6898361
attn_0_0_outputs,_,-0.5770762,0.3622876,0.7457728
attn_0_0_outputs,_,0.50952744,0.9905736,-0.22699447
attn_0_0_outputs,_,0.20932315,-0.29666403,-0.058388676
attn_0_0_outputs,_,-1.4091595,-0.5591515,-0.5600846
attn_0_0_outputs,_,-0.8141205,0.25651494,-0.9176345
attn_0_0_outputs,_,-0.22927454,-0.35910842,-0.17326167
attn_0_0_outputs,_,-0.42791685,0.8904667,1.2474265
attn_0_0_outputs,_,0.1399288,0.29220852,-0.032713976
attn_0_0_outputs,_,0.47267577,0.061181508,0.6651794
attn_0_0_outputs,_,-0.19753088,1.0857664,-0.4137696
attn_0_0_outputs,_,0.16567896,0.6325676,1.1329359
attn_0_0_outputs,_,-0.47573593,-0.106034726,-0.93345034
attn_0_0_outputs,_,-0.1810747,-0.20637175,-1.5356537
attn_0_0_outputs,_,0.9144931,0.02140753,-0.18363264
attn_0_0_outputs,_,0.061023198,-0.33559504,0.6917052
