feature,value,0,1,2,3,4,5,<s>
attn_0_0_outputs,0,0.37096295,-0.21403493,0.10971738,0.855219,0.4998281,0.23605826,-3.3270552
attn_0_0_outputs,1,-0.67280775,2.2563753,-0.44588187,-0.8703221,-0.8311835,-0.73352885,-0.38781968
attn_0_0_outputs,2,0.35462302,-0.83999103,0.18948665,0.33178577,0.2518854,-0.025898298,2.3766596
attn_0_0_outputs,3,0.42063162,-0.79198647,0.35319948,0.5159916,0.321494,0.14611378,0.6954138
attn_0_0_outputs,4,0.58290654,-1.1140912,0.41329503,0.0053874864,0.81628335,0.10298333,-1.6189474
attn_0_0_outputs,5,0.2810575,-0.9856266,0.07442015,0.1463542,0.0043906737,1.0084329,-1.3492831
attn_0_0_outputs,<pad>,-0.774348,-0.82907176,-0.2586671,0.012537791,0.020105686,-0.0054093213,0.5545342
attn_0_0_outputs,<s>,-0.05950829,-1.4253565,0.3892261,-0.241869,-0.13249938,-0.1028222,2.565179
attn_0_0_outputs,_,0.59726995,0.20731772,0.49201697,0.31283036,0.90790063,0.5085687,-0.60926795
attn_0_0_outputs,_,0.05940033,0.20584224,0.3868775,0.5589624,0.5768809,0.23353845,-0.44421905
attn_0_0_outputs,_,-0.08335115,-0.08613907,-0.16349927,0.41985828,0.31876022,-0.2177559,-0.2962529
attn_0_0_outputs,_,0.19130464,-0.23069274,0.063754015,0.06980061,0.48372537,0.33325124,-0.17493029
attn_0_0_outputs,_,-0.3337511,-0.096636266,0.0018436937,-0.06744558,0.8114264,0.32181188,-0.19383213
attn_0_0_outputs,_,-0.26384148,-0.38602582,-0.27695173,-0.10567564,0.48444915,0.4363791,-0.21356401
attn_0_0_outputs,_,-0.30394995,-0.24878323,0.17602111,0.68186796,1.0246474,0.5621987,-0.012430328
attn_0_0_outputs,_,-0.70320714,-0.37664196,0.13685718,-0.005943172,0.14759551,0.43843326,0.46914962
attn_0_0_outputs,_,-0.60868645,-0.78514236,0.48586833,0.12612772,-0.4344071,0.22459254,0.57137823
attn_0_0_outputs,_,-0.42583564,-0.33481714,-0.7240623,0.34246174,0.7905739,0.17394511,-0.31052634
attn_0_0_outputs,_,-0.4920929,-1.1303284,-0.21386135,0.12317959,0.69997257,0.5305494,0.5564522
attn_0_0_outputs,_,-0.45791766,-0.69442505,-0.25461078,0.05474067,0.64004433,0.5532418,0.4099007
attn_0_0_outputs,_,-0.91974396,-0.14528735,-0.60290134,0.07571698,0.6988677,0.18220383,0.089538895
attn_0_0_outputs,_,0.039929338,0.45008358,-0.110930376,-0.17200111,-0.20295219,0.53776276,0.0066059954
attn_0_0_outputs,_,0.27670756,0.34444818,-0.1843761,-0.60146207,-0.06838882,-0.2789239,-0.040902246
attn_0_0_outputs,_,0.058930755,-0.1023222,0.36012182,0.23429987,0.32887933,0.11593419,0.4669953
attn_0_0_outputs,_,-0.0400445,0.02040738,0.65872914,-0.033268552,0.37462607,0.023937367,0.21280122
attn_0_0_outputs,_,-0.29279178,0.45059115,0.23651007,-0.5392878,0.040224053,0.27045888,0.523957
attn_0_0_outputs,_,-0.23422438,0.34307772,-0.69603026,-0.64148086,0.0050377534,0.34200585,-0.6584172
attn_0_0_outputs,_,-0.25734198,-0.4090373,1.1353,0.39437705,-0.46326917,0.0200193,0.40007678
attn_0_0_outputs,_,-0.38495603,-0.18570453,0.09961746,0.22020993,0.32084784,0.46654478,0.2684749
attn_0_0_outputs,_,-0.10338075,-0.19131224,-0.4735356,0.40111297,-0.0436906,-0.4767942,0.1203662
attn_0_1_outputs,0,0.15124315,-0.8677519,0.3390264,0.33059627,0.29195544,0.4628388,0.30867684
attn_0_1_outputs,1,-0.36151406,1.8469259,-0.5820534,-0.22747397,-0.3783318,-0.41877547,-10.515356
attn_0_1_outputs,2,0.40620136,-1.876619,0.6707992,0.4693351,0.2912894,0.26173717,1.6711674
attn_0_1_outputs,3,0.6051195,-1.3145729,0.41259918,0.06451907,-0.087438144,0.26791245,-1.0877292
attn_0_1_outputs,4,0.076094344,-1.3384991,-0.21433775,0.28701073,-0.3650696,-0.15478316,3.7394826
attn_0_1_outputs,5,0.2238719,-0.5452283,0.15124658,0.32107863,0.40560305,0.26467785,-0.7358222
attn_0_1_outputs,<pad>,-0.03717298,-0.40877607,-0.10576111,0.0008133292,-0.16808636,-0.2171684,0.2037403
attn_0_1_outputs,<s>,0.292153,-2.0297244,-0.0681393,0.3923812,0.02326804,0.1233651,2.5803056
attn_0_1_outputs,_,0.12635829,0.00948648,0.37675622,-0.2985618,0.087010026,-0.19694307,0.40296355
attn_0_1_outputs,_,0.866931,-0.004627543,0.5408601,0.2054317,-0.04452259,0.2538943,0.025657574
attn_0_1_outputs,_,0.77649796,-0.099850714,0.7485464,0.53608686,0.13382667,0.14008234,0.12022104
attn_0_1_outputs,_,-0.23570731,0.17081465,0.68154776,0.015475823,0.08785057,0.30193257,-0.9928427
attn_0_1_outputs,_,0.23637378,0.12876105,0.27673742,-0.021731645,-0.1590682,-0.47852212,-0.65891266
attn_0_1_outputs,_,0.4542201,0.17044856,0.20924638,0.54646134,-0.079831615,0.21064866,-0.21995297
attn_0_1_outputs,_,0.35647136,-0.00215122,-0.27344278,0.4998351,0.56590843,0.07893476,0.103761606
attn_0_1_outputs,_,-0.4967057,-0.4917614,0.30907825,-0.56571025,-0.12960605,0.5067193,-0.09873996
attn_0_1_outputs,_,-0.03760557,-0.1340512,-0.030161334,-0.008248957,0.06606735,-0.27142665,0.0034635374
attn_0_1_outputs,_,0.39189398,-0.33974472,0.33693898,-0.17950256,-0.41894966,0.2086036,-0.79734385
attn_0_1_outputs,_,0.28588802,-0.22677548,-0.68903404,0.40322873,0.13460028,-0.005589038,0.07133361
attn_0_1_outputs,_,-0.39600313,0.13610803,-0.2615336,0.070511155,0.39447173,0.6865873,-0.3613659
attn_0_1_outputs,_,0.031901468,-0.21960801,-0.4566743,0.15979849,0.28259686,0.30497137,-0.29303068
attn_0_1_outputs,_,-0.23208638,-0.1580184,0.2201952,-0.5246179,0.5653194,0.25438976,0.66030234
attn_0_1_outputs,_,-0.035933387,-0.055801906,-0.5404055,0.29274386,0.23840328,-0.16132703,0.36604244
attn_0_1_outputs,_,0.8794607,0.23299433,-0.49076506,-0.31131223,0.024471162,0.27711612,0.2067767
attn_0_1_outputs,_,-0.7900946,-0.54880583,0.43309882,0.14618768,0.5552869,0.033327624,-0.37023607
attn_0_1_outputs,_,-0.3243797,-0.5367679,0.6806153,-0.29959962,-0.6261634,0.47162405,-0.10056058
attn_0_1_outputs,_,0.009417878,0.1532163,-1.1103998,0.34180084,0.20080015,1.5109586,-0.43892097
attn_0_1_outputs,_,-1.2705791,-0.0065919864,0.93685913,0.15312383,0.32622036,0.69449985,0.5395696
attn_0_1_outputs,_,0.3552862,-0.079632364,-0.9294509,0.3765895,-0.07689171,0.6030914,0.41714266
attn_0_1_outputs,_,-0.7808509,0.108221054,-0.5939706,0.09952659,0.06056442,-0.74249923,0.03934133
attn_0_2_outputs,0,-0.2737215,0.17808549,-0.33005586,-0.21175218,0.07122823,-0.23869075,1.3493363
attn_0_2_outputs,1,-0.512228,0.19069497,-0.17109759,0.26378712,0.60477984,0.10921414,-1.739411
attn_0_2_outputs,2,0.19732648,0.052128907,0.31171307,0.096266374,-0.0056900783,-0.013648521,-0.24295479
attn_0_2_outputs,3,-0.67660105,-0.015936624,0.23657726,0.20136745,0.1541383,-0.05482018,0.18567368
attn_0_2_outputs,4,0.064105555,-0.2850788,-0.14814423,0.02610349,-0.09052684,-0.118449084,2.6374657
attn_0_2_outputs,5,0.008940103,-0.11535751,-0.005388759,-0.06637849,-0.0881116,0.4611502,-2.6948504
attn_0_2_outputs,<pad>,-0.83658975,-0.5916771,0.005945243,0.110460855,0.16202934,0.7441629,0.2665559
attn_0_2_outputs,<s>,0.29321533,0.3210365,0.17233866,0.25323296,0.5753205,0.042270694,-0.87892354
attn_0_2_outputs,_,0.3901551,0.057434276,0.30112964,0.2584377,0.3245255,0.8964696,-0.38232857
attn_0_2_outputs,_,0.2644291,0.26264036,-0.16578108,0.9575309,0.1830632,0.7332077,0.11645936
attn_0_2_outputs,_,-0.5805587,0.02421229,0.6281634,-0.043335203,-0.1910814,0.63836724,0.0502292
attn_0_2_outputs,_,0.23114511,0.06610996,0.14244133,0.34131795,0.6394154,0.6909343,-0.18089984
attn_0_2_outputs,_,0.0347276,-0.062161405,-0.22239375,0.28219017,-0.058214024,0.39534357,-0.40243775
attn_0_2_outputs,_,-0.27456245,-0.35578954,-0.073156,0.49696493,0.627683,0.55024004,0.19445294
attn_0_2_outputs,_,0.11719456,-0.1913918,0.38919318,-0.33801964,0.6627472,0.53766453,-0.20508592
attn_0_2_outputs,_,-0.12298899,-0.38304436,0.5813079,-0.2172244,0.10278571,-0.04283049,-0.50574404
attn_0_2_outputs,_,-0.5703764,-0.372481,-0.10664938,0.29358864,0.25852138,0.47389123,0.6632609
attn_0_2_outputs,_,-0.90196157,-0.35474,-0.53535813,-0.5525415,0.768495,0.5637232,-0.22351749
attn_0_2_outputs,_,-0.8954844,-0.1080787,-0.592108,-0.49047416,0.14803767,0.12265414,0.12522347
attn_0_2_outputs,_,-0.41654578,-0.35757214,-0.40126994,0.38313144,0.38194385,0.42821628,0.16431992
attn_0_2_outputs,_,-0.70883733,0.9303378,-0.20097688,-0.32906535,1.1862705,0.22965479,-0.23099074
attn_0_2_outputs,_,-0.770342,-0.120526455,-0.036972098,-0.23344819,0.5223213,0.82165086,0.17366251
attn_0_2_outputs,_,-0.18788794,-0.33310986,0.36965746,0.3360982,0.56653625,0.30943587,-0.027712487
attn_0_2_outputs,_,0.079413,-0.558262,0.9403768,-0.22550243,0.7465844,-0.4936265,0.5540621
attn_0_2_outputs,_,-0.36106607,-0.025269005,0.24949533,-0.058772027,0.34136164,0.66046894,0.054296806
attn_0_2_outputs,_,-0.3360811,-0.1370381,0.8270444,-0.02367757,-0.9061042,0.7853879,0.9718757
attn_0_2_outputs,_,-0.047974877,0.19805367,-0.516978,-0.18848887,0.6886965,1.2557199,0.05213375
attn_0_2_outputs,_,-0.20081712,-0.24184975,1.2925363,0.61633235,-0.6511938,0.7249554,0.3953413
attn_0_2_outputs,_,-0.18476872,-0.11803476,0.46307713,-0.7805452,0.39347035,-0.5236246,0.35953698
attn_0_2_outputs,_,-0.7552366,-0.16628908,0.63532627,0.1716034,-0.12232341,-0.2793595,0.429678
attn_0_3_outputs,0,1.5861516,-0.35594794,-0.06328925,-0.3497146,-0.33943725,-0.26623574,-0.6218676
attn_0_3_outputs,1,-0.27881712,0.3591138,-0.00027662877,-0.27907053,-0.13512413,-0.10020957,-0.45150742
attn_0_3_outputs,2,0.025436327,0.010540315,0.7831085,0.030298673,-0.012706779,0.18300329,0.3765408
attn_0_3_outputs,3,-0.11385367,-0.27231753,-0.04328241,1.694019,-0.19445446,-0.1579666,-1.2349359
attn_0_3_outputs,4,0.10516213,-0.015723847,0.062669404,0.12464952,0.7344178,0.27745673,0.69980836
attn_0_3_outputs,5,-0.48726803,-0.76070184,-0.27503008,-0.54906243,-0.4425102,0.20216694,-0.8919689
attn_0_3_outputs,<pad>,-0.17238435,-0.15821384,0.19028038,0.57269686,-0.43247125,-0.026578652,0.72937477
attn_0_3_outputs,<s>,-0.24569432,-0.30160916,-0.190169,-0.15577966,0.07869809,0.19444305,0.17736705
attn_0_3_outputs,_,0.035222225,0.43194357,0.43789384,0.8492875,-0.32225782,0.20167144,0.14974393
attn_0_3_outputs,_,0.0045063305,0.35079643,0.4175447,0.92800474,-0.403062,0.5823185,-0.51391953
attn_0_3_outputs,_,-0.040907737,0.20111139,0.17145087,0.2125124,0.081871614,0.6251468,-0.5922672
attn_0_3_outputs,_,0.43479404,0.1300841,1.1721302,0.72048986,0.1371317,0.8288471,0.1685597
attn_0_3_outputs,_,-0.16771257,-0.43363693,0.3327119,-0.044345018,-0.09229727,0.35254937,-0.6144075
attn_0_3_outputs,_,-0.2879409,-0.57649785,-0.06668212,0.27719,-0.13895549,0.43946546,-0.12984821
attn_0_3_outputs,_,-0.07692904,-0.09950013,0.0045498824,0.70284116,-0.3525869,0.319444,0.49678826
attn_0_3_outputs,_,-0.106742665,-0.34998998,0.05954704,0.21955544,-0.33012077,0.47701102,0.016439326
attn_0_3_outputs,_,-0.5234445,0.33514744,0.021956805,0.16894123,0.09149892,0.29376298,-0.040745325
attn_0_3_outputs,_,-0.636465,-0.38673797,-0.01792577,0.64834106,0.06500558,0.26338708,-0.6890964
attn_0_3_outputs,_,-0.60524684,-0.13036624,0.30394274,-0.07867773,0.7995113,0.1429782,0.41828412
attn_0_3_outputs,_,-0.4048903,-0.11775975,-0.31204516,0.04572084,0.4819207,-0.107080065,0.20532598
attn_0_3_outputs,_,-0.6558465,0.09346467,-0.0799873,0.31043896,-0.18742783,-0.12876011,-0.9726559
attn_0_3_outputs,_,-0.19495177,-1.0294333,-0.1499553,0.22108188,0.43235108,0.8850827,-0.44129542
attn_0_3_outputs,_,-0.12157249,-0.08386208,-0.09496749,-0.26344714,-0.2706667,-0.24590813,0.44951728
attn_0_3_outputs,_,-0.029262766,-0.25301418,-0.631625,0.47570112,0.089044854,-0.042229045,0.0456878
attn_0_3_outputs,_,-0.41564208,-0.04794673,0.17924075,-0.4029828,0.7133297,0.54128677,0.5539314
attn_0_3_outputs,_,0.14991172,-0.26566565,-0.3386447,-0.041138086,0.008980684,0.53489774,-0.158848
attn_0_3_outputs,_,-0.11678295,0.101710044,0.2102504,0.22098449,0.943969,0.31244937,0.033387143
attn_0_3_outputs,_,-0.5116629,0.22698513,0.38452172,0.004693926,-0.18565845,0.13750818,0.3262976
attn_0_3_outputs,_,-0.34613335,-0.4383891,0.2560835,0.3753479,-0.039337028,-0.26034778,0.5040892
attn_0_3_outputs,_,-0.48921582,-0.18690439,0.32148835,0.27706632,-0.4328029,-0.63853246,0.7551192
attn_0_4_outputs,0,1.4757118,-0.92876065,0.33803302,0.40567502,-0.066169076,0.17886336,-4.2326565
attn_0_4_outputs,1,-0.70896125,1.309104,0.2583214,0.18212162,-0.101640575,0.13983946,-4.3260965
attn_0_4_outputs,2,-0.4152991,-0.4750193,0.03941636,-0.16336107,-0.5638334,0.023832308,1.7442108
attn_0_4_outputs,3,0.14640614,-0.4980739,0.40986145,-0.085024446,-0.789596,0.06664588,2.3778741
attn_0_4_outputs,4,-0.51848423,-0.7539847,0.40757835,0.37065795,-0.65076494,-0.22182523,2.5121808
attn_0_4_outputs,5,-0.57503676,-0.6601531,0.07338976,-0.02980206,-0.31676826,-0.52051353,2.5439582
attn_0_4_outputs,<pad>,-0.30036947,-0.29994234,-0.06253651,0.2147046,-0.11594029,-0.042435065,0.6166471
attn_0_4_outputs,<s>,-1.1919574,-1.3876505,0.19245762,0.36775935,-0.036348153,0.342523,7.567671
attn_0_4_outputs,_,0.48485133,0.9197712,0.43372333,0.49502715,0.54334956,0.00032027642,-0.7428299
