feature,value,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
attn_0_0_outputs,0,7.42846,-11.044478,-13.778558,-15.753701,-15.64658,-15.848167,-15.214897,-19.748306,4.820173,6.4349217,10.589291,7.353824,4.941259,0.539808,-3.4355876,-8.120923
attn_0_0_outputs,1,6.873433,-11.638481,-14.166158,-16.073463,-15.908815,-17.704443,-16.505136,-17.51896,4.403613,5.864635,10.118015,6.885513,4.466649,0.08596061,-3.9260507,-8.504275
attn_0_0_outputs,2,7.281279,-11.1456995,-13.8325615,-15.728934,-15.558042,-16.529749,-14.917433,-13.607709,4.6786633,6.382749,10.527512,7.2761264,4.882625,0.49888453,-3.5284972,-8.062631
attn_0_0_outputs,3,7.5078588,-10.986034,-13.619869,-15.566414,-15.228516,-15.884617,-15.738389,-11.556874,4.8757906,6.532039,10.734731,7.4756927,5.117757,0.6922553,-3.3297322,-7.916243
attn_0_0_outputs,4,7.5960007,-11.100677,-13.707635,-15.361337,-15.8102045,-15.803663,-15.670198,-18.401312,4.9377418,6.578521,10.707238,7.4448495,5.0791554,0.6366016,-3.3918762,-7.87661
attn_0_0_outputs,5,7.491784,-11.042266,-13.673751,-15.295992,-15.568536,-16.3468,-15.415842,-19.232935,5.0358562,6.6347904,10.737028,7.476334,5.0676074,0.6661383,-3.3211732,-7.969334
attn_0_0_outputs,<pad>,3.7162426,-7.691591,-7.6261115,-8.104294,-9.596441,-9.964529,-7.81768,-4.397549,2.0185063,0.51157975,3.4850416,2.243939,0.5003306,0.17422922,-1.9749268,-5.7727094
attn_0_0_outputs,<s>,5.585898,-14.504491,-17.339106,-19.285748,-19.381819,-20.025908,-19.58898,-20.79987,3.494557,4.647629,8.465094,4.926602,2.2898986,-2.3501823,-6.5644937,-11.293989
attn_0_0_outputs,_,3.0566995,-4.776218,-5.9396553,-6.542905,-7.1626105,-7.0249615,-5.752919,-3.0170975,2.298384,0.84324783,1.9239866,1.6863077,2.5387077,0.4136595,-1.6441481,-4.2662826
attn_0_0_outputs,_,2.6443508,-5.136144,-6.073154,-6.8053727,-6.9414253,-7.49813,-5.9157553,-3.9521558,1.710839,0.25524718,2.1740482,1.9184062,2.3761332,0.0028571158,-1.2521745,-4.123281
attn_0_0_outputs,_,3.0686178,-5.810691,-6.431026,-6.490367,-8.813584,-8.948899,-6.921366,-4.438236,1.7876611,1.3431398,3.8372064,3.76946,2.2477744,1.5631378,-1.0857012,-4.467949
attn_0_0_outputs,_,3.352074,-5.6197133,-6.0417852,-6.7676034,-8.962251,-8.784005,-6.9808354,-3.7956355,2.103307,1.0668912,3.8031652,3.831228,1.9988415,1.8200665,-0.725397,-4.6193275
attn_0_0_outputs,_,3.4208598,-4.7139006,-5.76708,-6.024946,-7.3015985,-7.1718936,-6.0047092,-2.3259435,2.043926,0.7973209,2.4155087,2.7267845,3.2464554,0.2374572,-1.0899214,-3.495022
attn_0_0_outputs,_,3.3315704,-4.7117605,-5.709146,-6.1260033,-7.8130527,-7.0651693,-6.0041,-3.5719242,2.145026,1.527034,2.5400777,2.9087687,3.0764616,1.2669079,-0.9293184,-3.7343
attn_0_0_outputs,_,3.09467,-4.657356,-5.276321,-6.250715,-6.510071,-5.9828815,-4.82278,-3.3453622,2.437462,0.82500714,2.517247,2.0938535,2.8108423,0.77579683,-0.9003398,-3.3833656
attn_0_0_outputs,_,2.500751,-4.3821416,-4.956008,-6.456551,-6.352388,-7.4896984,-5.1030045,-3.1855938,2.2017188,0.9209808,2.7776067,2.3154848,2.6639402,1.0345764,-0.6247983,-3.6179342
attn_0_0_outputs,_,2.870659,-3.9529672,-4.665563,-5.957553,-6.1160064,-6.021224,-4.251365,-2.4727914,2.2328894,0.6906751,2.1960247,2.3824635,2.8259118,1.2814916,-0.83902687,-3.9438953
attn_0_0_outputs,_,2.9350708,-4.845753,-5.3718405,-3.998562,-6.506544,-7.364013,-4.9334497,-2.75165,2.2368906,0.57799226,2.373408,2.3075397,3.0763428,0.8266714,-0.6296749,-3.0749178
attn_0_0_outputs,_,2.4250581,-4.4425683,-6.3067694,-5.7029276,-6.6396117,-7.469574,-5.0815625,-3.2621553,1.9756309,0.82437956,3.1480877,3.419151,2.5498219,2.1669672,-1.2821864,-3.675999
attn_0_0_outputs,_,2.4484026,-3.3966992,-5.5088897,-5.1181397,-6.3201923,-5.9842196,-4.6305323,-2.5555117,1.8597089,0.22736615,2.3038476,2.3435745,2.8712428,1.3191602,-0.69594586,-3.906716
