feature,value,0,1,2,3,4
attn_0_0_outputs,0,0.09694717,-0.059518836,-0.19338638,-0.09692959,-0.04282974
attn_0_0_outputs,1,-0.028401613,0.65604883,0.12654877,0.12691931,-0.2709421
attn_0_0_outputs,2,-0.13760684,-0.009715122,0.50456,-0.09659127,-0.01601869
attn_0_0_outputs,3,-0.24821307,-0.49975494,-0.20246588,0.3176105,0.07314534
attn_0_0_outputs,4,-0.34493348,-0.104717955,-0.73724407,-0.24668676,0.40119976
attn_0_0_outputs,</s>,-0.17523998,-0.6252543,-0.32366988,-0.15822244,0.060840417
attn_0_0_outputs,<pad>,-0.30376497,-0.4655768,-1.0913296,0.18988349,-0.16842191
attn_0_0_outputs,<s>,-0.11271166,0.09366703,-0.02454695,0.052117296,0.04035669
attn_0_0_outputs,_,0.11916874,0.35497972,0.030445674,0.45562255,0.24903911
attn_0_0_outputs,_,0.3790667,0.10077791,0.40342507,0.5076541,-0.2499701
attn_0_0_outputs,_,-0.17009826,-0.054252505,-0.68514043,0.0823492,0.13556129
attn_0_0_outputs,_,0.052289676,-0.306578,0.26150575,0.21160848,0.13936886
attn_0_0_outputs,_,-0.4046522,-0.13640267,-0.5094039,0.1514145,0.03225305
attn_0_0_outputs,_,0.018331233,-0.19639333,-0.20540798,0.038080323,0.2933078
attn_0_0_outputs,_,0.16211203,0.08368639,-0.020034831,0.48680598,0.05413828
attn_0_0_outputs,_,0.27656904,-0.17835201,0.03316256,0.39820048,0.36387563
attn_0_0_outputs,_,-0.39136285,-0.3302849,-0.19800577,0.5103555,-0.27089545
attn_0_0_outputs,_,-0.3355051,0.21516012,0.009944405,0.22038588,0.051797155
attn_0_0_outputs,_,0.28095335,-0.76155865,0.13409953,0.12109647,-0.3466439
attn_0_0_outputs,_,-0.009037735,-0.2765426,-0.2917858,-0.09298694,0.116087064
attn_0_0_outputs,_,0.334554,-0.49047235,-0.09992796,0.17554718,0.28227583
attn_0_0_outputs,_,0.48461324,-0.10760777,-0.013699151,0.01016903,0.028466437
