feature,value,F,P,T
attn_0_0_outputs,(,0.46937442,-0.552792,0.022110293
attn_0_0_outputs,),-0.061227378,0.0993152,0.43331227
attn_0_0_outputs,<pad>,-0.56750464,0.5550582,0.10894127
attn_0_0_outputs,<s>,0.8984915,-0.4314561,-0.31004208
attn_0_0_outputs,_,0.44703013,-0.6100197,-0.44519308
attn_0_0_outputs,_,-0.34943,0.4581424,-1.068373
attn_0_0_outputs,_,0.8150372,0.07419215,-0.3711601
attn_0_0_outputs,_,0.174546,0.6462938,-0.49590743
attn_0_0_outputs,_,0.7852581,0.21319117,-0.6598678
attn_0_0_outputs,_,1.0646449,0.14641958,-0.44929227
attn_0_0_outputs,_,-0.5188455,-0.18656914,-0.07708207
attn_0_0_outputs,_,-0.42687413,-0.4247125,0.007828153
attn_0_0_outputs,_,0.22254692,0.9036624,-0.12023063
attn_0_0_outputs,_,0.020911885,-0.09643886,-0.77785707
attn_0_0_outputs,_,-0.743117,-0.20172484,0.2752819
attn_0_0_outputs,_,0.1853899,-0.30117494,-1.0690197
attn_0_0_outputs,_,-0.3714667,-0.3676867,-0.095469005
attn_0_0_outputs,_,-0.57180244,1.0211786,-1.0603982
attn_0_0_outputs,_,-0.55297285,0.5662369,0.97917324
attn_0_0_outputs,_,-0.33077016,0.73835236,-0.025669994
attn_0_0_outputs,_,-0.92775846,0.72588813,-0.16199972
attn_0_0_outputs,_,-0.3826992,0.52975154,-0.32822844
attn_0_0_outputs,_,-0.73623943,0.14815041,0.2023055
attn_0_0_outputs,_,-0.78896594,1.1401863,0.003898908
attn_0_0_outputs,_,-0.395345,-0.10174509,-0.5679654
attn_0_0_outputs,_,0.16658163,0.36196718,-0.105358414
attn_0_0_outputs,_,0.45217845,0.12258842,0.57436895
attn_0_0_outputs,_,-0.5611001,-0.024999995,-0.13560732
attn_0_0_outputs,_,-0.5992768,0.3309513,-0.40508872
attn_0_0_outputs,_,-0.018374449,0.11512721,-0.8261138
attn_0_0_outputs,_,-0.6753107,0.22810417,0.2639019
attn_0_0_outputs,_,0.04116286,0.120079316,0.41217119
attn_0_0_outputs,_,-1.0636123,0.47151932,0.5544197
attn_0_0_outputs,_,-0.6651208,0.46971503,1.2529193
attn_0_0_outputs,_,-0.3695923,-0.24538067,-0.0018435346
attn_0_0_outputs,_,-0.24617691,-0.4454461,1.3324996
attn_0_0_outputs,_,0.11552807,-0.25395918,-0.24498603
attn_0_0_outputs,_,-0.5758476,0.13231446,-0.8288544
attn_0_0_outputs,_,-0.1790152,0.9687695,-0.9046733
attn_0_0_outputs,_,0.22520971,0.4083508,0.054613803
attn_0_0_outputs,_,-0.4478584,0.5126331,0.056383416
attn_0_0_outputs,_,-0.49406415,-0.22622783,-0.21296272
attn_0_0_outputs,_,0.32915387,0.35230228,-0.629973
attn_0_0_outputs,_,0.80263907,0.784298,-0.38857108
attn_0_0_outputs,_,-0.40968877,0.28791255,-0.29363698
attn_0_0_outputs,_,-0.4045342,0.6405997,-0.29184306
attn_0_0_outputs,_,0.5195072,-0.29170832,-0.45743477
attn_0_0_outputs,_,-0.27267516,0.26506063,-0.92094004
attn_0_0_outputs,_,-0.08822214,0.10979711,-0.14471488
attn_0_0_outputs,_,-0.30707482,-0.74350333,0.21440184
attn_0_0_outputs,_,0.6783993,-0.40668538,-1.2598014
attn_0_0_outputs,_,-0.22782582,-0.43257746,-0.1908
attn_0_0_outputs,_,0.5241137,0.16837315,-0.0027037351
attn_0_0_outputs,_,-0.51102537,0.06351307,-0.34598297
attn_0_0_outputs,_,-0.18791474,-0.5667458,0.45875496
attn_0_0_outputs,_,-0.6387163,-0.14280772,0.27466398
attn_0_0_outputs,_,-0.4030604,0.77112794,-0.20826681
attn_0_0_outputs,_,-0.19890839,0.2589076,0.08574199
attn_0_0_outputs,_,0.09202878,-0.4807553,0.2810894
attn_0_0_outputs,_,0.029104378,-0.13059554,-0.3985148
attn_0_0_outputs,_,0.071558,0.34591872,0.4284616
attn_0_0_outputs,_,-0.69416404,0.4633547,-0.06762317
attn_0_0_outputs,_,0.75049436,0.7038293,-0.9259327
attn_0_0_outputs,_,-0.11515801,1.1439047,-0.18631878
attn_0_0_outputs,_,-0.1842292,-0.19541097,-0.27880508
attn_0_0_outputs,_,0.61147577,0.6986848,-0.7769686
attn_0_0_outputs,_,0.071862794,0.27131495,-0.67876154
attn_0_0_outputs,_,0.2493636,-0.11283509,-0.9197604
attn_0_0_outputs,_,0.7047964,-0.1908405,0.0671171
attn_0_0_outputs,_,-0.13986044,0.25445253,-0.28357074
attn_0_0_outputs,_,-0.3691263,0.7042424,0.027101725
attn_0_0_outputs,_,0.7346521,-0.15597029,0.17225082
attn_0_0_outputs,_,-0.10083157,-0.5779719,0.3677449
attn_0_0_outputs,_,-0.123491995,-0.20842461,0.8279628
attn_0_0_outputs,_,0.049286872,0.39503822,0.24543455
attn_0_0_outputs,_,0.7154274,0.3153873,0.26367086
attn_0_0_outputs,_,-0.059383325,-0.6767593,0.72707736
